N	2gram	Voloshinov_1	Myshleni
1	в том	3	33
2	том что	3	27
3	точки зрения	8	26
4	в развитии	2	26
5	то что	3	20
6	в этом	9	19
7	с точки	6	18
8	и в	16	15
9	не только	7	15
10	что в	3	14
11	таким образом	9	14
12	что он	2	12
13	в самом	2	11
14	но и	4	10
15	было бы	2	10
16	мы не	2	10
17	мы можем	9	10
18	может быть	17	9
19	не может	8	9
20	что мы	2	9
21	о том	2	9
22	так и	4	8
23	никогда не	2	8
24	мы знаем	3	7
25	и не	4	7
26	на основе	2	7
27	как бы	5	7
28	он не	2	7
29	и т.п	2	7
30	во всяком	3	7
31	едва ли	3	7
32	что это	2	6
33	в частности	2	6
34	как мы	4	6
35	в этой	4	6
36	мы уже	2	6
37	сказать что	7	6
38	как это	3	6
39	но в	4	6
40	и к	6	6
41	как и	2	6
42	вместе с	3	6
43	если мы	2	6
44	самом деле	6	6
45	всяком случае	3	6
46	и др	3	5
47	и их	4	5
48	с помощью	2	5
49	и даже	4	5
50	сравнению с	3	5
51	все что	4	5
52	по сравнению	3	5
53	то же	2	5
54	во всей	2	5
55	прежде всего	9	4
56	из этих	2	4
57	ребенка и	3	4
58	для нас	2	4
59	все это	4	4
60	в них	2	4
61	что оно	2	4
62	так же	2	4
63	а в	3	4
64	их в	3	4
65	и с	8	4
66	в конечном	3	4
67	в начале	2	4
68	так как	4	4
69	с его	7	4
70	для всех	4	4
71	конечном счете	2	4
72	к этому	2	4
73	мы видим	2	4
74	в своей	2	4
75	хотя бы	4	4
76	и его	8	4
77	только в	4	4
78	только для	5	3
79	для этого	2	3
80	во время	3	3
81	не можем	2	3
82	для него	6	3
83	при этом	6	3
84	в общем	3	3
85	но мы	4	3
86	и только	9	3
87	все эти	5	3
88	те же	3	3
89	они не	2	3
90	и по	2	3
91	с другими	3	3
92	этой теории	2	3
93	в основе	3	3
94	с ним	2	3
95	и все	4	3
96	не существует	2	3
97	с этим	2	3
98	что можно	2	3
99	того же	2	3
100	из тех	2	3
101	на самом	4	3
102	и ее	4	3
103	и это	6	3
104	быть может	2	2
105	не могут	2	2
106	же как	2	2
107	и есть	3	2
108	в этих	3	2
109	с этой	2	2
110	можно сказать	4	2
111	что на	2	2
112	ни в	5	2
113	возникает в	2	2
114	и как	3	2
115	своей жизни	2	2
116	и мы	2	2
117	на язык	3	2
118	с ее	4	2
119	на этой	3	2
120	могут быть	3	2
121	и других	2	2
122	к себе	3	2
123	говорить о	2	2
124	но ведь	2	2
125	мира и	3	2
126	в одном	3	2
127	и теперь	3	2
128	у него	2	2
129	отнюдь не	4	2
130	этом смысле	3	2
131	нет никаких	2	2
132	ту сторону	5	2
133	с их	3	2
134	в один	4	2
135	за пределы	2	2
136	в его	4	2
137	нет и	2	2
138	что и	2	2
139	ее в	2	2
140	по ту	4	2
141	во всех	3	2
142	находится в	2	2
143	и для	2	2
144	на протяжении	2	2
145	и вообще	2	2
146	ту же	2	2
147	жизни человека	4	2
