N	2gram	Bakhtin_Pr_3	EvropaiE
1	и в	53	37
2	точки зрения	4	23
3	что в	2	21
4	не только	4	18
5	с точки	2	17
6	в то	5	16
7	хотя бы	2	15
8	то же	6	15
9	же время	5	14
10	но и	7	14
11	и не	15	14
12	но в	5	14
13	в этом	8	12
14	в их	2	11
15	в том	14	11
16	в области	3	11
17	так и	6	10
18	прежде всего	15	9
19	в смысле	2	9
20	не может	2	9
21	в себе	5	9
22	только в	4	9
23	в ее	3	8
24	было бы	5	8
25	в своей	3	8
26	между тем	2	8
27	как и	11	7
28	по своему	6	7
29	а также	4	7
30	с другой	2	7
31	также и	4	7
32	так как	7	7
33	вовсе не	3	6
34	том что	5	6
35	может быть	12	6
36	как бы	14	6
37	то что	9	6
38	во всех	12	6
39	и даже	2	6
40	и на	18	6
41	то есть	48	6
42	не в	2	5
43	но не	5	5
44	одной из	4	5
45	как мы	5	5
46	в той	2	5
47	и по	3	5
48	и потому	5	5
49	именно в	2	4
50	можно сказать	8	4
51	несмотря на	2	4
52	в самом	2	4
53	в ней	7	4
54	мы не	4	4
55	сказать что	10	4
56	тем более	2	4
57	как это	2	4
58	место в	2	3
59	и к	5	3
60	никогда не	2	3
61	жизни в	3	3
62	в них	2	3
63	и от	3	3
64	в известной	2	3
65	мы видели	2	3
66	мы можем	5	3
67	того же	2	3
68	из них	4	3
69	и тем	2	3
70	что и	3	3
71	говорит о	2	3
72	ее в	3	3
73	как в	7	3
74	и для	4	3
75	и прежде	6	3
76	в таком	2	3
77	потому что	5	3
78	тем что	2	3
79	во все	5	3
80	о том	2	3
81	большинстве случаев	4	3
82	мира и	2	3
83	отметить что	2	3
84	он сам	4	2
85	и более	2	2
86	а не	11	2
87	в этих	5	2
88	еще более	5	2
89	сравнению с	4	2
90	по сравнению	4	2
91	и во	4	2
92	с этим	2	2
93	в большинстве	4	2
94	и все	10	2
95	главным образом	3	2
96	xviii и	2	2
97	для понимания	2	2
98	влияние на	12	2
99	есть в	3	2
100	между ними	2	2
101	или по	3	2
102	что это	2	2
103	и если	3	2
104	и xix	2	2
105	меньшей степени	2	2
106	на язык	4	2
107	он не	3	2
108	в его	8	2
109	в развитии	3	2
110	и отчасти	2	2
111	в мире	5	2
112	жизни и	9	2
113	в некоторых	4	2
114	наряду с	5	2
115	вместе с	2	2
116	во всей	4	2
117	а в	2	2
118	таким образом	6	2
119	начиная с	3	2
120	и других	9	2
121	и наконец	2	2
122	во многом	2	2
123	с другими	3	2
124	на основе	2	2
125	мы видим	2	2
126	в своих	2	2
127	с большой	2	2
128	и с	6	2
129	хотя и	4	2
130	могут быть	4	2
131	по своей	9	2
132	в истории	3	2
133	как будто	2	2
134	мы должны	4	2
135	далеко не	2	2
136	в европейской	2	2
137	в эту	3	2
