N	2gram	Medvedev_F_2	Problema
1	в его	10	43
2	и не	20	42
3	и в	38	38
4	не может	14	27
5	может быть	23	26
6	как бы	4	22
7	в художественном	2	20
8	отнюдь не	8	19
9	и с	9	17
10	и его	21	16
11	в нем	13	15
12	в этом	27	15
13	и т	14	14
14	независимо от	4	13
15	прежде всего	15	13
16	только в	6	13
17	т п	9	13
18	в искусстве	2	12
19	в единстве	2	12
20	но не	2	12
21	ни в	2	11
22	художественного произведения	6	11
23	во всех	5	11
24	и для	5	11
25	в области	3	11
26	к нему	3	10
27	отношение к	2	10
28	в их	6	10
29	таким образом	20	10
30	не входит	3	10
31	в поэзии	12	9
32	но и	13	9
33	не имеет	2	9
34	его в	3	9
35	не только	9	9
36	место в	3	8
37	в том	11	8
38	и как	3	8
39	и др	3	8
40	точки зрения	8	8
41	произведения как	2	8
42	было бы	6	8
43	для нее	2	8
44	то что	6	8
45	входит в	4	8
46	художественное произведение	2	8
47	слова в	3	7
48	что в	7	7
49	с другой	3	7
50	с помощью	10	7
51	не в	15	7
52	в самом	16	7
53	между тем	2	7
54	отметить что	2	7
55	как и	9	7
56	совершенно не	4	7
57	в своей	7	7
58	как мы	7	7
59	в плане	2	7
60	в пределах	12	6
61	не к	2	6
62	и наконец	4	6
63	а в	6	6
64	не есть	3	6
65	все же	8	6
66	самом деле	8	6
67	с точки	7	6
68	и этим	2	6
69	там где	4	6
70	ничего не	4	6
71	то же	6	5
72	это не	2	5
73	формы и	2	5
74	высшей степени	4	5
75	при этом	9	5
76	никогда не	2	5
77	все эти	6	5
78	должно быть	2	5
79	в основе	5	5
80	с ним	2	5
81	произведения в	2	5
82	в высшей	4	5
83	и о	2	5
84	в большинстве	4	5
85	так и	8	5
86	и прежде	3	5
87	в отличие	2	5
88	большинстве случаев	3	5
89	а не	6	5
90	могут быть	6	5
91	отличие от	2	5
92	должна быть	5	4
93	на самом	3	4
94	лишь как	4	4
95	в ней	6	4
96	известной степени	4	4
97	в виду	2	4
98	другой стороны	4	4
99	и только	5	4
100	в других	7	4
101	от всех	2	4
102	с ними	2	4
103	сказать что	2	4
104	в то	5	4
105	но в	4	4
106	значение слова	2	4
107	в ее	2	4
108	произведение как	2	4
109	как в	4	4
110	тем самым	2	4
111	что не	4	4
112	между ними	2	4
113	хотя бы	6	4
114	более того	5	4
115	здесь не	4	4
116	к действительности	3	3
117	то ни	2	3
118	и от	2	3
119	в тех	2	3
120	его как	2	3
121	в известной	2	3
122	в дальнейшем	4	3
123	но это	2	3
124	же время	5	3
125	кроме того	2	3
126	например в	3	3
127	хотя и	3	3
128	не является	3	3
129	и тем	2	3
130	как такового	6	3
131	в целом	3	3
132	все это	3	3
133	они не	4	3
134	применении к	2	3
135	есть лишь	2	3
136	и даже	4	3
137	и на	3	3
138	языка в	9	3
139	в применении	2	3
140	и должно	5	3
141	формальный метод	10	3
142	а как	3	3
143	если бы	5	3
144	и все	3	3
145	этом смысле	2	3
146	на фоне	4	3
147	и к	4	3
148	поэтического произведения	8	3
149	как его	2	3
150	том что	2	3
151	говорить о	5	3
152	от него	2	3
153	мы в	2	3
154	он не	6	3
155	на почве	9	3
156	оно не	4	3
157	приводит к	2	3
158	менее всего	3	3
159	в слове	5	3
160	в таком	2	3
161	с другими	10	3
162	вопроса о	2	3
163	слова и	7	3
164	и это	2	3
165	едва ли	2	3
166	на этом	2	2
167	а лишь	3	2
168	и смысла	3	2
169	не могут	7	2
170	и другие	2	2
171	в этих	2	2
172	материала и	4	2
173	в какой	3	2
174	столь же	2	2
175	первый план	2	2
176	была бы	3	2
177	для понимания	6	2
178	а только	2	2
179	как таковой	3	2
180	что оно	4	2
181	основных понятий	3	2
182	в значительной	3	2
183	в каких	2	2
184	и пр	21	2
185	в работах	2	2
186	что это	3	2
187	дело идет	4	2
188	совпадает с	2	2
189	какой мере	2	2
190	но совершенно	2	2
191	в котором	2	2
192	центр тяжести	2	2
193	задачи и	3	2
194	как к	3	2
195	в связи	10	2
196	в особенности	4	2
197	особенно в	3	2
198	не было	6	2
199	этом отношении	7	2
200	и других	2	2
201	лишь в	7	2
202	произведения и	3	2
203	того что	3	2
204	есть только	2	2
205	его не	2	2
206	языка но	2	2
207	и здесь	3	2
208	не следует	4	2
209	материал и	3	2
210	к его	2	2
211	но как	2	2
212	быть конечно	2	2
213	в истории	6	2
214	того или	4	2
215	материал как	2	2
216	подхода к	2	2
217	как это	2	2
218	слово в	2	2
219	с его	11	2
220	и более	2	2
221	следует что	3	2
222	русский формальный	2	2
223	раз и	4	2
224	к этому	4	2
225	вовсе не	11	2
226	или иного	5	2
227	на первый	2	2
228	языка как	11	2
229	что он	5	2
230	по существу	7	2
231	а к	2	2
232	связи с	13	2
233	она не	2	2
234	в корне	7	2
235	ни одна	2	2
236	в некоторых	4	2
237	относится и	2	2
238	можно и	3	2
239	что и	8	2
240	лишь для	4	2
241	язык в	2	2
242	можно говорить	2	2
243	того чтобы	3	2
244	для того	3	2
245	слово и	2	2
246	или в	3	2
247	тем что	8	2
248	и ее	6	2
249	без всякой	3	2
250	что эта	2	2
251	в чем	2	2
252	не могли	2	2
253	понятий и	3	2
254	место и	2	2
