N	2gram	Losev_Vlad_2	Tvorches
1	у достоевского	2	28
2	и в	30	21
3	как бы	5	17
4	в то	9	15
5	в его	11	13
6	то же	4	13
7	что в	12	12
8	как и	5	12
9	же время	3	12
10	то есть	7	12
11	с его	4	11
12	том что	12	11
13	м м	4	11
14	все это	5	10
15	как в	3	8
16	он не	4	8
17	то что	20	8
18	у него	19	7
19	в свою	3	7
20	в том	18	7
21	при этом	5	7
22	не только	12	7
23	и не	18	7
24	в году	24	7
25	и на	4	7
26	но в	8	7
27	он сам	2	6
28	что он	13	6
29	жизни в	2	6
30	и все	7	6
31	не менее	7	6
32	для него	9	6
33	в котором	5	6
34	а в	11	6
35	и его	6	6
36	в этом	20	6
37	о том	4	6
38	м с	9	5
39	вовсе не	4	5
40	а не	7	5
41	но это	4	5
42	может быть	7	5
43	в этой	4	5
44	все же	9	5
45	таким образом	3	5
46	хотя бы	3	5
47	в своих	2	5
48	потому что	9	5
49	как будто	2	5
50	только в	6	5
51	в своем	8	4
52	прежде всего	6	4
53	и как	3	4
54	в целом	4	4
55	в петербурге	2	4
56	в своей	5	4
57	мысли и	2	4
58	не может	9	4
59	это не	2	4
60	и от	2	4
61	в основном	5	4
62	на эту	2	4
63	уже в	3	3
64	никогда не	7	3
65	я не	4	3
66	это в	3	3
67	с ним	5	3
68	не был	2	3
69	в дальнейшем	5	3
70	что я	3	3
71	но не	3	3
72	на его	4	3
73	в самом	2	3
74	той же	4	3
75	даже в	2	3
76	этой книги	2	3
77	в нем	4	3
78	жизни и	6	3
79	время в	4	3
80	но и	8	3
81	в их	2	3
82	уже не	3	3
83	на земле	2	3
84	там же	12	3
85	того что	5	3
86	и даже	10	3
87	и по	2	3
88	так же	4	3
89	в которой	4	3
90	и с	14	3
91	хотя и	6	3
92	в виде	3	3
93	в россии	3	3
94	приходит к	2	3
95	дело в	3	3
96	так как	5	3
97	я и	2	3
98	стремится к	2	3
99	а что	2	2
100	в частности	2	2
101	однако в	2	2
102	в этих	4	2
103	т ii	3	2
104	не столько	3	2
105	по крайней	4	2
106	точно так	3	2
107	к этому	6	2
108	в с	10	2
109	можно сказать	4	2
110	что и	3	2
111	с которым	2	2
112	крайней мере	4	2
113	что его	4	2
114	об этом	6	2
115	так что	5	2
116	не в	9	2
117	то в	5	2
118	того же	5	2
119	до конца	7	2
120	тот же	5	2
121	к тому	2	2
122	не могу	2	2
123	в ней	4	2
124	же и	2	2
125	к ней	3	2
126	гораздо более	2	2
127	тем не	6	2
128	людей в	2	2
129	еще в	2	2
130	во второй	2	2
131	вместе с	8	2
132	данном случае	2	2
133	жизни с	2	2
134	так и	5	2
135	но его	2	2
136	в отличие	3	2
137	как к	2	2
138	что для	2	2
139	именно в	4	2
140	еще более	3	2
141	в двух	2	2
142	мы находим	2	2
143	вопросы философии	2	2
144	на первом	2	2
145	здесь мы	3	2
146	не мог	8	2
147	№ с	5	2
148	что не	2	2
149	и наконец	4	2
150	и он	4	2
151	и притом	2	2
152	отличие от	3	2
153	же с	13	2
154	где он	3	2
155	сказать что	11	2
156	но он	3	2
157	это время	4	2
158	в данном	3	2
159	в себе	6	2
160	настоящее время	2	2
161	в чем	2	2
162	не то	3	2
163	в виду	2	2
