N	2gram	Bakhtin_fo_1	KulturaY
1	и т	8	54
2	т п	8	41
3	и в	50	23
4	точки зрения	5	23
5	в том	9	22
6	не только	9	17
7	было бы	2	16
8	в этом	25	16
9	с точки	2	16
10	может быть	11	14
11	что в	5	13
12	в самом	8	13
13	для того	5	12
14	потому что	4	12
15	вопрос о	2	11
16	том что	4	11
17	а не	3	11
18	того что	2	11
19	в его	13	11
20	того чтобы	5	11
21	и не	14	10
22	прежде всего	15	9
23	еще не	5	9
24	хотя бы	2	9
25	таким образом	11	9
26	так как	6	9
27	если бы	5	8
28	лишь в	6	8
29	до сих	3	8
30	сих пор	3	8
31	уже не	2	8
32	в виду	3	8
33	в нашем	2	7
34	с другой	2	7
35	или иной	2	7
36	если мы	2	7
37	слова и	2	7
38	на фоне	3	7
39	те же	2	7
40	речи в	2	7
41	в данном	2	7
42	сказать что	3	7
43	все эти	9	7
44	с тем	3	6
45	по себе	2	6
46	что и	3	6
47	при этом	3	6
48	так и	12	6
49	в их	6	6
50	не может	6	6
51	то же	11	6
52	с помощью	2	6
53	могут быть	5	6
54	связи с	6	6
55	только в	4	6
56	ничего не	9	6
57	не могут	3	5
58	вовсе не	13	5
59	как и	8	5
60	не в	5	5
61	совершенно не	2	5
62	хотя и	3	5
63	как бы	2	5
64	всякого рода	2	5
65	все же	6	5
66	в связи	5	5
67	как мы	14	5
68	а в	3	5
69	также и	2	5
70	тем что	2	5
71	той или	2	5
72	далеко не	2	5
73	в чем	2	5
74	ясно что	2	4
75	один из	3	4
76	а также	2	4
77	для нас	2	4
78	в целом	2	4
79	того же	8	4
80	одной стороны	2	4
81	в сущности	3	4
82	в своей	2	4
83	в ее	6	4
84	то что	6	4
85	как в	6	4
86	как раз	13	4
87	в своем	4	4
88	не было	7	4
89	с одной	3	4
90	в той	4	4
91	что не	3	4
92	в таком	3	4
93	тех же	2	4
94	тогда когда	2	4
95	уже в	2	3
96	но на	4	3
97	сплошь и	2	3
98	отнюдь не	5	3
99	это не	6	3
100	формы и	3	3
101	именно в	3	3
102	есть не	3	3
103	к тому	3	3
104	и к	2	3
105	в отношении	3	3
106	ни в	8	3
107	по существу	12	3
108	но не	5	3
109	в данной	2	3
110	по преимуществу	3	3
111	но для	2	3
112	он не	5	3
113	был бы	3	3
114	отношение к	2	3
115	время в	6	3
116	в процессе	4	3
117	но и	8	3
118	по отношению	3	3
119	связь между	2	3
120	тому же	2	3
121	мы находим	2	3
122	мы не	3	3
123	они не	3	3
124	в ней	4	3
125	не имеет	4	3
126	и с	4	3
127	той же	2	3
128	всего этого	2	3
129	в которых	2	3
130	нас в	3	3
131	в результате	6	3
132	в каком	2	3
133	в то	9	3
134	мы должны	2	3
135	там где	2	3
136	так сказать	7	2
137	том числе	4	2
138	все это	4	2
139	но все	5	2
140	в частности	6	2
141	точку зрения	2	2
142	не как	2	2
143	одного и	5	2
144	раз и	2	2
145	в одном	3	2
146	на материале	2	2
147	что все	2	2
148	в условиях	7	2
149	совершенно иной	3	2
150	и того	6	2
151	и как	10	2
152	в дальнейшем	6	2
153	на минуту	2	2
154	в различных	2	2
155	чем в	2	2
156	равно как	2	2
157	смысле слова	2	2
158	кроме того	4	2
159	в качестве	3	2
160	конечно не	4	2
161	к другому	2	2
162	не о	2	2
163	в котором	4	2
164	его в	3	2
165	отношению к	5	2
166	в пределах	5	2
167	в некоторых	2	2
168	вместе с	3	2
169	значение в	5	2
170	в отличие	2	2
171	в особенности	9	2
172	еще более	3	2
173	так же	6	2
174	на себя	2	2
175	с другими	3	2
176	не знает	3	2
177	во всяком	3	2
178	что мы	2	2
179	еще и	2	2
180	как он	2	2
181	в этих	3	2
182	здесь не	4	2
183	здесь как	2	2
184	подхода к	3	2
185	отличие от	2	2
186	но в	10	2
187	имеет в	2	2
