N	3gram	Vygotskiy__7	Formalny
1	с точки зрения	21	14
2	не может быть	4	14
3	на самом деле	2	12
4	в данном случае	5	4
5	в самом деле	4	4
6	в большинстве случаев	2	4
7	в направлении к	2	4
8	для того чтобы	18	4
9	то же самое	5	3
10	в этом отношении	3	3
11	вместе с тем	4	3
12	в том что	13	3
13	по отношению к	5	3
14	потому что он	2	3
15	точки зрения самого	2	2
16	смысле этого слова	3	2
17	мы не можем	3	2
18	слова и его	4	2
19	к тому что	6	2
20	нет и не	2	2
21	тем не менее	3	2
22	в отличие от	2	2
23	не только не	9	2
24	и тем же	2	2
25	как мы видели	3	2
26	одним и тем	2	2
