N	2gram	Trubetskoy_1	Myshleni
1	в том	30	33
2	том что	19	27
3	точки зрения	13	26
4	то что	18	20
5	в этом	12	19
6	с точки	8	18
7	того что	6	17
8	и в	23	15
9	не только	7	15
10	что в	8	14
11	таким образом	31	14
12	что он	7	12
13	того чтобы	8	12
14	и т.д	4	12
15	в самом	8	11
16	в процессе	2	11
17	в целом	5	10
18	но и	9	10
19	было бы	3	10
20	для того	8	10
21	мы можем	6	10
22	в своем	10	9
23	может быть	16	9
24	не может	17	9
25	что мы	4	9
26	о том	7	9
27	в сущности	2	9
28	связи с	4	9
29	так и	10	8
30	никогда не	4	8
31	не в	8	8
32	заключается в	2	8
33	и что	8	8
34	если бы	8	8
35	к тому	8	7
36	мы знаем	10	7
37	одной стороны	2	7
38	с одной	3	7
39	и не	8	7
40	потому что	9	7
41	как бы	10	7
42	тот же	3	7
43	он не	3	7
44	во всяком	2	7
45	что это	5	6
46	в частности	2	6
47	точку зрения	2	6
48	как мы	2	6
49	в этой	6	6
50	мы уже	4	6
51	в виду	2	6
52	на то	9	6
53	мы видели	2	6
54	по отношению	9	6
55	в связи	3	6
56	с другой	6	6
57	в истории	3	6
58	мы должны	4	6
59	но в	4	6
60	по этому	2	6
61	вовсе не	2	6
62	и к	5	6
63	как и	9	6
64	по своей	7	6
65	как известно	3	6
66	вместе с	6	6
67	если мы	4	6
68	самом деле	12	6
69	всяком случае	2	6
70	что эта	4	6
71	это не	3	5
72	представление о	3	5
73	вопрос о	3	5
74	что с	5	5
75	и их	5	5
76	друг друга	2	5
77	сравнению с	5	5
78	тогда когда	3	5
79	по существу	6	5
80	все что	9	5
81	отношению к	9	5
82	по сравнению	5	5
83	то же	4	5
84	этот вопрос	2	5
85	на вопрос	4	4
86	независимо от	2	4
87	прежде всего	3	4
88	из этих	8	4
89	что все	5	4
90	в пользу	5	4
91	для нас	3	4
92	несмотря на	6	4
93	том чтобы	2	4
94	все это	11	4
95	в них	2	4
96	в совершенно	3	4
97	поэтому что	4	4
98	что оно	3	4
99	так же	8	4
100	а в	3	4
101	их в	2	4
102	и с	5	4
103	в начале	2	4
104	при помощи	3	4
105	так как	7	4
106	признать что	3	4
107	к этому	5	4
108	все же	13	4
109	даже в	3	4
110	что его	4	4
111	а с	4	4
112	из того	4	4
113	хотя бы	4	4
114	с в	3	4
115	только в	6	4
116	в которой	5	4
117	в эту	2	4
118	мы будем	3	3
119	но на	2	3
120	для этого	7	3
121	что у	2	3
122	что они	2	3
123	очевидно что	3	3
124	и сам	2	3
125	для него	2	3
126	при этом	9	3
127	в общем	6	3
128	из двух	2	3
129	из них	5	3
130	и до	3	3
131	данном случае	3	3
132	и только	2	3
133	что для	4	3
134	все эти	19	3
135	те же	2	3
136	в самой	2	3
137	они не	2	3
138	лишь в	5	3
139	и по	3	3
140	гораздо менее	2	3
141	что как	4	3
142	в которых	2	3
143	в результате	9	3
144	в основе	2	3
145	рассматриваться как	3	3
146	с ним	6	3
147	ничем не	4	3
148	и все	7	3
149	это представление	3	3
150	и особенно	2	3
151	с этим	11	3
152	таким же	3	3
153	о которых	6	3
154	тем более	3	3
155	но не	2	3
156	того же	9	3
157	что при	6	3
158	для себя	2	3
159	только что	3	3
160	на самом	7	3
161	тем самым	3	3
162	из которых	4	3
163	в данном	3	3
164	и ее	2	3
165	этого слова	2	3
166	и это	3	3
167	отличие от	3	3
168	чем в	3	2
169	не могут	4	2
170	же как	3	2
171	что если	3	2
172	в этих	3	2
173	столь же	5	2
174	с этой	3	2
175	на все	5	2
176	в такой	4	2
177	как при	2	2
178	но все	5	2
179	это есть	4	2
180	и более	2	2
181	как у	3	2
182	только тогда	2	2
183	друг с	9	2
184	образом как	2	2
185	в котором	2	2
186	с ее	2	2
187	на этой	2	2
188	на том	2	2
189	от того	3	2
190	в их	4	2
191	целый ряд	4	2
192	и других	2	2
193	должно быть	4	2
194	понимают друг	2	2
195	но для	2	2
196	в отдельных	2	2
197	но если	2	2
198	говорить о	2	2
199	также и	2	2
200	во всем	3	2
201	которые не	3	2
202	говорили выше	5	2
203	уже и	3	2
204	у него	5	2
205	отнюдь не	2	2
206	другой вид	2	2
207	следует что	2	2
208	он должен	2	2
209	этих двух	2	2
210	именно в	5	2
211	из всех	5	2
212	друг от	6	2
213	и из	2	2
214	от друга	6	2
215	общего с	2	2
216	в один	2	2
217	иначе говоря	4	2
218	на одном	2	2
219	том же	4	2
220	в его	5	2
221	что и	7	2
222	во всех	10	2
223	или менее	7	2
224	что же	2	2
225	и для	6	2
226	в течение	4	2
227	но с	2	2
228	в себя	2	2
229	это обстоятельство	2	2
230	в силу	7	2
231	которой мы	2	2
232	у них	6	2
233	не понимают	2	2
234	в себе	5	2
235	своем развитии	3	2
236	в другом	2	2
237	и вообще	3	2
238	ту же	2	2
239	с другом	9	2
240	психологии в	2	2
241	не потому	2	2
242	более или	7	2
243	не то	3	2
