N	2gram	Ircho_Kome_3	Vladivir
1	и в	22	40
2	то что	4	28
3	и не	21	25
4	не только	5	25
5	у него	4	24
6	но и	4	18
7	в том	12	18
8	том что	13	18
9	что в	5	17
10	в этом	8	16
11	так что	6	14
12	в его	8	14
13	не может	3	14
14	точки зрения	4	13
15	вовсе не	4	13
16	в конце	7	12
17	никогда не	3	11
18	таким образом	12	11
19	потому что	10	11
20	о том	8	11
21	едва ли	7	11
22	прежде всего	5	10
23	тем не	3	10
24	ни в	10	10
25	то это	5	10
26	как раз	6	10
27	и его	6	10
28	не менее	5	9
29	и с	4	9
30	в своей	5	9
31	в себе	4	9
32	в своем	8	8
33	в этой	3	8
34	может быть	6	8
35	так же	4	8
36	и что	6	8
37	он не	5	8
38	а также	2	8
39	как мы	2	8
40	а не	4	8
41	к тому	6	7
42	несмотря на	4	7
43	и если	2	7
44	хотя и	5	7
45	а в	7	7
46	в своих	2	7
47	так как	11	7
48	с тем	4	7
49	в то	6	7
50	что и	8	7
51	вместе с	9	7
52	как и	3	7
53	и здесь	4	6
54	и даже	3	6
55	не мог	2	6
56	и на	2	6
57	об этом	7	6
58	не будет	2	6
59	так и	4	6
60	если не	3	6
61	хотя бы	4	6
62	с точки	3	6
63	и это	2	6
64	с другой	4	5
65	тому же	6	5
66	но если	3	5
67	отношения к	2	5
68	в отношении	4	5
69	не было	2	5
70	в ней	4	5
71	тут же	4	5
72	отнюдь не	4	5
73	в одном	2	5
74	что он	8	5
75	можно было	2	5
76	конце концов	2	5
77	тем что	5	5
78	ничего не	3	5
79	тому что	2	4
80	на то	3	4
81	в глаза	3	4
82	до конца	4	4
83	в самом	9	4
84	в котором	2	4
85	от того	2	4
86	она была	2	4
87	не имеет	3	4
88	в результате	2	4
89	как это	5	4
90	и все	2	4
91	не с	2	4
92	по существу	2	4
93	чем в	3	4
94	то время	2	4
95	еще не	6	4
96	было бы	3	4
97	и о	2	4
98	то же	7	4
99	в течение	3	4
100	если мы	2	4
101	все же	4	4
102	но в	5	4
103	по мнению	2	4
104	уже в	2	3
105	в качестве	2	3
106	то ни	3	3
107	это не	2	3
108	само собой	4	3
109	человека и	2	3
110	мы знаем	2	3
111	но все	4	3
112	одной стороны	3	3
113	при этом	7	3
114	как бы	3	3
115	в виду	2	3
116	всяком случае	3	3
117	был бы	2	3
118	в нем	3	3
119	к нему	5	3
120	бы то	2	3
121	в связи	4	3
122	с одной	3	3
123	не так	3	3
124	же самое	3	3
125	нисколько не	3	3
126	если бы	8	3
127	за пределы	2	3
128	даже не	3	3
129	того чтобы	6	3
130	не в	4	3
131	и для	4	3
132	в таком	2	3
133	во всяком	3	3
134	далеко не	3	3
135	здесь не	2	3
136	отличие от	2	3
137	он понимает	2	2
138	не могут	2	2
139	в какой	3	2
140	с этой	3	2
141	для понимания	2	2
142	к своему	2	2
143	он был	4	2
144	что его	5	2
145	же время	5	2
146	должен был	4	2
147	не о	3	2
148	так или	2	2
149	не является	4	2
150	здесь нет	4	2
151	в целом	3	2
152	понимает что	2	2
153	что она	4	2
154	могло быть	2	2
155	в их	2	2
156	который в	3	2
157	другой стороны	2	2
158	в изображении	2	2
159	друг друга	4	2
160	время как	2	2
161	этом отношении	2	2
162	больше чем	2	2
163	можно предполагать	2	2
164	что касается	2	2
165	себе в	3	2
166	и еще	3	2
167	в начале	3	2
168	что мы	2	2
169	его в	8	2
170	нет ничего	2	2
171	бы в	4	2
172	к этой	2	2
173	нет ни	2	2
174	с его	3	2
175	а о	2	2
176	здесь и	2	2
177	не как	2	2
178	с этим	3	2
179	к этому	6	2
180	стороны и	2	2
181	и к	3	2
182	не хочет	5	2
183	в силу	2	2
184	того же	6	2
185	она не	2	2
186	из них	5	2
187	одной из	3	2
188	совершенно не	2	2
189	наряду с	2	2
190	в сущности	2	2
191	со стороны	11	2
192	в мире	2	2
193	из этого	2	2
194	на него	4	2
195	и речи	4	2
196	только что	7	2
197	при всем	2	2
198	он называет	2	2
199	для того	6	2
200	хочет быть	2	2
201	роль в	2	2
202	мы не	2	2
203	или иначе	2	2
204	собой разумеется	2	2
205	на себя	4	2
206	в другом	2	2
207	связи с	5	2
208	что эта	2	2
209	в которой	3	2
