N	2gram	Bakhtin_Pr_1	KulturaY
1	и т	14	39
2	т п	13	24
3	и в	38	23
4	не только	9	20
5	в том	8	19
6	в этом	15	18
7	и не	42	16
8	ни к	2	15
9	было бы	8	15
10	может быть	26	15
11	точки зрения	8	14
12	если бы	3	12
13	у нас	2	12
14	в самом	7	12
15	все эти	5	12
16	том что	3	11
17	того чтобы	2	11
18	в области	11	11
19	но в	4	11
20	что в	7	10
21	а не	5	10
22	вовсе не	2	9
23	то что	8	9
24	самом деле	6	9
25	для того	2	9
26	хотя бы	4	9
27	можно было	4	9
28	не может	27	9
29	с другой	7	8
30	прежде всего	13	8
31	не в	7	8
32	и что	2	8
33	и пр	2	8
34	с точки	6	8
35	что это	2	7
36	не менее	4	7
37	в нашем	4	7
38	все же	6	7
39	но и	9	7
40	другой стороны	4	7
41	с помощью	7	7
42	и с	17	7
43	слова в	7	6
44	это не	5	6
45	да и	3	6
46	но не	12	6
47	что не	4	6
48	тем не	3	6
49	вопроса о	3	6
50	то же	5	6
51	между тем	7	6
52	и на	3	6
53	я не	2	5
54	не могут	2	5
55	должна быть	4	5
56	что все	2	5
57	этом смысле	3	5
58	ясно что	3	5
59	что он	2	5
60	по существу	2	5
61	еще не	7	5
62	несмотря на	3	5
63	в его	43	5
64	должен быть	2	5
65	и тем	3	5
66	слова и	3	5
67	приводит к	3	5
68	все это	3	5
69	таким образом	10	5
70	там где	6	5
71	лишь в	2	5
72	как это	2	5
73	не следует	2	5
74	и здесь	2	5
75	только в	13	5
76	также и	3	5
77	мы имеем	2	5
78	была бы	2	4
79	отнюдь не	19	4
80	в них	5	4
81	к этому	2	4
82	на то	2	4
83	можно сказать	2	4
84	ни в	11	4
85	должно быть	5	4
86	в нашей	2	4
87	в пределах	6	4
88	или в	2	4
89	хотя и	3	4
90	как бы	22	4
91	в нем	15	4
92	в связи	2	4
93	не было	2	4
94	этой области	2	4
95	и о	5	4
96	не имеет	9	4
97	в данном	4	4
98	сказать что	4	4
99	могут быть	5	4
100	говорить о	3	4
101	в то	4	4
102	в особенности	2	4
103	ничего не	6	4
104	так и	5	4
105	чем в	2	3
106	на этом	2	3
107	или иное	2	3
108	на фоне	3	3
109	же время	3	3
110	что оно	2	3
111	а только	2	3
112	о которых	2	3
113	но это	3	3
114	лучшем случае	2	3
115	совершенно не	7	3
116	связи с	2	3
117	в ней	4	3
118	он не	3	3
119	что и	2	3
120	не все	2	3
121	как в	4	3
122	отличается от	2	3
123	в форме	4	3
124	этом отношении	2	3
125	не знает	3	3
126	как мы	7	3
127	того что	2	3
128	из которых	2	3
129	то или	2	3
130	следует что	2	3
131	а в	6	3
132	и его	16	3
133	в лучшем	2	3
134	языка но	2	3
135	слова не	3	3
136	тем что	2	3
137	языка в	3	3
138	в таких	2	3
139	и это	3	3
140	здесь не	4	3
141	в виду	4	3
142	мы будем	3	2
143	и более	2	2
144	себе не	2	2
145	и есть	2	2
146	в частности	2	2
147	никогда не	5	2
148	о котором	2	2
149	оно не	3	2
150	и от	3	2
151	и все	3	2
152	но здесь	3	2
153	не всегда	6	2
154	или иного	2	2
155	языка как	2	2
156	конечном счете	4	2
157	но зато	2	2
158	в самой	2	2
159	узком смысле	2	2
160	в другом	2	2
161	и потому	4	2
162	с одной	3	2
163	не слова	2	2
164	смысле слова	2	2
165	не более	2	2
166	в свою	2	2
167	она не	2	2
168	при этом	5	2
169	по поводу	2	2
170	язык в	2	2
171	мы в	3	2
172	конечно не	5	2
173	того или	2	2
174	в конечном	4	2
175	и даже	3	2
176	к нему	10	2
177	в своей	7	2
178	в современной	2	2
179	все они	5	2
180	данном случае	4	2
181	в их	10	2
182	но можно	2	2
183	в своем	5	2
184	не на	5	2
185	в отличие	5	2
186	о значении	4	2
187	и для	11	2
188	которых мы	4	2
189	на самом	4	2
190	как и	7	2
191	здесь мы	2	2
192	можно говорить	2	2
193	тем самым	4	2
194	должны быть	4	2
195	и у	2	2
196	дает нам	2	2
197	в корне	2	2
198	рядом с	5	2
199	с ними	4	2
200	конечно и	4	2
201	быть только	5	2
202	нуждается в	2	2
203	в своих	2	2
204	и вообще	2	2
205	мы должны	2	2
206	в иных	3	2
207	что эта	2	2
208	большинстве случаев	5	2
209	отличие от	5	2
210	отношения к	6	2
211	только как	6	2
212	говорить и	2	2
