N	2gram	Bakhtin_Fr_8	Istorich
1	и в	56	28
2	может быть	3	25
3	не может	2	15
4	а не	2	15
5	никогда не	5	14
6	что в	5	12
7	то же	11	12
8	не только	8	12
9	мы видим	6	11
10	только в	9	11
11	что он	2	10
12	все же	2	10
13	прежде всего	6	10
14	но и	9	10
15	мы не	2	10
16	видим что	2	9
17	в том	13	9
18	о том	4	9
19	то что	3	9
20	и не	9	9
21	не в	3	9
22	так и	13	9
23	что это	4	8
24	если бы	2	8
25	таким образом	17	8
26	в этом	14	8
27	но в	6	8
28	в этих	11	7
29	это не	2	7
30	том что	8	7
31	здесь мы	3	7
32	еще не	10	7
33	было бы	2	7
34	в ней	4	7
35	и др	8	7
36	а в	2	7
37	так же	2	7
38	и здесь	3	7
39	с другой	2	6
40	так например	2	6
41	что и	3	6
42	когда он	2	6
43	в этой	6	6
44	его в	2	6
45	так как	4	6
46	вместе с	2	6
47	в одном	2	5
48	что они	2	5
49	более или	2	5
50	но не	5	5
51	до сих	8	5
52	например в	4	5
53	в качестве	4	5
54	что она	2	5
55	дело не	2	5
56	сих пор	8	5
57	или менее	2	5
58	другой стороны	2	5
59	в своем	3	5
60	их в	4	5
61	сказать что	3	5
62	в его	18	5
63	к которому	3	5
64	все это	8	4
65	с тем	2	4
66	связи с	6	4
67	и другие	5	4
68	там где	3	4
69	в пределах	5	4
70	так что	3	4
71	но это	2	4
72	в большинстве	7	4
73	одной стороны	2	4
74	даже в	4	4
75	один из	5	4
76	связь с	3	4
77	в связи	3	4
78	с одной	4	4
79	как и	5	4
80	и даже	8	4
81	и для	2	4
82	и с	8	4
83	и на	7	4
84	к ним	2	4
85	потому что	6	4
86	в основе	4	4
87	они не	5	4
88	все эти	15	4
89	большинстве случаев	6	4
90	видели что	3	3
91	во время	5	3
92	не как	2	3
93	в образе	3	3
94	перед нами	3	3
95	и эти	2	3
96	на котором	2	3
97	при этом	4	3
98	то время	2	3
99	и их	8	3
100	в котором	2	3
101	из них	2	3
102	того как	2	3
103	в форме	3	3
104	в их	3	3
105	уже не	3	3
106	и его	12	3
107	не просто	3	3
108	как мы	7	3
109	из которых	2	3
110	также и	2	3
111	очень много	2	3
112	в другом	3	3
113	во всем	4	3
114	в то	12	3
115	на эту	3	3
116	дело в	2	3
117	всех этих	3	2
118	в частности	7	2
119	к этому	2	2
120	можно видеть	3	2
121	или меньшей	3	2
122	так часто	2	2
123	и потому	4	2
124	между ними	2	2
125	вовсе не	6	2
126	значение и	2	2
127	здесь в	3	2
128	ни было	2	2
129	его как	2	2
130	в ее	6	2
131	то ни	2	2
132	мы видели	5	2
133	и как	2	2
134	из всех	2	2
135	этот момент	2	2
136	по своей	4	2
137	одна из	4	2
138	большей или	3	2
139	для него	2	2
140	в действительности	2	2
141	одной из	3	2
142	с ним	2	2
143	как бы	11	2
144	в таких	3	2
145	связи и	3	2
146	был бы	3	2
147	точка зрения	2	2
148	в нем	8	2
149	говорит о	2	2
150	бы то	2	2
151	во всех	8	2
152	в некоторых	3	2
153	конечно не	4	2
154	в ту	4	2
155	во всей	2	2
156	как раз	2	2
157	не на	3	2
158	в особенности	4	2
159	он не	5	2
160	в виде	2	2
161	хотя он	2	2
162	в эпоху	10	2
163	еще и	3	2
164	на них	3	2
165	одним из	5	2
166	между тем	3	2
167	в себе	4	2
168	бы в	3	2
169	еще один	2	2
170	в свете	4	2
171	в области	5	2
