N	2gram	Berdyaev_N_1	FransuaR
1	и в	16	56
2	все эти	2	15
3	в этом	7	14
4	в том	8	13
5	так и	2	13
6	в то	2	12
7	и т.п	2	11
8	в них	4	11
9	еще не	3	10
10	в эпоху	9	10
11	но и	3	9
12	и не	11	9
13	том что	2	8
14	по своему	4	8
15	не только	5	8
16	в нем	5	8
17	во всех	3	8
18	все это	5	8
19	и даже	2	8
20	и с	2	8
21	у него	2	7
22	и на	2	7
23	все они	2	6
24	прежде всего	4	6
25	в ее	3	6
26	эпохи и	4	6
27	потому что	4	6
28	и все	4	6
29	связаны с	2	6
30	но в	2	6
31	но не	2	5
32	с его	6	5
33	никогда не	6	5
34	с ее	5	5
35	как и	7	5
36	он не	8	5
37	что в	9	5
38	не было	4	5
39	роль в	2	5
40	такой же	2	5
41	что все	2	4
42	времени и	2	4
43	в духе	3	4
44	в себе	2	4
45	и к	5	4
46	конечно не	3	4
47	за пределы	3	4
48	в ней	5	4
49	и потому	4	4
50	с одной	2	4
51	того чтобы	2	4
52	в основе	3	4
53	о том	4	4
54	одна из	2	4
55	может быть	7	3
56	то что	4	3
57	уже не	2	3
58	времени в	2	3
59	не в	6	3
60	сказать что	3	3
61	в средние	3	2
62	с другой	3	2
63	это не	4	2
64	средние века	7	2
65	человека и	3	2
66	новое время	4	2
67	ни в	6	2
68	но это	6	2
69	совсем не	12	2
70	с их	2	2
71	одной стороны	2	2
72	а в	2	2
73	в центре	2	2
74	к ним	3	2
75	хотя и	2	2
76	в своей	3	2
77	в мире	3	2
78	вместе с	2	2
79	что она	2	2
80	другой стороны	2	2
81	так же	2	2
82	не может	16	2
83	нового времени	12	2
84	культуры и	7	2
85	а не	17	2
86	и для	4	2
87	мы не	2	2
88	культуры в	5	2
89	мир и	2	2
90	с тем	3	2
91	мира и	2	2
92	не могли	2	2
