N	2gram	Tiupa_Lite_1	Psycholo
1	то что	10	32
2	и в	8	31
3	в том	16	30
4	то есть	6	26
5	что в	3	23
6	может быть	13	22
7	таким образом	3	20
8	при этом	19	19
9	не может	5	17
10	как и	6	16
11	том что	14	16
12	и не	12	16
13	искусства и	5	15
14	точки зрения	6	15
15	только в	8	14
16	а не	16	13
17	не только	24	13
18	в этом	12	12
19	в самом	3	11
20	могут быть	2	11
21	не в	8	11
22	в области	3	11
23	в сущности	2	10
24	художественное произведение	2	10
25	того что	6	10
26	потому что	3	10
27	как в	5	9
28	самом деле	2	9
29	никогда не	4	8
30	произведение искусства	8	8
31	во всяком	3	8
32	что он	5	7
33	и его	4	7
34	тому как	2	7
35	о том	2	7
36	одной стороны	2	6
37	художественного творчества	3	6
38	было бы	2	6
39	из этих	2	6
40	всяком случае	2	6
41	отнюдь не	2	6
42	а в	3	6
43	и даже	3	6
44	в его	7	6
45	и есть	3	5
46	этой точки	3	5
47	не является	2	5
48	все же	4	5
49	х годов	2	5
50	с одной	2	5
51	несмотря на	3	5
52	как бы	7	5
53	в целом	8	5
54	то же	5	5
55	с другой	3	5
56	подобно тому	2	5
57	в то	5	5
58	как будто	2	5
59	к тому	2	4
60	в виду	3	4
61	искусства как	2	4
62	прежде всего	11	4
63	столь же	4	4
64	различие между	2	4
65	в себе	7	4
66	отличие от	5	4
67	что я	2	4
68	одна из	3	4
69	у него	3	4
70	от себя	2	4
71	один из	3	4
72	со стороны	4	4
73	в своих	4	4
74	с этой	5	4
75	в искусстве	2	4
76	между тем	2	4
77	как это	8	4
78	уже в	5	3
79	состоит в	11	3
80	в частности	15	3
81	конечном счете	4	3
82	в своем	11	3
83	та же	2	3
84	должна быть	2	3
85	а потому	2	3
86	тому же	2	3
87	в силу	4	3
88	но не	4	3
89	из его	2	3
90	например в	3	3
91	в этой	4	3
92	в слове	2	3
93	в конечном	5	3
94	не есть	2	3
95	жизни и	3	3
96	в своей	4	3
97	так и	4	3
98	только на	2	3
99	в отличие	5	3
100	мышления и	2	3
101	не было	3	3
102	тем же	3	3
103	той же	3	3
104	роль в	2	3
105	и только	2	3
106	нуждается в	3	3
107	исходя из	3	3
108	эстетическое переживание	2	3
109	в конце	4	3
110	в художественном	4	3
111	но в	3	3
112	в основе	3	2
113	не менее	7	2
114	казалось бы	5	2
115	по этому	2	2
116	будь то	2	2
117	человека и	2	2
118	в жизни	6	2
119	а только	2	2
120	тем не	2	2
121	уже не	7	2
122	представляет собой	4	2
123	в качестве	17	2
124	того же	2	2
125	ту или	2	2
126	по поводу	2	2
127	на один	2	2
128	что такое	2	2
129	том же	3	2
130	далеко не	3	2
131	на почве	2	2
132	даже в	2	2
133	произведения с	2	2
134	и тем	4	2
135	в нем	2	2
136	из них	4	2
137	но и	17	2
138	утверждал что	2	2
139	приводит к	3	2
140	как раз	4	2
141	то и	2	2
142	в связи	4	2
143	этом отношении	2	2
144	в себя	2	2
145	тем самым	5	2
146	с точки	2	2
147	не обладает	2	2
148	что для	2	2
149	одно из	3	2
150	в сознании	2	2
151	и то	2	2
152	ту же	2	2
153	на это	2	2
154	его в	3	2
155	как он	2	2
156	тех же	3	2
157	только то	2	2
158	поэзии и	2	2
