N	2gram	Ircho_Kome_1	FransuaR
1	и в	22	40
2	и его	8	17
3	прежде всего	5	16
4	в этом	3	15
5	не только	10	13
6	и не	8	13
7	в его	5	13
8	что в	6	12
9	вовсе не	2	12
10	как и	9	11
11	но и	11	11
12	в прологе	4	10
13	таким образом	8	10
14	как мы	4	10
15	в них	3	9
16	и все	3	9
17	в сущности	2	9
18	может быть	9	9
19	он не	3	9
20	во время	5	8
21	отношение к	3	8
22	в том	11	8
23	у него	3	8
24	и с	3	8
25	и на	3	8
26	но в	4	8
27	в одном	8	7
28	до нас	5	7
29	то же	6	7
30	к этому	4	6
31	же время	4	6
32	в самом	2	6
33	и других	7	6
34	в то	10	6
35	до конца	2	6
36	здесь и	2	5
37	в году	3	5
38	как раз	3	5
39	в нем	4	5
40	то что	2	5
41	в своих	2	5
42	и во	2	4
43	у нас	3	4
44	том что	12	4
45	здесь в	3	4
46	до сих	2	4
47	было бы	2	4
48	из них	10	4
49	а также	4	4
50	даже в	3	4
51	ни в	6	4
52	один из	5	4
53	сих пор	2	4
54	в их	4	4
55	все это	5	4
56	так в	4	4
57	о том	8	4
58	и о	3	4
59	мы встречаем	5	4
60	и даже	5	4
61	из всех	2	4
62	и здесь	2	4
63	в истории	5	4
64	так как	4	4
65	в области	2	4
66	в частности	3	3
67	он был	2	3
68	мы видели	2	3
69	но это	2	3
70	в начале	3	3
71	в этой	7	3
72	для этого	2	3
73	одна из	2	3
74	еще не	2	3
75	такого рода	6	3
76	еще в	5	3
77	что и	4	3
78	вместе с	2	3
79	так и	5	3
80	как в	5	3
81	по отношению	3	3
82	не может	2	3
83	а в	6	3
84	и как	3	3
85	в более	3	3
86	между тем	5	3
87	тем что	4	3
88	при этом	5	3
89	в себе	2	3
90	в другом	4	3
91	только в	3	3
92	на протяжении	4	3
93	связанные с	2	3
94	в конце	6	3
95	отличие от	2	3
96	в других	2	3
97	не менее	3	2
98	уже в	5	2
99	времени и	2	2
100	еще и	2	2
101	в состоянии	2	2
102	в течение	3	2
103	с другой	5	2
104	одного из	6	2
105	образом в	2	2
106	что он	6	2
107	и вот	4	2
108	мы знаем	2	2
109	для характеристики	2	2
110	все же	3	2
111	на этом	2	2
112	но не	2	2
113	все что	2	2
114	как известно	2	2
115	и сам	3	2
116	в первой	2	2
117	на его	5	2
118	к нему	2	2
119	ни одной	2	2
120	в котором	4	2
121	в эти	2	2
122	раз в	2	2
123	отношению к	3	2
124	в целом	3	2
125	не к	2	2
126	на землю	3	2
127	в форме	2	2
128	который в	2	2
129	его творчество	2	2
130	не раз	2	2
131	этом отношении	3	2
132	именно в	4	2
133	в последних	3	2
134	здесь мы	3	2
135	и у	3	2
136	нас в	2	2
137	потому что	5	2
138	одной из	3	2
139	нового времени	5	2
140	но он	2	2
141	точки зрения	4	2
142	и ее	3	2
143	и еще	3	2
144	которые он	2	2
145	одном из	4	2
146	в которой	6	2
147	того же	2	2
148	по адресу	14	2
149	мы не	3	2
