N	2gram	Bakhtin_Pr_3	Istorich
1	и в	34	24
2	что он	23	21
3	не только	10	21
4	и т	8	17
5	т е	12	16
6	т д	2	16
7	может быть	19	14
8	не может	19	14
9	что в	7	13
10	как в	4	12
11	в этом	16	12
12	но и	12	11
13	это не	5	10
14	у него	4	10
15	том что	3	10
16	а в	5	10
17	и что	5	10
18	с другой	4	9
19	не в	9	9
20	все же	7	9
21	о том	2	9
22	потому что	12	9
23	еще не	4	8
24	что и	5	8
25	все это	16	8
26	другой стороны	3	8
27	то же	14	8
28	а не	9	8
29	так как	4	8
30	один из	2	7
31	в том	3	7
32	мы видели	3	7
33	во всех	2	7
34	то что	11	7
35	вместе с	4	7
36	к нему	14	7
37	таким образом	5	7
38	тем что	4	6
39	всех этих	2	6
40	с этой	2	6
41	как и	18	6
42	так же	8	6
43	но не	4	6
44	мы увидим	2	6
45	в нем	19	6
46	он не	15	6
47	и все	19	6
48	того что	5	6
49	во время	2	6
50	только в	6	6
51	как он	3	6
52	что это	5	6
53	не менее	3	5
54	отношение к	6	5
55	так и	6	5
56	в чем	5	5
57	с ним	8	5
58	ничего не	4	5
59	героя и	9	5
60	там где	7	5
61	но в	16	5
62	на вопрос	4	4
63	никогда не	8	4
64	что у	6	4
65	и говорит	2	4
66	вовсе не	11	4
67	он может	2	4
68	тем не	2	4
69	но все	5	4
70	при этом	4	4
71	мы уже	6	4
72	своего рода	2	4
73	как бы	27	4
74	если не	3	4
75	и не	29	4
76	так в	2	4
77	точки зрения	8	4
78	мы должны	5	4
79	уже в	3	3
80	с его	6	3
81	в другой	2	3
82	обращается к	2	3
83	в них	2	3
84	вступает в	2	3
85	не знаю	2	3
86	вопрос о	2	3
87	так что	5	3
88	что они	6	3
89	него и	2	3
90	кажется что	2	3
91	и если	2	3
92	например в	2	3
93	себе и	5	3
94	его в	4	3
95	когда он	2	3
96	как мы	7	3
97	она в	2	3
98	и наконец	5	3
99	и даже	7	3
100	и он	2	3
101	и его	16	3
102	но это	4	3
103	хотя и	3	3
104	он дает	2	3
105	к себе	17	3
106	от него	6	3
107	которой он	2	3
108	в конце	5	3
109	герой не	2	3
110	что вы	2	2
111	его за	3	2
112	тому что	2	2
113	того же	2	2
114	вообще не	2	2
115	та же	2	2
116	и так	5	2
117	и от	5	2
118	не знал	2	2
119	лежит в	2	2
120	этого не	3	2
121	прежде всего	15	2
122	и ее	2	2
123	в то	12	2
124	мы знаем	2	2
125	ни в	4	2
126	в ее	3	2
127	знаю что	2	2
128	что его	3	2
129	говорит о	2	2
130	кто бы	3	2
131	в форме	2	2
132	тот же	2	2
133	было бы	2	2
134	когда она	2	2
135	здесь и	2	2
136	на его	4	2
137	в самом	8	2
138	но для	3	2
139	к ней	2	2
140	в котором	3	2
141	ее как	3	2
142	на него	7	2
143	по которому	2	2
144	отличается от	2	2
145	уже не	2	2
146	это как	3	2
147	что не	7	2
148	и у	5	2
149	что такое	2	2
150	в которой	2	2
151	друг друга	2	2
152	увидим что	2	2
153	героя но	2	2
154	сказать что	2	2
155	из них	5	2
156	в одной	3	2
157	он в	4	2
158	с этим	2	2
159	но он	3	2
160	и на	6	2
161	сохраняется и	2	2
162	во всем	3	2
163	только на	4	2
164	все эти	4	2
165	и это	4	2
166	конечно не	2	2
167	все его	2	2
