N	2gram	Losev_Dial_2	DiskursI
1	не только	19	28
2	в том	14	23
3	а не	16	22
4	том что	10	19
5	может быть	20	17
6	и в	19	16
7	как и	10	16
8	в этом	8	15
9	еще не	4	14
10	но и	12	14
11	при этом	4	13
12	прежде всего	8	11
13	но не	6	11
14	и не	30	11
15	по своей	4	11
16	с другой	5	10
17	как в	2	10
18	в частности	2	9
19	в нем	10	9
20	не может	9	9
21	с одной	2	9
22	отнюдь не	6	8
23	так и	10	8
24	о том	5	8
25	но в	2	8
26	то же	12	7
27	не было	3	7
28	в себе	15	7
29	только в	5	7
30	не в	8	7
31	в своем	4	6
32	и как	10	6
33	к тому	2	5
34	можно сказать	5	5
35	в силу	5	5
36	как бы	14	5
37	в своей	8	5
38	то что	14	5
39	во всех	2	5
40	а в	4	5
41	в их	2	5
42	в данном	3	5
43	не обязательно	5	4
44	что в	7	4
45	не как	2	4
46	и к	7	4
47	что он	6	4
48	уже не	3	4
49	в истории	2	4
50	же время	5	4
51	связи с	4	4
52	на его	2	4
53	что не	6	4
54	потому что	14	4
55	между тем	2	4
56	могут быть	4	4
57	во мне	4	3
58	перед нами	2	3
59	он мог	2	3
60	это не	10	3
61	в одной	4	3
62	по себе	18	3
63	что и	5	3
64	в ее	4	3
65	в акте	2	3
66	времени и	9	3
67	по своему	5	3
68	различия между	2	3
69	с этим	3	3
70	в самом	5	3
71	той или	4	3
72	себе не	3	3
73	или на	2	3
74	хотя бы	4	3
75	все же	4	3
76	из них	3	3
77	как не	2	3
78	таким образом	4	3
79	именно в	2	3
80	заключается в	4	3
81	того что	6	3
82	должны быть	3	3
83	другой стороны	4	3
84	и даже	14	3
85	в сферу	2	3
86	в своих	2	3
87	сказать что	10	3
88	общения с	3	3
89	тем что	2	3
90	точки зрения	12	3
91	в то	6	3
92	также и	2	3
93	и потому	5	3
94	в противоположность	2	2
95	зависит от	2	2
96	не менее	3	2
97	и есть	4	2
98	никогда не	9	2
99	о котором	3	2
100	в какой	2	2
101	по крайней	9	2
102	и все	12	2
103	в одном	4	2
104	в каждом	2	2
105	однако это	2	2
106	в тех	2	2
107	об этом	3	2
108	крайней мере	9	2
109	есть в	2	2
110	более или	2	2
111	на этом	2	2
112	что с	2	2
113	бы это	3	2
114	своей природе	2	2
115	в сущности	2	2
116	на сцене	2	2
117	будто бы	3	2
118	сами по	3	2
119	например в	2	2
120	говоря уже	2	2
121	силу своей	2	2
122	не есть	47	2
123	с ее	2	2
124	того или	2	2
125	себя в	2	2
126	дело не	2	2
127	или менее	2	2
128	что же	2	2
129	данном случае	2	2
130	за пределы	4	2
131	может и	2	2
132	хотя в	2	2
133	уже в	4	2
134	становления и	3	2
135	как мы	3	2
136	и что	5	2
137	в науке	2	2
138	времени в	2	2
139	и по	4	2
140	и его	5	2
141	или в	2	2
142	во всяком	2	2
143	мы имеем	3	2
144	но как	5	2
145	он всегда	2	2
146	в другом	4	2
147	и вообще	6	2
148	не говоря	2	2
149	же самое	2	2
150	в этой	3	2
151	по этой	2	2
152	уже о	2	2
153	они не	3	2
154	в виду	5	2
155	о чем	3	2
156	это было	3	2
