N	2gram	Losev_Dial_4	Problema
1	и не	30	28
2	не только	8	24
3	только в	7	23
4	в виде	3	22
5	вовсе не	6	21
6	в том	11	20
7	и в	15	20
8	ни в	8	17
9	не просто	7	16
10	все эти	3	16
11	то что	16	15
12	потому что	10	15
13	у нас	3	14
14	было бы	9	14
15	той или	4	14
16	но и	4	14
17	точки зрения	14	14
18	перед нами	6	13
19	не в	8	13
20	также и	4	13
21	даже и	3	13
22	не есть	40	12
23	в себе	8	12
24	том что	10	12
25	прежде всего	11	11
26	по себе	13	11
27	с точки	9	11
28	как будто	2	11
29	есть символ	5	11
30	не менее	2	10
31	тем не	2	10
32	отнюдь не	4	10
33	в качестве	2	10
34	так и	5	10
35	и его	7	10
36	это значит	8	10
37	при помощи	3	10
38	едва ли	3	10
39	может быть	17	9
40	есть нечто	2	9
41	все это	9	9
42	и даже	6	9
43	в этом	11	9
44	если бы	6	8
45	что он	7	8
46	таким образом	5	8
47	в результате	6	8
48	во всяком	2	8
49	и все	11	8
50	но в	3	8
51	значит что	9	8
52	это не	12	7
53	ясно что	11	7
54	есть в	4	7
55	еще не	4	7
56	мы не	9	7
57	и потому	3	7
58	и тем	6	7
59	то же	9	7
60	именно в	5	7
61	а не	18	7
62	сказать что	6	7
63	и с	4	7
64	в ней	5	7
65	хотя бы	4	7
66	об этом	3	6
67	и без	2	6
68	по крайней	7	6
69	так что	6	6
70	как и	7	6
71	но это	4	6
72	есть не	5	6
73	что здесь	3	6
74	символ есть	4	6
75	при этом	2	6
76	крайней мере	7	6
77	символ в	6	6
78	но если	5	6
79	в виду	9	6
80	другой стороны	2	6
81	в данном	3	6
82	сам по	2	6
83	в каком	5	6
84	и вообще	7	6
85	мы имеем	5	6
86	хотя и	6	5
87	в нем	5	5
88	в смысле	5	5
89	можно сказать	5	5
90	в целях	2	5
91	и можно	5	5
92	в ее	2	5
93	да и	2	5
94	случае не	2	5
95	и если	3	5
96	миф есть	10	5
97	и о	8	5
98	жизни и	4	5
99	вместе с	2	5
100	как в	3	5
101	так же	4	5
102	то и	2	5
103	не может	11	5
104	в них	2	5
105	так как	14	5
106	если мы	5	5
107	уже не	9	5
108	или в	7	5
109	ничего общего	4	5
110	о том	5	5
111	и ни	2	5
112	с тем	4	4
113	и есть	19	4
114	у достоевского	2	4
115	в отношении	2	4
116	и для	5	4
117	и во	2	4
118	в одном	4	4
119	и ее	8	4
120	это и	9	4
121	всегда есть	2	4
122	в этой	4	4
123	тем самым	3	4
124	только не	3	4
125	кроме того	2	4
126	одной из	2	4
127	ни о	3	4
128	в своей	3	4
129	никак не	2	4
130	что она	5	4
131	тех или	4	4
132	как бы	14	4
133	тем более	6	4
134	не имеет	14	4
135	и т	17	4
136	во всех	2	4
137	ни с	4	4
138	без всякого	2	4
139	и только	2	4
140	с этим	3	4
141	в разных	2	4
142	что не	3	4
143	и наконец	3	4
144	жизнь и	2	4
145	как раз	4	4
146	солнца и	2	4
147	в то	6	4
148	с ним	3	4
149	нет ни	3	4
150	в мифе	6	3
151	в предыдущем	3	3
152	не мешает	2	3
153	для всех	3	3
154	точно так	2	3
155	в жизни	5	3
156	художественного образа	3	3
157	ни на	6	3
158	этом смысле	4	3
159	идея и	3	3
160	и как	4	3
161	но все	2	3
162	это есть	13	3
163	в истории	3	3
164	учение о	5	3
165	сознания и	3	3
