N	2gram	Trubetskoy_1	slovoVRo
1	и в	14	41
2	в нем	5	30
3	и т	3	28
4	во всех	5	17
5	но и	10	16
6	и не	19	16
7	точки зрения	11	16
8	не только	9	16
9	а не	2	15
10	то же	11	14
11	может быть	9	14
12	не может	22	14
13	и на	5	14
14	в то	10	14
15	в его	4	13
16	же время	10	12
17	как бы	4	12
18	в этом	17	12
19	в большинстве	3	10
20	или иной	5	9
21	той или	3	9
22	таким образом	11	9
23	все эти	2	9
24	себя в	4	9
25	может не	3	8
26	прежде всего	8	8
27	но в	2	8
28	с точки	9	8
29	или в	3	8
30	все они	3	7
31	не в	4	7
32	с ним	2	7
33	в своей	5	7
34	все же	4	7
35	во всяком	9	7
36	при этом	5	6
37	и даже	2	6
38	а в	5	6
39	большинстве случаев	2	6
40	только в	5	6
41	отношении к	2	6
42	в самом	3	5
43	всяком случае	6	5
44	все это	6	5
45	и к	6	5
46	к нему	2	5
47	и от	2	4
48	в ней	2	4
49	в их	4	4
50	лишь в	3	4
51	и наконец	2	4
52	и с	7	4
53	всех этих	3	4
54	как и	4	4
55	еще не	3	4
56	том же	2	4
57	и потому	3	4
58	на почве	2	4
59	быть и	2	4
60	и для	6	4
61	не могут	4	3
62	никогда не	5	3
63	точку зрения	4	3
64	хотя бы	5	3
65	из этих	3	3
66	к тому	7	3
67	в том	17	3
68	следовательно и	2	3
69	более или	4	3
70	для него	6	3
71	из них	3	3
72	его и	2	3
73	данном случае	3	3
74	в своем	6	3
75	именно в	3	3
76	того что	3	3
77	друг друга	3	3
78	в других	2	3
79	в результате	2	3
80	не было	3	3
81	о том	7	3
82	его в	4	3
83	так как	4	3
84	у него	2	3
85	и во	3	3
86	с этим	2	3
87	бы ни	2	3
88	в себе	9	3
89	по существу	5	3
90	в качестве	3	3
91	она не	2	3
92	было бы	5	3
93	одной из	3	3
94	конечно не	5	3
95	он не	5	3
96	из этого	3	3
97	или менее	4	3
98	в данном	7	3
99	в частности	2	2
100	от этой	2	2
101	тому что	2	2
102	другом случае	2	2
103	будучи по	2	2
104	что все	3	2
105	том и	2	2
106	этом случае	3	2
107	для нас	2	2
108	так что	2	2
109	что они	3	2
110	друг с	14	2
111	для того	6	2
112	и по	3	2
113	и тем	2	2
114	в этих	2	2
115	друг другу	2	2
116	на том	3	2
117	уже не	2	2
118	точке зрения	3	2
119	должно быть	3	2
120	так же	2	2
121	и те	2	2
122	потому что	5	2
123	того или	2	2
124	могут не	2	2
125	между тем	5	2
126	в сознании	3	2
127	нисколько не	2	2
128	в котором	2	2
129	одному из	2	2
130	для них	3	2
131	между собой	5	2
132	бы его	2	2
133	или иного	2	2
134	том что	9	2
135	то в	3	2
136	одна из	3	2
137	но не	4	2
138	лучшем случае	3	2
139	до сих	5	2
140	мы уже	2	2
141	совершенно не	2	2
142	и о	2	2
143	сих пор	5	2
144	в последние	5	2
145	а с	2	2
146	на самом	6	2
147	себя от	3	2
148	только на	2	2
149	не есть	3	2
150	в лучшем	3	2
151	можно было	4	2
152	и то	4	2
153	в виде	3	2
154	а между	5	2
155	в другом	3	2
156	связи с	3	2
157	с другом	14	2
