N	2gram	Bakhtin_Fr_7	StatiiOP
1	и в	41	25
2	в этом	15	24
3	в том	11	20
4	что в	9	19
5	что он	3	19
6	может быть	4	19
7	тем что	3	19
8	что это	4	16
9	том что	4	15
10	в этой	13	14
11	в его	12	12
12	то что	8	12
13	не только	5	12
14	в этих	2	11
15	прежде всего	11	10
16	таким образом	19	10
17	и не	7	10
18	у него	6	9
19	но и	9	9
20	все это	10	8
21	о том	6	8
22	это было	2	8
23	это не	6	7
24	было бы	4	7
25	с этим	2	7
26	не может	3	7
27	точки зрения	5	7
28	в то	10	7
29	место в	4	6
30	в конце	8	6
31	не в	9	6
32	только в	6	6
33	как бы	7	6
34	как в	5	6
35	а в	5	6
36	и на	4	6
37	в области	2	6
38	то же	13	5
39	в них	7	5
40	потому что	5	5
41	ни в	6	5
42	говорит что	2	5
43	связано с	2	5
44	и это	5	5
45	в году	5	5
46	а не	2	5
47	того что	2	5
48	он не	4	5
49	так и	10	5
50	мы имеем	2	5
51	но в	8	5
52	этом отношении	2	4
53	и др	2	4
54	точка зрения	2	4
55	это в	3	4
56	как и	14	4
57	мы видим	6	4
58	но это	3	4
59	в качестве	9	4
60	например в	3	4
61	и к	5	4
62	в ней	5	4
63	а также	2	4
64	в своей	3	4
65	отношение к	2	4
66	всего в	5	4
67	в особенности	2	4
68	не было	3	4
69	в течение	2	4
70	из которых	2	4
71	с точки	3	4
72	в чем	2	4
73	к нему	5	4
74	и для	5	4
75	и с	4	4
76	во всяком	2	4
77	в которой	2	4
78	ничего не	4	4
79	что все	2	3
80	уже в	5	3
81	с его	2	3
82	находит свое	2	3
83	все они	6	3
84	во время	3	3
85	к этому	5	3
86	же время	9	3
87	и здесь	4	3
88	его как	2	3
89	он был	3	3
90	для него	6	3
91	на этом	5	3
92	кроме того	3	3
93	до конца	2	3
94	несмотря на	3	3
95	и наконец	4	3
96	конце концов	4	3
97	все эти	13	3
98	своего рода	2	3
99	по этому	3	3
100	в словах	2	3
101	в их	3	3
102	в связи	2	3
103	уже не	2	3
104	и его	9	3
105	связан с	2	3
106	но он	4	3
107	так как	3	3
108	он хочет	6	2
109	сам он	3	2
110	все время	2	2
111	никогда не	2	2
112	он может	3	2
113	и у	5	2
114	что у	3	2
115	как о	3	2
116	и во	2	2
117	в одной	2	2
118	одного из	2	2
119	вовсе не	7	2
120	его к	3	2
121	и ее	2	2
122	к тому	2	2
123	как мы	11	2
124	но все	4	2
125	такой же	3	2
126	есть в	6	2
127	того же	3	2
128	в свою	3	2
129	движения в	2	2
130	своего времени	2	2
131	еще не	2	2
132	и может	2	2
133	в это	3	2
134	одной из	2	2
135	в сущности	4	2
136	во всех	3	2
137	xvii века	2	2
138	одна из	4	2
139	в ряде	3	2
140	не совсем	2	2
141	нужно сказать	2	2
142	в виду	4	2
143	которое он	2	2
144	должен быть	2	2
145	здесь нет	2	2
146	без труда	2	2
147	вместе с	5	2
148	дело не	2	2
149	в форме	3	2
150	до нас	5	2
151	нас не	2	2
152	не на	3	2
153	в отношении	3	2
154	с ее	3	2
155	как я	4	2
156	и других	2	2
157	не просто	2	2
158	которые были	2	2
159	не мог	2	2
160	с самого	2	2
161	и по	3	2
162	и всегда	2	2
163	той же	3	2
164	мы не	2	2
165	или в	2	2
166	этот образ	2	2
167	в которых	2	2
168	в результате	2	2
169	но есть	3	2
170	имеем в	2	2
171	здесь только	2	2
172	так сказать	3	2
173	не имеет	3	2
174	в каждой	2	2
175	в плане	5	2
176	то есть	20	2
