N	2gram	Losev_Vlad_3	KulturaY
1	и в	40	23
2	точки зрения	13	23
3	в том	18	22
4	не только	25	17
5	было бы	4	16
6	в этом	16	16
7	с точки	6	16
8	может быть	8	14
9	что в	17	13
10	в самом	4	13
11	не менее	9	12
12	для того	2	12
13	потому что	11	12
14	вопрос о	4	11
15	том что	18	11
16	а не	8	11
17	того что	7	11
18	в его	14	11
19	того чтобы	3	11
20	можно было	5	11
21	у нас	5	10
22	и не	25	10
23	прежде всего	10	9
24	тем не	10	9
25	еще не	4	9
26	хотя бы	6	9
27	таким образом	11	9
28	так как	7	9
29	если бы	3	8
30	между прочим	5	8
31	уже не	9	8
32	как на	3	8
33	в виду	3	8
34	в нашем	2	7
35	с другой	5	7
36	если мы	4	7
37	и что	8	7
38	должно быть	5	7
39	в данном	5	7
40	сказать что	12	7
41	все эти	5	7
42	как это	4	7
43	с тем	7	6
44	по себе	6	6
45	что и	7	6
46	что он	5	6
47	в силу	2	6
48	при этом	3	6
49	и тем	3	6
50	так и	6	6
51	в их	2	6
52	не может	14	6
53	то же	4	6
54	связи с	2	6
55	только в	13	6
56	о том	11	6
57	ничего не	5	6
58	что же	9	5
59	я не	3	5
60	не могут	2	5
61	независимо от	3	5
62	вовсе не	13	5
63	как и	7	5
64	не в	3	5
65	совершенно не	2	5
66	хотя и	7	5
67	что она	2	5
68	как бы	3	5
69	всякого рода	3	5
70	все же	4	5
71	от того	4	5
72	в связи	3	5
73	как мы	8	5
74	а в	7	5
75	но это	6	5
76	также и	17	5
77	тем что	5	5
78	той или	2	5
79	из этих	3	5
80	далеко не	3	5
81	в чем	3	5
82	том случае	3	4
83	тому что	4	4
84	а также	8	4
85	для нас	5	4
86	в целом	2	4
87	того же	2	4
88	одной стороны	3	4
89	в сущности	2	4
90	в своей	9	4
91	и о	4	4
92	то что	28	4
93	данном случае	2	4
94	как раз	10	4
95	в нашей	2	4
96	в своем	8	4
97	не было	5	4
98	с одной	3	4
99	тем самым	2	4
100	в таком	3	4
101	не столько	3	4
102	учения о	4	4
103	уже в	3	3
104	но на	2	3
105	и более	2	3
106	что это	9	3
107	отнюдь не	5	3
108	это не	3	3
109	на самом	3	3
110	должна быть	2	3
111	именно в	3	3
112	есть не	2	3
113	xix века	6	3
114	к тому	7	3
115	и к	2	3
116	что на	2	3
117	в отношении	5	3
118	ни в	10	3
119	с этой	2	3
120	но как	2	3
121	по существу	4	3
122	мы видели	3	3
123	то в	6	3
124	но не	4	3
125	по преимуществу	2	3
126	в какой	2	3
127	но для	3	3
128	он не	8	3
129	но если	5	3
130	был бы	3	3
131	то это	10	3
132	не есть	10	3
133	только то	2	3
134	но и	18	3
135	на него	2	3
136	а именно	12	3
137	другой стороны	2	3
138	тому же	5	3
139	а с	4	3
140	мы находим	2	3
141	мы не	2	3
142	в ней	5	3
143	не имеет	4	3
144	не так	3	3
145	и с	9	3
146	бы и	4	3
147	могло бы	2	3
148	в результате	4	3
149	сам по	2	3
150	то он	4	3
151	в каком	4	3
152	в то	7	3
153	и только	3	3
154	она не	2	3
155	мы должны	4	3
156	не понимает	2	3
157	всю эту	2	2
158	учение о	24	2
159	такой же	4	2
160	но все	3	2
161	все они	2	2
162	не как	2	2
163	раз и	8	2
164	в одном	5	2
165	что все	7	2
166	как например	2	2
167	быть в	2	2
168	же это	2	2
169	указать на	4	2
170	подобного рода	3	2
171	к его	2	2
172	и здесь	6	2
173	и как	7	2
174	в дальнейшем	4	2
175	которые можно	2	2
176	более или	5	2
177	чем в	4	2
178	а то	2	2
179	смысле слова	6	2
180	кроме того	6	2
181	и если	7	2
182	в качестве	3	2
183	мог бы	4	2
184	за пределы	3	2
185	сам же	2	2
186	никак не	4	2
187	что если	4	2
188	не о	2	2
189	чем это	2	2
190	в котором	4	2
191	его в	2	2
192	не все	3	2
193	не стану	2	2
194	но мы	2	2
195	не с	4	2
196	себя внимание	2	2
197	вместе с	7	2
198	вопросе о	3	2
199	понятие о	2	2
200	или менее	5	2
201	отличается от	3	2
202	то и	2	2
203	что есть	3	2
204	в отличие	3	2
205	о значении	2	2
206	только что	2	2
207	не просто	10	2
208	путь к	2	2
209	так же	8	2
210	на себя	2	2
211	а тем	2	2
212	во всяком	3	2
213	которое в	3	2
214	ни на	2	2
215	а вот	2	2
216	только о	3	2
217	еще раз	2	2
218	что мы	2	2
219	еще и	18	2
220	в этих	2	2
221	таком случае	2	2
222	в россии	3	2
223	здесь не	3	2
224	то не	2	2
225	отличие от	3	2
226	мы имеем	3	2
227	но в	4	2
