N	2gram	Tiupa_Narr_2	KulturaY
1	и т	2	54
2	т п	2	41
3	и в	13	23
4	точки зрения	5	23
5	в том	14	22
6	не только	26	17
7	было бы	2	16
8	в этом	13	16
9	с точки	2	16
10	в области	2	14
11	может быть	10	14
12	самом деле	3	14
13	что в	4	13
14	в самом	2	13
15	не менее	4	12
16	потому что	2	12
17	том что	13	11
18	а не	17	11
19	того что	6	11
20	в его	6	11
21	того чтобы	3	11
22	можно было	2	11
23	у нас	2	10
24	и не	14	10
25	прежде всего	6	9
26	тем не	5	9
27	еще не	2	9
28	хотя бы	2	9
29	таким образом	5	9
30	если бы	4	8
31	уже не	4	8
32	как на	2	8
33	в нашем	2	7
34	с другой	5	7
35	или иной	3	7
36	на фоне	2	7
37	те же	2	7
38	и что	2	7
39	в данном	10	7
40	сказать что	3	7
41	все эти	3	7
42	как это	4	7
43	что и	2	6
44	что он	5	6
45	в силу	4	6
46	при этом	14	6
47	и тем	5	6
48	так и	9	6
49	не может	8	6
50	то же	4	6
51	говорить о	2	6
52	только в	11	6
53	о том	5	6
54	ничего не	6	6
55	в рамках	6	5
56	я не	5	5
57	но также	2	5
58	вовсе не	2	5
59	как и	4	5
60	не в	8	5
61	хотя и	5	5
62	что она	2	5
63	как бы	6	5
64	все же	6	5
65	а в	9	5
66	но это	2	5
67	тем более	2	5
68	той или	3	5
69	из этих	2	5
70	далеко не	5	5
71	в чем	2	5
72	тому что	3	4
73	один из	3	4
74	а также	6	4
75	для нас	2	4
76	в целом	3	4
77	одной стороны	5	4
78	не случайно	2	4
79	столь же	2	4
80	в своей	4	4
81	в ее	4	4
82	то что	8	4
83	данном случае	6	4
84	как в	5	4
85	как раз	3	4
86	в своем	6	4
87	с одной	5	4
88	о них	2	4
89	в той	5	4
90	тем самым	5	4
91	в таком	3	4
92	в слове	3	4
93	не столько	5	4
94	между тем	3	4
95	отношения между	2	4
96	и более	2	3
97	что это	4	3
98	отнюдь не	4	3
99	как о	2	3
100	это не	3	3
101	на самом	2	3
102	должна быть	2	3
103	именно в	2	3
104	или иного	3	3
105	к тому	9	3
106	и к	6	3
107	с этой	3	3
108	но не	3	3
109	по поводу	2	3
110	в какой	4	3
111	но для	2	3
112	он не	5	3
113	зрения на	2	3
114	в процессе	2	3
115	но и	15	3
116	на него	5	3
117	по отношению	5	3
118	тому же	4	3
119	а с	2	3
120	мы не	2	3
121	они не	2	3
122	в ней	2	3
123	не имеет	2	3
124	той же	2	3
125	могло бы	2	3
126	в результате	2	3
127	в то	5	3
128	я в	5	3
129	того или	3	3
130	так сказать	3	2
131	в известном	3	2
132	о чем	2	2
133	в частности	11	2
134	на том	3	2
135	точку зрения	3	2
136	может оказаться	2	2
137	можно сказать	6	2
138	к его	3	2
139	и здесь	2	2
140	состоит в	12	2
141	известном смысле	3	2
142	и того	3	2
143	эти два	2	2
144	что они	3	2
145	по своему	2	2
146	а то	2	2
147	в качестве	14	2
148	может служить	2	2
149	к другому	2	2
150	иначе говоря	7	2
151	никак не	3	2
152	все те	2	2
153	в котором	5	2
154	однако в	2	2
155	не все	2	2
156	отношению к	5	2
157	своего рода	9	2
158	подчеркнуть что	2	2
159	внимание на	3	2
160	то и	3	2
161	в отличие	5	2
162	как к	3	2
163	только что	2	2
164	более чем	2	2
165	то у	3	2
166	следует подчеркнуть	3	2
167	так же	2	2
168	на протяжении	5	2
169	тому как	2	2
170	как он	2	2
171	здесь не	2	2
172	отличие от	5	2
173	мы имеем	3	2
174	но в	6	2
