N	2gram	Propp_Isto_4	Mirosoze
1	может быть	14	30
2	не только	15	29
3	и в	26	28
4	не может	6	28
5	но и	12	25
6	а не	6	25
7	он не	7	24
8	в этом	7	20
9	у него	5	17
10	не в	5	16
11	потому что	6	16
12	переходит в	3	15
13	в своей	4	15
14	и есть	2	14
15	никогда не	2	14
16	в нем	2	13
17	и он	3	12
18	и не	9	11
19	что в	14	10
20	в своем	2	10
21	и все	2	10
22	что он	10	10
23	было бы	2	10
24	но он	4	9
25	с тем	2	9
26	в его	5	9
27	не есть	2	9
28	и его	10	9
29	но не	5	8
30	того что	2	7
31	но в	5	7
32	к нему	6	7
33	в себе	2	7
34	должна быть	2	6
35	в том	3	6
36	в этой	2	6
37	все это	2	6
38	лишь в	2	6
39	и на	2	6
40	он уже	2	6
41	вместе с	6	6
42	только в	3	6
43	не могут	2	5
44	это не	5	5
45	у нас	2	5
46	как и	7	5
47	то что	16	5
48	что есть	2	5
49	в самую	2	5
50	уже в	2	4
51	в этих	7	4
52	с этой	2	4
53	иной мир	6	4
54	не к	2	4
55	отношение к	2	4
56	и по	5	4
57	а в	8	4
58	увидим что	2	4
59	в которых	4	4
60	и там	2	4
61	должен был	3	4
62	это и	5	4
63	от него	2	4
64	она не	3	4
65	что и	9	4
66	уже не	5	4
67	тем что	5	4
68	и вот	2	3
69	для нас	3	3
70	не мог	3	3
71	и их	2	3
72	в свете	3	3
73	не имеет	3	3
74	с этим	2	3
75	его в	9	3
76	так как	9	3
77	и с	5	3
78	на этом	2	3
79	он должен	3	3
80	с собой	5	3
81	том что	3	3
82	есть и	2	3
83	ничего не	5	3
84	мы увидим	3	3
85	конечно не	2	3
86	на том	2	3
87	в иной	6	3
88	себя в	2	3
89	когда он	6	3
90	хотя бы	2	3
91	связана с	2	2
92	уже нет	3	2
93	этот случай	9	2
94	вопрос о	4	2
95	его как	2	2
96	живет в	2	2
97	о чем	3	2
98	на этот	2	2
99	его с	2	2
100	могут быть	6	2
101	в пути	2	2
102	все эти	3	2
103	и что	5	2
104	показывает как	2	2
105	есть только	3	2
106	сказать что	2	2
107	или от	2	2
108	даже и	2	2
109	по своей	2	2
110	в истории	2	2
111	как бы	3	2
112	о том	4	2
113	как он	6	2
114	человека с	3	2
115	а как	2	2
116	к этой	3	2
117	если бы	2	2
118	в иное	7	2
119	и во	2	2
120	к этому	5	2
121	мы видим	6	2
122	все что	4	2
123	до сих	5	2
124	он живет	2	2
125	относится к	3	2
126	в этот	4	2
127	все же	9	2
128	по сравнению	3	2
129	в свой	2	2
130	не хочет	2	2
131	сих пор	5	2
132	как в	7	2
133	на земле	3	2
134	т е	18	2
135	и у	5	2
136	и как	5	2
137	к этим	2	2
138	он в	4	2
139	с того	3	2
