N	2gram	Voloshinov_1	Psycholo
1	и в	12	38
2	то что	5	35
3	все время	6	30
4	в том	6	25
5	в самом	4	25
6	самом деле	3	21
7	что в	2	20
8	может быть	14	19
9	и что	2	18
10	точки зрения	14	16
11	в ней	6	15
12	если бы	9	14
13	том что	5	14
14	как бы	13	14
15	в этом	4	13
16	не только	4	12
17	таким образом	12	12
18	не в	4	12
19	то же	5	10
20	же самое	2	10
21	и не	10	10
22	и все	2	10
23	с точки	2	9
24	все же	4	8
25	для нас	7	8
26	как и	5	8
27	из этого	3	8
28	и то	2	8
29	с другой	4	7
30	а не	5	7
31	мы можем	2	7
32	не может	16	7
33	между тем	3	7
34	и здесь	2	6
35	до сих	3	6
36	она не	2	6
37	в котором	3	6
38	он не	2	6
39	с одной	2	6
40	так как	9	6
41	как это	2	6
42	и его	13	6
43	и на	4	6
44	о том	3	6
45	ясно что	3	6
46	там где	2	6
47	должна быть	5	5
48	в своем	2	5
49	в какой	2	5
50	одной стороны	2	5
51	в своей	3	5
52	вместе с	2	5
53	но и	3	5
54	сих пор	3	5
55	другой стороны	2	5
56	мы не	3	5
57	в его	2	5
58	никогда не	5	4
59	из него	2	4
60	при этом	6	4
61	когда он	3	4
62	и для	3	4
63	конечно не	3	4
64	в нем	6	4
65	что и	2	4
66	как в	5	4
67	смысл и	2	4
68	все эти	3	4
69	того что	3	4
70	сказать что	7	4
71	мы все	4	4
72	и совершенно	2	4
73	только в	6	4
74	в себе	3	4
75	в виду	5	4
76	как только	2	3
77	место в	2	3
78	как на	2	3
79	в них	3	3
80	к этому	2	3
81	так называемой	3	3
82	в такой	3	3
83	и к	4	3
84	ни в	3	3
85	конечно в	2	3
86	но это	2	3
87	одно и	2	3
88	и значение	2	3
89	как если	4	3
90	не к	3	3
91	все это	3	3
92	бы не	2	3
93	что не	4	3
94	не так	2	3
95	к ним	2	3
96	в то	2	3
97	на это	2	3
98	его в	4	3
99	здесь не	3	3
100	едва ли	2	3
101	но в	5	3
102	в данном	2	2
103	и более	3	2
104	и другие	2	2
105	была бы	2	2
106	и та	2	2
107	в этих	2	2
108	отнюдь не	5	2
109	от этой	2	2
110	все они	2	2
111	между собой	2	2
112	хотя бы	5	2
113	с этой	2	2
114	на самом	4	2
115	но что	2	2
116	и ее	3	2
117	или не	3	2
118	как же	2	2
119	до конца	2	2
120	уже не	4	2
121	такой же	2	2
122	не должна	3	2
123	для него	3	2
124	мы в	2	2
125	и дает	2	2
126	совпадает с	2	2
127	можем сказать	2	2
128	но мы	2	2
129	и уже	3	2
130	данном случае	2	2
131	имеет место	2	2
132	так же	3	2
133	что поэт	2	2
134	и наконец	3	2
135	и по	3	2
136	действия и	2	2
137	автора и	2	2
138	и следовательно	5	2
139	к его	2	2
140	как к	3	2
141	его к	2	2
142	на примере	2	2
143	с ним	3	2
144	ничего не	2	2
