N	2gram	Tiupa_Hudo_2	Psycholo
1	то что	6	37
2	и в	28	30
3	в том	15	27
4	что в	5	24
5	потому что	2	23
6	том что	19	21
7	все время	3	20
8	для того	4	20
9	того чтобы	4	20
10	как бы	5	19
11	что он	8	17
12	не только	11	16
13	в самом	5	14
14	в этом	13	14
15	так же	3	13
16	как раз	4	13
17	одной стороны	3	12
18	вместе с	2	12
19	с одной	3	12
20	если бы	6	11
21	может быть	8	11
22	как на	2	11
23	о том	12	10
24	никогда не	5	9
25	с другой	3	9
26	не может	4	9
27	и то	2	9
28	сказать что	2	9
29	что это	5	8
30	тому что	4	8
31	к тому	7	8
32	не в	13	8
33	а не	14	8
34	при этом	11	8
35	самом деле	3	8
36	и это	3	8
37	в нем	3	7
38	но не	4	7
39	все же	2	7
40	и т	4	7
41	то же	6	7
42	точки зрения	2	7
43	героя и	3	7
44	как это	7	7
45	в основе	2	7
46	в своем	5	6
47	что она	7	6
48	именно в	2	6
49	как и	11	6
50	и для	2	6
51	но и	9	6
52	что все	3	6
53	и не	18	6
54	жизни и	6	6
55	и его	5	6
56	или в	3	6
57	тем что	6	6
58	мы уже	3	6
59	как будто	4	6
60	на этом	2	6
61	дело с	2	5
62	только не	2	5
63	несмотря на	3	5
64	как мы	2	5
65	в этой	5	5
66	что они	4	5
67	еще не	3	5
68	до сих	2	5
69	было бы	3	5
70	один из	2	5
71	сих пор	2	5
72	а с	3	5
73	сводится к	6	5
74	в двух	2	5
75	именно на	2	5
76	рядом с	5	5
77	о смерти	3	5
78	в себе	9	5
79	но в	2	5
80	только в	4	5
81	же самое	3	5
82	ответ на	2	5
83	как только	3	4
84	казалось бы	6	4
85	в частности	7	4
86	и все	7	4
87	прежде всего	3	4
88	говорит о	4	4
89	с такой	2	4
90	и к	2	4
91	мысль о	2	4
92	в своей	6	4
93	в ней	3	4
94	в его	11	4
95	в них	3	4
96	только на	5	4
97	внимание на	3	4
98	а в	6	4
99	о чем	8	4
100	чувства в	2	3
101	и уже	4	3
102	и составляет	2	3
103	и другие	5	3
104	была бы	3	3
105	у него	5	3
106	что у	3	3
107	в состоянии	3	3
108	хотя бы	2	3
109	это не	6	3
110	не как	2	3
111	из этих	2	3
112	состоит в	7	3
113	вовсе не	2	3
114	что на	3	3
115	для нас	3	3
116	об этом	7	3
117	одна из	2	3
118	для него	5	3
119	мы с	3	3
120	он не	4	3
121	в ее	18	3
122	что и	4	3
123	данном случае	2	3
124	так и	8	3
125	со стороны	3	3
126	как в	5	3
127	и только	2	3
128	т д	2	3
129	по поводу	3	3
130	и о	4	3
131	по его	3	3
132	той же	2	3
133	можно было	3	3
134	человека в	4	3
135	и на	3	3
136	в данном	2	3
137	т п	2	3
138	в другом	2	3
139	в этих	3	3
140	перед нами	11	2
141	в ответ	3	2
142	с его	5	2
143	и читатель	3	2
144	в душе	8	2
145	же как	2	2
146	себя и	2	2
147	не является	2	2
148	давно уже	2	2
149	в одном	3	2
150	а как	2	2
151	или иной	2	2
152	можно сказать	6	2
153	лицо и	2	2
154	мы знаем	2	2
155	различия между	2	2
156	когда в	3	2
157	всякий раз	3	2
158	любви и	3	2
159	со своим	3	2
160	противоречие с	3	2
161	по преимуществу	3	2
162	и эта	2	2
163	следующим образом	3	2
164	в качестве	4	2
165	о которых	2	2
166	в котором	6	2
167	гораздо более	2	2
168	не с	2	2
169	из них	2	2
170	ни одного	2	2
171	все это	3	2
172	по отношению	7	2
173	но еще	2	2
174	того как	2	2
175	приводит к	2	2
176	с точки	2	2
177	и он	3	2
178	между ними	2	2
179	в глазах	6	2
180	ничего не	5	2
181	и с	6	2
182	в нашем	2	2
183	в то	6	2
184	что даже	2	2
185	в рассказе	21	2
186	как он	3	2
187	едва ли	3	2
188	же не	2	2
