N	2gram	Bakhtin_Fr_4	Problemy
1	и в	29	35
2	как бы	8	31
3	и не	16	27
4	что он	4	24
5	в его	8	21
6	но в	12	19
7	не может	2	18
8	как и	12	18
9	в нем	5	16
10	то есть	21	16
11	то же	10	15
12	и все	13	15
13	но и	9	14
14	может быть	2	14
15	все это	4	14
16	в сущности	6	14
17	и его	8	14
18	в этом	11	14
19	к нему	3	13
20	что я	2	13
21	он не	3	13
22	прежде всего	8	12
23	и с	9	12
24	и к	2	12
25	в то	10	11
26	же время	8	10
27	не только	10	10
28	то что	4	10
29	на самом	4	9
30	самого начала	3	8
31	так и	11	8
32	с самого	3	8
33	о мире	2	8
34	мы уже	10	8
35	все же	3	8
36	как мы	10	8
37	и для	2	8
38	и сам	3	7
39	на них	2	7
40	так же	7	7
41	и наконец	2	7
42	точки зрения	4	7
43	с ним	2	7
44	с его	4	7
45	вовсе не	9	7
46	еще не	4	7
47	там где	3	7
48	таким образом	20	7
49	к тому	2	6
50	но это	4	6
51	что они	2	6
52	у меня	2	6
53	что у	3	6
54	и на	11	6
55	но не	2	6
56	и т.п	12	6
57	в слове	2	6
58	в плане	4	6
59	только в	2	6
60	в конце	9	5
61	в том	7	5
62	да и	2	5
63	уже говорили	5	5
64	как к	3	5
65	и даже	3	5
66	с ними	3	5
67	во время	10	5
68	он и	5	5
69	как в	2	5
70	и то	2	5
71	в себе	3	5
72	и это	2	5
73	все время	3	4
74	никогда не	2	4
75	с другой	4	4
76	до конца	5	4
77	на его	2	4
78	же и	3	4
79	вот как	2	4
80	и вот	3	4
81	рядом с	5	4
82	где он	2	4
83	и так	3	4
84	но он	6	4
85	в эту	3	4
86	но как	3	4
87	его в	9	4
88	так как	7	4
89	у него	5	4
90	как раз	2	4
91	в них	7	4
92	по своему	4	4
93	тот же	3	4
94	в своей	5	4
95	в той	2	4
96	и у	2	4
97	тем что	4	4
98	как будто	2	4
99	что это	5	4
100	в чем	3	4
101	же не	2	4
102	уже в	2	3
103	его к	2	3
104	такой же	3	3
105	о своей	2	3
106	в виду	2	3
107	с ее	3	3
108	из них	6	3
109	другой стороны	3	3
110	его и	2	3
111	и со	2	3
112	в одной	2	3
113	все эти	9	3
114	но только	2	3
115	не мог	2	3
116	того что	3	3
117	это не	5	3
118	сказать что	5	3
119	даже и	2	3
120	в котором	2	3
121	в ее	3	3
122	это и	5	3
123	том что	3	3
124	слов и	3	3
125	конце концов	4	3
126	уже не	2	3
127	так сказать	2	2
128	ну и	3	2
129	времени и	2	2
130	в этих	2	2
131	существенный момент	2	2
132	это в	2	2
133	ни в	2	2
134	в дальнейшем	3	2
135	на этом	2	2
136	в большинстве	6	2
137	при этом	3	2
138	было в	2	2
139	хотя и	2	2
140	мы видели	7	2
141	в своем	3	2
142	и по	5	2
143	особенно в	3	2
144	эпизод с	2	2
145	тому как	3	2
146	их в	2	2
147	в ней	3	2
148	по своей	3	2
149	о том	2	2
150	как он	2	2
151	большинстве случаев	5	2
152	а как	2	2
153	всех этих	3	2
154	уже и	2	2
155	это место	5	2
156	в жизни	2	2
157	но конечно	3	2
158	а затем	3	2
159	раз в	2	2
160	то в	3	2
161	здесь в	6	2
162	мы увидим	2	2
163	одной из	2	2
164	конечно не	4	2
165	друг друга	2	2
166	с таким	2	2
167	себя в	2	2
168	всего романа	2	2
169	своего рода	6	2
170	этот процесс	6	2
171	но эти	2	2
172	им в	2	2
173	бы не	2	2
174	жизнь и	4	2
175	и как	3	2
176	с точки	2	2
177	в которой	4	2
178	той же	3	2
179	или в	2	2
180	не случайно	3	2
181	связан с	4	2
182	мы можем	3	2
183	подобно тому	3	2
184	из этого	2	2
