N	2gram	Potebnia_M_3	Myshleni
1	в этом	10	29
2	точки зрения	2	28
3	и в	30	26
4	не только	21	24
5	для себя	3	24
6	то что	18	24
7	таким образом	14	23
8	того чтобы	3	19
9	в том	32	18
10	и не	15	18
11	для того	4	18
12	том что	18	17
13	потому что	46	16
14	как и	10	15
15	к слову	2	14
16	того что	18	14
17	так же	3	14
18	так как	13	14
19	как мы	7	14
20	значение слова	5	13
21	что в	17	12
22	вместе с	12	12
23	и его	4	12
24	в которой	3	11
25	но и	19	11
26	только не	2	11
27	мысли и	2	11
28	в слове	32	11
29	не может	6	11
30	словом и	5	10
31	что они	2	10
32	слова и	5	10
33	по своему	2	9
34	тому что	3	9
35	в самом	8	9
36	что мы	8	9
37	слово и	3	9
38	тем что	7	9
39	в себе	16	9
40	то же	23	8
41	что она	3	8
42	сказать что	5	8
43	что он	6	8
44	тем самым	7	8
45	той же	2	8
46	только в	21	8
47	к тому	7	7
48	прежде всего	3	7
49	может быть	28	7
50	по мере	4	7
51	мы не	9	7
52	и то	8	7
53	в какой	2	6
54	в смысле	4	6
55	и тем	5	6
56	по отношению	5	6
57	именно в	3	6
58	как на	5	6
59	мы должны	4	6
60	как бы	3	6
61	в ее	2	6
62	все что	4	6
63	и что	10	6
64	было бы	9	6
65	и слова	2	6
66	все же	2	6
67	связь между	2	6
68	самом деле	2	6
69	а не	15	6
70	в сознании	15	6
71	что это	4	6
72	что эта	2	6
73	слова в	7	5
74	с этой	2	5
75	можно сказать	3	5
76	оно есть	3	5
77	что с	2	5
78	одной стороны	3	5
79	если бы	12	5
80	и следовательно	3	5
81	в целом	3	5
82	с одной	7	5
83	никак не	3	5
84	и с	2	5
85	одно из	5	5
86	в начале	3	5
87	что внутренняя	2	5
88	бы в	2	5
89	с тем	7	5
90	тогда когда	9	5
91	в силу	3	5
92	она не	2	5
93	отношению к	5	5
94	только что	8	5
95	и значением	2	5
96	в речи	2	5
97	тем же	4	5
98	не менее	5	4
99	не могут	5	4
100	с другой	7	4
101	и от	4	4
102	не можем	3	4
103	на то	2	4
104	так что	7	4
105	в котором	4	4
106	целый ряд	2	4
107	то и	6	4
108	мысль не	2	4
109	и наконец	2	4
110	друг друга	3	4
111	слова с	3	4
112	в его	4	4
113	о том	2	4
114	связи с	2	4
115	еще не	5	4
116	одной из	2	4
117	не есть	17	4
118	как в	10	4
119	к мысли	3	4
120	это и	2	4
121	что оно	11	4
122	не в	15	4
123	в области	2	4
124	все это	4	3
125	из этих	9	3
126	в собственном	2	3
127	есть то	2	3
128	одно и	5	3
129	слова но	2	3
130	подлежащего и	2	3
131	тем не	3	3
132	только по	5	3
133	но это	6	3
134	есть в	3	3
135	очевидно что	5	3
136	для него	9	3
137	в ней	8	3
138	смысле этого	7	3
139	из двух	3	3
140	его с	2	3
141	но мы	2	3
142	мы видели	4	3
143	на котором	2	3
144	этом отношении	2	3
145	но только	2	3
146	развития в	2	3
147	и по	4	3
148	речи есть	2	3
149	в мысли	2	3
150	он не	4	3
151	мы уже	2	3
152	в первом	3	3
153	с ним	6	3
154	первом случае	2	3
155	представить себе	3	3
156	по себе	16	3
157	есть не	7	3
158	об этом	2	3
159	в то	10	3
160	но не	7	3
161	до сих	3	3
162	и о	2	3
163	и потому	4	3
164	этого слова	11	3
165	что и	13	3
166	в своей	2	3
167	каждой из	3	3
168	собственном смысле	2	3
169	сих пор	3	3
170	так и	11	3
171	начале развития	2	3
172	только на	3	3
173	из того	2	3
174	только потому	3	3
175	и слово	6	3
176	к нему	3	3
177	деятельности и	2	3
178	мы видим	2	3
179	с другими	5	3
180	мы можем	3	3
181	в этой	2	3
182	в чем	3	3
183	перед нами	2	2
184	уже в	5	2
185	прежде чем	2	2
186	себя и	4	2
187	одним и	3	2
188	котором мы	2	2
189	столь же	4	2
190	никто не	3	2
191	точно так	12	2
192	что все	3	2
193	то время	4	2
194	и вместе	3	2
195	показывает что	2	2
196	что при	3	2
197	его к	2	2
198	входит в	2	2
199	для нас	20	2
200	ни в	2	2
201	свою очередь	3	2
202	в свою	3	2
203	в действительности	5	2
204	на его	2	2
205	несмотря на	2	2
206	и той	2	2
207	или в	3	2
208	один из	4	2
209	в нем	9	2
210	есть только	5	2
211	отношение к	2	2
212	в их	2	2
213	которое было	2	2
214	образом в	3	2
215	как слово	3	2
216	не имеет	6	2
217	должно быть	5	2
218	слово не	5	2
219	а в	12	2
220	что для	4	2
221	в которых	2	2
222	и есть	3	2
223	но этот	2	2
224	его в	3	2
225	для ребенка	2	2
226	что по	2	2
227	есть представление	6	2
228	возможно только	3	2
229	во время	2	2
230	внутреннее единство	2	2
231	от нее	2	2
232	что слово	7	2
233	с этим	6	2
234	к этому	3	2
235	вовсе не	7	2
236	себя от	2	2
237	оно имеет	3	2
238	и сказуемого	2	2
239	и при	4	2
240	это единство	2	2
241	время в	3	2
242	том же	2	2
243	должно было	2	2
244	к ней	5	2
245	относится к	4	2
246	даже в	2	2
247	и до	2	2
248	в предложении	2	2
249	что же	2	2
250	развития мысли	5	2
251	того как	4	2
252	которое мы	2	2
253	одной и	4	2
254	что не	8	2
255	ко всем	2	2
256	могут быть	3	2
257	на деле	5	2
258	не могла	2	2
259	ответ на	3	2
260	здесь как	3	2
