N	2gram	Vygotskiy__2	StatiiOP
1	и в	15	25
2	в этом	19	24
3	в том	33	20
4	что в	14	19
5	что он	12	19
6	может быть	9	19
7	тем что	2	19
8	что это	6	16
9	том что	27	15
10	в этой	6	14
11	в его	2	12
12	то что	20	12
13	не только	15	12
14	в этих	2	11
15	прежде всего	4	10
16	таким образом	14	10
17	и не	7	10
18	у него	2	9
19	но и	10	9
20	все это	4	8
21	как например	2	8
22	о том	9	8
23	это не	5	7
24	было бы	10	7
25	с этим	3	7
26	не может	9	7
27	точки зрения	26	7
28	из этих	4	6
29	не в	8	6
30	только в	4	6
31	как бы	7	6
32	как в	4	6
33	а в	4	6
34	то же	5	5
35	независимо от	4	5
36	в них	4	5
37	потому что	7	5
38	с другой	6	5
39	на то	6	5
40	ни в	2	5
41	об этом	3	5
42	говорит что	5	5
43	в котором	2	5
44	и это	3	5
45	а не	3	5
46	того что	17	5
47	он не	7	5
48	отношения между	3	5
49	так и	8	5
50	мы имеем	3	5
51	но в	6	5
52	этом отношении	3	4
53	всяком случае	6	4
54	состоит в	3	4
55	и др	5	4
56	связана с	4	4
57	точка зрения	3	4
58	этом смысле	2	4
59	как и	6	4
60	мы видим	4	4
61	это есть	2	4
62	в начале	4	4
63	на протяжении	2	4
64	что здесь	2	4
65	в качестве	4	4
66	можно сказать	2	4
67	в общем	3	4
68	если бы	8	4
69	и к	6	4
70	он говорит	3	4
71	к ней	2	4
72	а также	2	4
73	и тем	2	4
74	в своей	4	4
75	в целом	10	4
76	связь с	2	4
77	в течение	2	4
78	лишь в	3	4
79	из которых	3	4
80	с точки	18	4
81	и для	2	4
82	и с	4	4
83	в отдельных	2	4
84	сказать что	6	4
85	во всяком	7	4
86	все же	4	4
87	в которой	4	4
88	ничего не	3	4
89	в эту	4	4
90	на вопрос	4	3
91	что все	4	3
92	уже в	5	3
93	с его	4	3
94	и более	2	3
95	каждая из	2	3
96	во время	3	3
97	раньше чем	2	3
98	к этому	4	3
99	с этой	2	3
100	для него	3	3
101	тем более	3	3
102	и что	8	3
103	одной стороны	7	3
104	несмотря на	4	3
105	о которых	3	3
106	на язык	2	3
107	все эти	3	3
108	не является	9	3
109	в некоторых	2	3
110	со стороны	3	3
111	по этому	6	3
112	в их	2	3
113	как раз	4	3
114	в связи	6	3
115	что мы	9	3
116	и его	4	3
117	что для	3	3
118	говорить о	2	3
119	в другом	2	3
120	связи с	9	3
121	так как	4	3
122	к которому	6	3
123	а с	4	2
124	все время	3	2
125	при помощи	4	2
126	никогда не	8	2
127	для этого	3	2
128	точку зрения	6	2
129	что у	3	2
130	в предисловии	4	2
131	тогда когда	5	2
132	этих двух	2	2
133	вовсе не	6	2
134	в такой	2	2
135	его к	2	2
136	и ее	3	2
137	что именно	3	2
138	или иной	2	2
139	к тому	7	2
140	как мы	6	2
141	без всякого	2	2
142	что его	4	2
143	но все	2	2
144	что они	3	2
145	что если	2	2
146	но не	3	2
147	того же	3	2
148	только тогда	2	2
149	одной из	3	2
150	важно отметить	2	2
151	в самом	11	2
152	в сущности	9	2
153	во всех	2	2
154	том чтобы	4	2
155	нас к	2	2
156	в виду	6	2
157	речь идет	2	2
158	нет и	2	2
159	должен быть	2	2
160	в развитии	26	2
161	вместе с	6	2
162	ее в	2	2
163	и тогда	2	2
164	только что	3	2
165	предисловии к	4	2
166	этому поводу	3	2
167	и только	3	2
168	в отношении	6	2
169	с ее	2	2
170	с одной	7	2
171	и других	2	2
172	от того	2	2
173	мы находим	6	2
174	заключается в	8	2
175	самом деле	6	2
176	для того	10	2
177	и по	3	2
178	той же	2	2
179	мы не	10	2
180	на основе	7	2
181	или в	3	2
182	в которых	3	2
183	то он	2	2
184	в результате	3	2
185	могут быть	2	2
186	этого слова	3	2
187	что эта	6	2
188	не имеет	4	2
189	заметить что	2	2
190	к этой	3	2
191	не потому	2	2
