N	2gram	Bakhtin_Pr_1	Istorich
1	и в	38	24
2	что он	2	21
3	не только	9	21
4	и т	14	17
5	может быть	26	14
6	не может	27	14
7	в этих	2	13
8	что в	7	13
9	мы имеем	2	12
10	как в	4	12
11	в этом	15	12
12	и здесь	2	12
13	но и	9	11
14	это не	5	10
15	том что	3	10
16	а в	6	10
17	и что	2	10
18	и другие	2	9
19	с другой	7	9
20	не в	7	9
21	все же	6	9
22	о том	4	9
23	еще не	7	8
24	что и	2	8
25	все это	3	8
26	другой стороны	4	8
27	то же	5	8
28	а не	5	8
29	или в	2	8
30	в том	8	7
31	одна из	2	7
32	во всех	11	7
33	то что	8	7
34	к нему	10	7
35	таким образом	10	7
36	тем что	2	6
37	как и	7	6
38	но не	12	6
39	мы увидим	3	6
40	в нем	15	6
41	он не	3	6
42	и все	3	6
43	того что	2	6
44	только в	13	6
45	что это	2	6
46	не менее	4	5
47	в тех	3	5
48	одной стороны	3	5
49	отношение к	10	5
50	так и	5	5
51	с одной	3	5
52	здесь мы	2	5
53	в чем	2	5
54	с ним	5	5
55	ничего не	6	5
56	там где	6	5
57	но в	4	5
58	никогда не	5	4
59	не всегда	6	4
60	вовсе не	2	4
61	он может	2	4
62	тем не	3	4
63	по существу	2	4
64	при этом	5	4
65	одной из	3	4
66	как бы	22	4
67	в их	10	4
68	и не	42	4
69	не имеет	9	4
70	в других	4	4
71	точки зрения	8	4
72	в данном	4	4
73	мы должны	2	4
74	на первый	2	4
75	мы можем	6	4
76	с его	2	3
77	в них	5	3
78	но они	4	3
79	на то	2	3
80	в дальнейшем	3	3
81	кроме того	3	3
82	например в	3	3
83	не вполне	2	3
84	его в	9	3
85	не все	2	3
86	здесь нет	2	3
87	данном случае	4	3
88	задачи и	2	3
89	как мы	7	3
90	и становится	7	3
91	выше в	2	3
92	должны быть	4	3
93	и наконец	6	3
94	и даже	3	3
95	и он	2	3
96	и его	16	3
97	но это	3	3
98	хотя и	3	3
99	к себе	2	3
100	от него	3	3
101	связи с	2	3
102	и этим	6	3
103	как только	3	2
104	для нее	8	2
105	вообще не	7	2
106	и от	3	2
107	но здесь	3	2
108	к этому	2	2
109	прежде всего	13	2
110	не могут	2	2
111	не можем	2	2
112	и ее	2	2
113	в то	4	2
114	ни в	11	2
115	в ее	4	2
116	только там	2	2
117	связаны с	2	2
118	в форме	4	2
119	она не	2	2
120	было бы	8	2
121	в каких	2	2
122	в самом	7	2
123	не имеют	2	2
124	и эта	2	2
125	и о	5	2
126	ни с	2	2
127	в котором	2	2
128	и др	8	2
129	и тем	3	2
130	от всех	4	2
131	другими словами	2	2
132	где оно	2	2
133	на него	3	2
134	но конечно	4	2
135	связь с	3	2
136	отличается от	2	2
137	здесь не	4	2
138	в связи	2	2
139	нами в	2	2
140	в особенности	2	2
141	мы здесь	4	2
142	что не	4	2
143	и у	2	2
144	как это	2	2
145	его не	2	2
146	не его	2	2
147	сказать что	4	2
148	в основе	5	2
149	и на	3	2
150	они не	3	2
151	во всем	2	2
152	в таких	2	2
153	все эти	5	2
154	и это	3	2
155	конечно не	5	2
156	нами выше	2	2
157	собственно не	2	2
