N	2gram	Losev_Prob_2	FransuaR
1	и в	35	65
2	то есть	39	45
3	и др	2	24
4	как бы	4	22
5	и не	37	22
6	вовсе не	37	18
7	в том	12	16
8	в этом	17	15
9	но в	6	14
10	в условиях	2	13
11	мы уже	3	12
12	прежде всего	11	11
13	и на	5	11
14	том числе	2	10
15	не только	24	10
16	но и	16	10
17	так и	7	10
18	все эти	7	10
19	в его	7	9
20	во всех	2	9
21	все это	4	9
22	по своему	5	8
23	в своем	4	8
24	в основе	3	8
25	всех этих	4	8
26	и даже	11	8
27	его в	3	7
28	в области	6	7
29	числе и	2	7
30	точки зрения	2	7
31	только в	14	7
32	не знает	3	6
33	том что	19	6
34	все же	8	6
35	как мы	5	6
36	в значительной	3	6
37	еще не	10	6
38	при этом	3	6
39	может быть	18	6
40	в ней	2	6
41	в отношении	4	6
42	на самом	4	6
43	сказать что	24	6
44	так как	7	6
45	в частности	5	5
46	еще более	2	5
47	в них	2	5
48	потому что	13	5
49	есть в	4	5
50	или иной	5	5
51	той или	5	5
52	еще и	5	5
53	как и	5	5
54	в той	2	5
55	в своих	3	5
56	и все	5	5
57	в общем	4	4
58	связи с	5	4
59	это в	2	4
60	на всю	2	4
61	и к	3	4
62	не в	2	4
63	в этой	9	4
64	можно только	2	4
65	совершенно не	2	4
66	в самом	5	4
67	сих пор	4	4
68	до сих	4	4
69	мысли и	2	4
70	в их	3	4
71	для нас	9	4
72	входит в	2	4
73	не могут	4	3
74	и ни	3	3
75	что в	11	3
76	перестает быть	3	3
77	не является	7	3
78	в состоянии	2	3
79	не просто	11	3
80	в тех	2	3
81	что он	4	3
82	но все	2	3
83	но это	6	3
84	мы и	6	3
85	самом деле	4	3
86	о нем	2	3
87	даже в	2	3
88	к нему	2	3
89	то что	38	3
90	на этой	2	3
91	и их	3	3
92	и прежде	2	3
93	как раз	8	3
94	не может	13	3
95	разного рода	4	3
96	уже не	8	3
97	можно говорить	3	3
98	в системе	2	3
99	с другой	6	3
100	даже и	18	3
101	в себе	5	3
102	и вообще	16	3
103	и вовсе	6	3
104	далеко не	4	3
105	нет ничего	2	3
106	но как	6	3
107	и здесь	4	3
108	ничего не	10	3
109	и с	10	3
110	в виду	8	3
111	но не	4	2
112	и многие	2	2
113	к тому	3	2
114	и без	5	2
115	или даже	3	2
116	и от	3	2
117	из этих	3	2
118	раз и	5	2
119	но при	2	2
120	во многих	2	2
121	значение и	8	2
122	ни с	2	2
123	можно сказать	6	2
124	тело или	3	2
125	нам кажется	2	2
126	его от	2	2
127	да и	10	2
128	и само	2	2
129	кроме того	5	2
130	одной стороны	5	2
131	несмотря на	3	2
132	хотя и	3	2
133	он не	2	2
134	значительной мере	3	2
135	не вполне	4	2
136	в таких	3	2
137	нет и	3	2
138	и особенно	2	2
139	и для	6	2
140	в целом	3	2
141	при всех	3	2
142	на него	2	2
143	от всего	3	2
144	только на	9	2
145	в свете	3	2
146	одновременно и	3	2
147	с одной	5	2
148	но эта	3	2
149	мы здесь	3	2
150	того что	12	2
151	что не	5	2
152	в заключение	2	2
153	при таком	2	2
154	что мы	14	2
155	и наконец	3	2
156	и по	3	2
157	есть только	8	2
158	роль в	2	2
159	в таком	11	2
160	или в	2	2
161	их в	4	2
162	в этих	4	2
163	быть только	3	2
164	и самый	4	2
165	является здесь	2	2
166	от всякого	2	2
167	о том	18	2
168	и это	5	2
169	здесь только	3	2
170	и вещи	2	2
171	это было	2	2
