N	2gram	Medvedev_V_1	Istorich
1	и в	26	28
2	может быть	22	25
3	и т	23	25
4	т д	14	22
5	не может	17	15
6	а не	7	15
7	никогда не	4	14
8	мы имеем	3	13
9	что в	10	12
10	то же	10	12
11	не только	25	12
12	только в	7	11
13	что он	4	10
14	все же	5	10
15	прежде всего	13	10
16	но и	10	10
17	т е	18	10
18	в том	15	9
19	о том	10	9
20	то что	6	9
21	и не	19	9
22	не в	6	9
23	так и	5	9
24	если бы	3	8
25	таким образом	31	8
26	в этом	26	8
27	но в	2	8
28	это не	7	7
29	том что	8	7
30	еще не	2	7
31	было бы	7	7
32	в ней	2	7
33	и др	9	7
34	а в	3	7
35	этот вопрос	3	7
36	так же	3	7
37	что мы	2	7
38	с другой	11	6
39	не менее	2	6
40	к тому	4	6
41	ни один	7	6
42	так например	2	6
43	вслед за	2	6
44	что и	3	6
45	когда он	3	6
46	в этой	4	6
47	его в	3	6
48	вместе с	7	6
49	в одном	4	5
50	по существу	3	5
51	в силу	11	5
52	что они	3	5
53	более или	6	5
54	но не	2	5
55	например в	3	5
56	в качестве	11	5
57	что она	2	5
58	ее в	4	5
59	или менее	6	5
60	другой стороны	8	5
61	в своем	8	5
62	показывают что	3	5
63	можно было	2	5
64	на основе	5	5
65	или в	3	5
66	их в	6	5
67	сказать что	5	5
68	в его	14	5
69	все это	10	4
70	с тем	3	4
71	связи с	4	4
72	в пределах	5	4
73	об этом	9	4
74	одной стороны	2	4
75	даже в	5	4
76	один из	5	4
77	в связи	3	4
78	с этим	3	4
79	с одной	2	4
80	как и	7	4
81	того что	3	4
82	должны быть	2	4
83	и даже	2	4
84	хотя бы	19	4
85	и для	2	4
86	могут быть	5	4
87	они не	2	4
88	все эти	6	4
89	мы знаем	3	4
90	видели что	3	3
91	во время	3	3
92	в образе	2	3
93	перед нами	4	3
94	по себе	2	3
95	в книге	2	3
96	же говорит	4	3
97	именно в	2	3
98	утверждать что	4	3
99	в целях	2	3
100	что например	2	3
101	к сожалению	2	3
102	и их	3	3
103	в котором	3	3
104	должен быть	4	3
105	и по	3	3
106	то это	2	3
107	отношению к	7	3
108	из них	9	3
109	в форме	3	3
110	в их	5	3
111	и его	6	3
112	чтобы не	2	3
113	из которых	2	3
114	и он	2	3
115	же самое	2	3
116	как это	12	3
117	по отношению	7	3
118	также и	2	3
119	в другом	2	3
120	в то	6	3
121	будто бы	2	3
122	на вопрос	2	2
123	всего сказанного	2	2
124	не могут	7	2
125	зависит от	2	2
126	всех этих	2	2
127	в частности	11	2
128	к этому	9	2
129	и от	3	2
130	в пользу	2	2
131	или меньшей	3	2
132	и потому	2	2
133	между ними	3	2
134	вовсе не	3	2
135	том чтобы	2	2
136	как процесс	2	2
137	в ее	4	2
138	а затем	2	2
139	видно из	3	2
140	мы видели	3	2
141	в зависимости	6	2
142	и как	3	2
143	зависимости от	5	2
144	одна из	4	2
145	говорит в	3	2
146	большей или	3	2
147	как о	2	2
148	для него	8	2
149	мысль о	2	2
150	что не	3	2
151	что такое	2	2
152	не по	2	2
153	же как	2	2
154	как бы	5	2
155	по этому	9	2
156	относится к	2	2
157	не вполне	2	2
158	подчеркнуть что	2	2
159	а для	2	2
160	в нем	6	2
161	говорит о	7	2
162	в целом	4	2
163	во всех	6	2
164	образов и	4	2
165	даже не	2	2
166	во всей	2	2
167	как раз	3	2
168	этому поводу	7	2
169	в особенности	2	2
170	он не	2	2
171	еще и	2	2
172	приводит к	5	2
173	конечном итоге	2	2
174	одним из	5	2
175	должно быть	2	2
176	по его	2	2
177	между тем	5	2
178	в основном	5	2
179	в себе	6	2
180	в конечном	7	2
181	бы в	3	2
182	на это	2	2
183	как он	2	2
184	при помощи	3	2
185	которые в	2	2
186	только с	2	2
187	в области	2	2
188	тогда когда	2	2
189	том как	3	2
