N	2gram	Bakhtin_Pr_2	Myshleni
1	речи и	4	28
2	точки зрения	13	26
3	таким образом	5	26
4	в том	6	24
5	и в	43	23
6	том что	2	21
7	в целом	2	20
8	с точки	8	18
9	то что	7	17
10	в этом	13	17
11	так же	2	16
12	не только	11	16
13	того что	2	15
14	что в	4	14
15	может быть	23	14
16	но и	14	14
17	как и	14	14
18	в его	10	14
19	не может	18	12
20	как бы	22	11
21	сказать что	2	11
22	с другой	4	10
23	прежде всего	10	10
24	в отношении	3	10
25	другой стороны	3	9
26	и не	29	9
27	между тем	3	9
28	и с	5	9
29	внутренней речи	2	9
30	и на	10	8
31	в процессе	2	8
32	то же	8	8
33	речи как	2	8
34	нашей работы	2	8
35	вопрос о	2	7
36	в самом	7	7
37	по отношению	5	7
38	в то	7	7
39	так как	4	7
40	что он	13	7
41	отношению к	5	7
42	мы не	4	7
43	и ее	3	7
44	в другом	7	7
45	все это	5	6
46	лишь в	8	6
47	с этим	2	6
48	о том	5	6
49	в сущности	9	6
50	мысли и	2	6
51	и его	8	6
52	мы можем	2	6
53	тем что	3	6
54	в себе	5	6
55	только в	4	6
56	перед нами	7	5
57	то время	2	5
58	и как	2	5
59	на то	5	5
60	по себе	11	5
61	для этого	2	5
62	в своих	2	5
63	и все	6	5
64	бы в	5	5
65	если бы	3	5
66	но в	10	5
67	что может	2	5
68	между собой	2	5
69	а затем	2	5
70	и что	5	5
71	он не	9	5
72	слова и	12	5
73	так и	3	5
74	как мы	10	5
75	но не	5	4
76	и речь	2	4
77	не в	11	4
78	при этом	6	4
79	друг с	4	4
80	время как	2	4
81	в котором	6	4
82	по мере	4	4
83	целый ряд	2	4
84	все эти	5	4
85	в результате	4	4
86	их в	4	4
87	с его	4	4
88	в одном	12	4
89	и к	3	4
90	по существу	3	4
91	было бы	5	4
92	к тому	4	4
93	для себя	2	4
94	в своей	4	4
95	сих пор	7	4
96	как в	2	4
97	приводит к	6	4
98	как раз	4	4
99	а с	2	4
100	хотя бы	2	4
101	ни в	2	4
102	с другом	4	4
103	этого слова	2	4
104	до сих	7	4
105	уже в	2	3
106	я не	4	3
107	что это	2	3
108	связи между	3	3
109	в своем	4	3
110	из этих	2	3
111	в такой	2	3
112	мы и	2	3
113	и следовательно	3	3
114	значение в	2	3
115	образом и	3	3
116	в их	3	3
117	то и	2	3
118	отношения к	2	3
119	в которых	2	3
120	вовсе не	5	3
121	в одной	3	3
122	этот вопрос	4	3
123	во всем	3	3
124	как он	2	3
125	сознания и	3	3
126	превращается в	2	3
127	об этом	2	3
128	такой же	3	3
129	во всех	4	3
130	друг от	2	3
131	она не	3	3
132	от друга	2	3
133	не могу	2	3
134	человека и	2	3
135	все же	3	3
136	самом деле	5	3
137	а не	7	3
138	на этот	4	3
139	можно было	3	3
140	и то	2	3
141	во всяком	2	3
142	сам по	5	3
143	могут быть	3	3
144	и это	4	3
145	ничего не	3	3
146	направлено на	3	2
147	никогда не	9	2
148	является как	2	2
149	что у	2	2
150	в конце	2	2
151	от них	2	2
152	словом и	2	2
153	как если	2	2
154	но все	2	2
155	же время	5	2
156	для него	8	2
157	хотя и	5	2
158	слову и	2	2
159	и мысли	2	2
160	и до	4	2
161	той же	3	2
162	в слове	5	2
163	и наконец	6	2
164	и даже	3	2
165	речь и	2	2
166	должно быть	4	2
167	бы и	2	2
168	а в	5	2
169	его мысли	2	2
170	что этот	2	2
171	в словах	4	2
172	но этот	2	2
173	в первом	2	2
174	в этих	6	2
175	в них	4	2
176	в стороне	2	2
177	лежит в	2	2
178	с собой	4	2
179	указывает на	2	2
180	одно и	2	2
181	со всеми	3	2
182	себе и	4	2
183	бы он	2	2
184	слов с	3	2
185	за пределы	3	2
186	наконец в	3	2
187	том же	4	2
188	даже в	3	2
189	когда он	3	2
190	ее в	2	2
191	на него	3	2
192	слова как	3	2
193	нами в	2	2
194	того как	2	2
195	если мы	2	2
196	уже не	3	2
197	и пр	2	2
198	в речи	5	2
199	между ними	4	2
200	речь в	2	2
201	почти всегда	2	2
202	и при	2	2
203	в виде	3	2
204	что если	3	2
205	дело в	2	2
206	к другу	2	2
207	там где	4	2
208	что говорит	2	2
