N	2gram	Losev_Prob_3	Dialekti
1	не есть	35	40
2	и не	35	30
3	по себе	25	25
4	и т	13	21
5	т д	13	19
6	и в	44	18
7	ничего не	3	17
8	может быть	28	17
9	точки зрения	5	17
10	в нем	9	16
11	и есть	5	16
12	ни в	8	15
13	так что	12	15
14	не имеет	9	15
15	значит что	7	14
16	а не	18	14
17	потому что	25	14
18	что в	8	13
19	то что	23	13
20	не только	14	13
21	и даже	14	13
22	если бы	3	12
23	было бы	8	12
24	в мифе	3	12
25	и что	7	12
26	с точки	2	12
27	в этом	17	12
28	не может	7	12
29	что это	3	11
30	что он	9	11
31	как бы	9	11
32	все это	5	11
33	это значит	4	11
34	в себе	8	11
35	так как	9	11
36	прежде всего	3	10
37	есть нечто	8	10
38	то же	13	10
39	что такое	3	10
40	сказать что	16	10
41	никогда не	6	9
42	отнюдь не	10	9
43	это не	9	9
44	в том	21	9
45	это есть	3	9
46	так и	10	9
47	том что	12	9
48	и то	14	9
49	ясно что	6	8
50	сама по	8	8
51	но это	8	8
52	совершенно не	4	8
53	в каком	4	8
54	не просто	23	7
55	вовсе не	37	7
56	и как	3	7
57	то в	3	7
58	но и	10	7
59	мы находим	7	7
60	в аллегории	15	7
61	идея и	3	7
62	также и	16	7
63	той или	12	7
64	как она	2	7
65	с другой	7	6
66	можно сказать	6	6
67	да и	5	6
68	хотя бы	3	6
69	она не	3	6
70	никак не	9	6
71	ни с	4	6
72	не было	5	6
73	есть ни	3	6
74	не в	13	6
75	его не	2	6
76	в то	9	6
77	ни на	3	6
78	и ни	3	6
79	и образ	2	6
80	в чем	4	6
81	с ним	7	6
82	не то	2	6
83	но в	12	6
84	сам по	6	6
85	он сам	4	5
86	в этих	2	5
87	в своем	5	5
88	на то	3	5
89	идеи и	3	5
90	есть и	2	5
91	ни о	3	5
92	но если	6	5
93	себе не	2	5
94	ровно ничего	2	5
95	все же	6	5
96	в отношении	2	5
97	общего с	3	5
98	что оно	2	5
99	есть только	4	5
100	а в	5	5
101	само по	3	5
102	можно было	4	5
103	и с	9	5
104	говорить о	3	5
105	мы должны	7	5
106	в виду	10	5
107	нисколько не	2	4
108	и более	2	4
109	по крайней	5	4
110	у пушкина	6	4
111	в конце	5	4
112	к тому	3	4
113	не мешает	3	4
114	во всяком	9	4
115	зеленый цвет	2	4
116	об этом	3	4
117	крайней мере	5	4
118	это и	7	4
119	но не	3	4
120	от него	2	4
121	одно и	3	4
122	хотя и	5	4
123	каком случае	2	4
124	в символе	13	4
125	в котором	2	4
126	то это	10	4
127	только то	2	4
128	быть и	3	4
129	так же	5	4
130	другой стороны	5	4
131	как раз	8	4
132	собственно говоря	5	4
133	мы говорим	4	4
134	и притом	4	4
135	только и	8	4
136	как мы	8	4
137	почти всегда	2	4
138	или другой	4	4
139	образ и	3	4
140	мы можем	6	4
141	он есть	2	4
142	и вообще	8	4
143	ничего общего	7	4
144	о том	6	4
145	как это	2	4
146	даже просто	2	4
147	неизвестно чего	2	3
148	содержит в	3	3
149	может иметь	3	3
150	состоит из	5	3
151	или иная	3	3
152	всех этих	2	3
153	тому что	4	3
154	больше ничего	2	3
155	все равно	3	3
156	быть очень	5	3
157	имеет никакого	3	3
158	отвлеченная идея	3	3
159	есть не	5	3
160	не является	11	3
161	или иной	8	3
162	но эта	3	3
163	что и	9	3
164	а только	5	3
165	при условии	2	3
166	только потому	2	3
167	что они	5	3
168	о чем-то	4	3
169	но что	2	3
170	случае не	3	3
171	на себе	3	3
172	не что-нибудь	2	3
173	и о	5	3
174	есть просто	2	3
175	или иное	2	3
176	он не	8	3
177	только с	4	3
178	в его	9	3
179	не значит	3	3
180	и потому	7	3
181	гораздо более	5	3
182	жизни и	6	3
183	но только	6	3
184	отношения к	3	3
185	указывает на	7	3
186	что же	8	3
187	даже не	2	3
188	в их	2	3
189	только на	5	3
190	имеет ничего	3	3
191	в самом	3	3
192	даже если	2	3
193	еще и	7	3
194	но все	3	3
195	но с	2	3
196	что смысл	2	3
197	на самом	7	3
198	тех или	5	3
199	самом деле	3	3
200	только что	2	3
201	то или	3	3
202	что для	3	3
203	у них	2	3
204	жизнь и	2	3
205	конце концов	3	3
206	ничто не	2	3
207	в данном	9	3
208	очень много	3	3
209	ничем не	2	3
210	в основе	2	3
211	в ней	5	3
212	могут быть	2	3
213	даже и	16	3
214	только в	19	3
215	но вот	3	3
216	и все	3	3
217	есть символ	11	3
218	бы в	2	3
219	та или	3	3
220	как только	3	2
221	ни к	3	2
222	не менее	10	2
223	поэтому и	2	2
224	что их	2	2
225	не был	2	2
226	находим в	3	2
227	того что	8	2
228	же как	3	2
229	именно в	2	2
230	в виде	6	2
231	в частности	2	2
232	буквально и	2	2
233	образа в	2	2
234	были бы	2	2
235	вещи есть	2	2
236	в качестве	3	2
237	и состоит	2	2
238	сравнению с	2	2
239	как в	5	2
240	с этой	3	2
241	и от	9	2
242	точно так	3	2
243	раз и	4	2
244	с другими	3	2
245	просто как	2	2
246	этой точки	2	2
247	вещи и	7	2
248	быть в	2	2
249	говорят о	3	2
250	о которых	3	2
251	очень мало	2	2
252	ни было	3	2
253	как и	10	2
254	всегда есть	2	2
255	мы и	2	2
256	и при	2	2
257	с той	5	2
258	является не	2	2
259	том или	3	2
260	что здесь	5	2
261	чем он	2	2
262	как о	5	2
263	здесь в	3	2
264	для него	3	2
265	до сих	2	2
266	только тогда	2	2
267	еще не	5	2
268	и может	2	2
269	о чем	2	2
270	и больше	3	2
271	никто не	2	2
272	в первую	3	2
273	это за	3	2
274	по сравнению	2	2
275	и следовательно	2	2
276	и является	4	2
277	всяком случае	6	2
278	тем более	3	2
279	для нее	2	2
280	но уже	3	2
281	другими словами	6	2
282	из них	2	2
283	для чего	2	2
284	в своей	5	2
285	с ней	5	2
286	дело не	2	2
287	сих пор	2	2
288	образом и	2	2
289	аллегория но	2	2
290	к самому	2	2
291	и тогда	3	2
292	она ни	2	2
293	нас не	5	2
294	для этого	6	2
295	что даже	4	2
296	несет на	2	2
297	иной раз	3	2
298	идет речь	3	2
299	с этим	2	2
300	а с	2	2
301	себе а	3	2
302	с одной	2	2
303	все эти	7	2
304	мы имеем	2	2
305	есть он	2	2
306	из того	3	2
307	если мы	16	2
308	отличное от	2	2
309	уже не	7	2
310	и у	2	2
311	и для	2	2
312	д и	4	2
313	отличается от	4	2
314	и символом	3	2
315	между собою	2	2
316	то он	2	2
317	хотя это	2	2
318	же и	4	2
319	то и	5	2
320	он и	2	2
321	аллегории и	2	2
322	в которых	3	2
323	что тут	3	2
324	но как	4	2
325	в другом	2	2
326	об его	4	2
327	или по	4	2
328	и это	9	2
329	ни от	4	2
330	образа и	4	2
331	время как	4	2
332	тоже не	5	2
333	это было	2	2
