N	2gram	Vinokur_St_2	Analitik
1	не только	19	22
2	тогда как	2	20
3	и в	29	18
4	как и	2	14
5	так и	9	14
6	в этом	21	14
7	но и	19	13
8	и его	6	13
9	в частности	4	12
10	том что	27	12
11	в качестве	5	12
12	и не	9	12
13	при этом	2	11
14	как бы	5	10
15	может быть	2	9
16	со стороны	2	9
17	что в	19	9
18	а не	5	9
19	в том	27	9
20	с его	2	8
21	своего рода	5	8
22	и даже	3	8
23	с другой	4	7
24	но не	3	7
25	в его	13	7
26	в русской	5	7
27	как раз	8	7
28	к тому	10	6
29	не в	4	6
30	в начале	3	6
31	для него	4	6
32	в этой	2	6
33	он не	9	6
34	в их	3	6
35	о том	17	6
36	никогда не	3	5
37	не является	3	5
38	в конце	2	5
39	прежде всего	5	5
40	того же	2	5
41	такого рода	2	5
42	в самом	7	5
43	что и	2	5
44	другой стороны	3	5
45	в результате	2	5
46	между тем	5	5
47	не менее	3	4
48	о чем	5	4
49	в своем	9	4
50	в одном	6	4
51	по себе	3	4
52	что он	13	4
53	и к	4	4
54	и как	2	4
55	и сам	2	4
56	все же	6	4
57	внимание на	4	4
58	таким образом	10	4
59	в заключительной	2	4
60	по пути	2	4
61	и на	6	4
62	в данном	2	4
63	не столько	7	3
64	у пушкина	12	3
65	к этому	4	3
66	самого пушкина	3	3
67	его как	2	3
68	в ее	2	3
69	тому же	3	3
70	что они	2	3
71	было бы	5	3
72	только не	2	3
73	по поводу	8	3
74	сочетании с	2	3
75	как говорит	2	3
76	дело не	2	3
77	как в	3	3
78	все это	11	3
79	в сочетании	2	3
80	то же	2	3
81	не было	3	3
82	этом отношении	9	3
83	еще и	3	3
84	именно в	4	3
85	в году	3	3
86	по его	3	3
87	его не	3	3
88	ничего не	4	3
89	с этим	3	3
90	точки зрения	5	3
91	в то	2	3
92	его в	2	3
93	в особенности	2	3
94	как это	2	3
95	все эти	2	2
96	в них	2	2
97	но они	2	2
98	с нею	3	2
99	пушкина и	9	2
100	в нем	4	2
101	в тех	2	2
102	несмотря на	2	2
103	о которых	2	2
104	не должен	2	2
105	тем не	2	2
106	говорит о	2	2
107	в романе	4	2
108	с тем	7	2
109	по своему	2	2
110	очевидно что	2	2
111	в общем	3	2
112	совершенно не	2	2
113	например в	3	2
114	на его	2	2
115	значительной степени	2	2
116	хотя и	4	2
117	в ней	7	2
118	об этом	6	2
119	от его	2	2
120	и потому	2	2
121	а также	2	2
122	всяком случае	3	2
123	только к	2	2
124	даже в	2	2
125	то что	11	2
126	вместе с	7	2
127	для пушкина	21	2
128	связь с	2	2
129	не может	2	2
130	в отличие	2	2
131	к первому	2	2
132	но с	4	2
133	в той	5	2
134	самом деле	3	2
135	в значительной	2	2
136	не мог	3	2
137	с точки	2	2
138	и он	3	2
139	и по	3	2
140	сравнении с	2	2
141	сказать что	2	2
142	во всяком	3	2
143	тем что	3	2
144	мере в	2	2
145	на себя	3	2
146	борьбе за	2	2
147	что пушкин	15	2
148	на меня	2	2
149	в себе	2	2
150	и здесь	3	2
151	только в	2	2
152	дело в	4	2
153	там где	2	2
154	отличие от	2	2
155	действующего лица	2	2
156	но в	8	2
157	о своей	2	2
