N	2gram	Ircho_Kome_1	Formalny
1	т е	13	32
2	и не	8	30
3	вовсе не	2	28
4	и в	22	27
5	может быть	9	25
6	не может	2	24
7	так и	5	21
8	и его	8	19
9	таким образом	8	18
10	в этом	3	18
11	точки зрения	4	16
12	в нем	4	15
13	то же	6	15
14	как и	9	14
15	не в	6	12
16	в самом	2	11
17	и т	9	11
18	место в	3	10
19	но и	11	10
20	в действительности	2	9
21	так как	4	9
22	не только	10	9
23	так же	3	9
24	что в	6	8
25	ни в	6	8
26	при этом	5	8
27	и все	3	8
28	то что	2	8
29	как раз	3	8
30	как мы	4	8
31	только в	3	8
32	не менее	3	7
33	в том	11	7
34	же время	4	7
35	все это	5	7
36	потому что	5	7
37	в то	10	7
38	его в	3	7
39	между тем	5	7
40	для них	2	7
41	в его	5	7
42	с другой	5	6
43	и теперь	2	6
44	всяком случае	2	6
45	т д	4	6
46	здесь и	2	6
47	в своих	2	6
48	но в	4	6
49	что он	6	6
50	еще не	2	6
51	было бы	2	6
52	все же	3	6
53	во всяком	2	6
54	и ее	3	6
55	вместе с	2	6
56	независимо от	2	5
57	ни было	2	5
58	что они	4	5
59	совсем не	2	5
60	другой стороны	5	5
61	и формы	2	5
62	в результате	4	5
63	в истории	5	5
64	но не	2	5
65	т п	5	5
66	тем что	4	5
67	уже в	5	4
68	то ни	2	4
69	прежде всего	5	4
70	к тому	6	4
71	мы знаем	2	4
72	он был	2	4
73	да и	3	4
74	и как	3	4
75	до конца	2	4
76	мы видели	2	4
77	бы то	2	4
78	в целом	3	4
79	со стороны	2	4
80	о том	8	4
81	как это	3	4
82	мы можем	4	4
83	том что	12	4
84	как в	5	4
85	мы не	3	4
86	могут быть	3	4
87	же как	3	3
88	столь же	2	3
89	в конце	6	3
90	и тем	2	3
91	по отношению	3	3
92	этом отношении	3	3
93	и на	3	3
94	не следует	2	3
95	и с	3	3
96	в них	3	3
97	ясно что	4	3
98	у нас	3	3
99	того же	2	3
100	же самое	2	3
101	еще в	5	3
102	отношению к	3	3
103	ее в	2	3
104	в себе	2	3
105	для этого	2	2
106	в отношении	6	2
107	и мир	2	2
108	главным образом	3	2
109	на все	2	2
110	но это	2	2
111	такой же	2	2
112	в этой	7	2
113	на этом	2	2
114	в котором	4	2
115	только один	2	2
116	из них	10	2
117	за счет	3	2
118	именно на	2	2
119	и даже	5	2
120	действующих лиц	4	2
121	одну из	2	2
122	чем же	2	2
123	конце концов	4	2
124	к которому	3	2
125	именно потому	2	2
126	однако в	3	2
127	и во	2	2
128	к этому	4	2
129	с ее	2	2
130	и притом	2	2
131	а к	2	2
132	одна из	2	2
133	одной из	3	2
134	и из	2	2
135	в сущности	2	2
136	за пределы	2	2
137	даже в	3	2
138	что и	4	2
139	тем не	2	2
140	так в	4	2
141	если они	2	2
142	правда в	2	2
143	на протяжении	4	2
144	ту же	2	2
145	отличие от	2	2
146	в области	2	2
147	ничего не	3	2
