N	2gram	Voloshinov_2	KFilosof
1	может быть	28	43
2	в его	5	39
3	в нем	11	31
4	не может	18	27
5	и не	19	26
6	по отношению	8	25
7	и в	19	22
8	в котором	3	21
9	отношению к	8	21
10	в себе	4	21
11	не есть	3	19
12	в ее	3	17
13	а не	9	17
14	и его	16	17
15	только в	8	16
16	точки зрения	17	13
17	в этом	15	13
18	ни в	6	12
19	для него	9	12
20	но не	2	12
21	и это	3	12
22	все эти	3	11
23	в своей	3	11
24	не в	10	11
25	к нему	5	11
26	в своем	2	10
27	это не	4	10
28	во всех	6	10
29	с точки	13	10
30	но и	10	9
31	в их	5	9
32	как бы	19	9
33	и все	6	9
34	и для	7	9
35	не было	3	8
36	лишь в	14	8
37	если бы	11	8
38	было бы	4	8
39	жизни и	2	8
40	на основе	3	7
41	и здесь	5	7
42	в единстве	4	7
43	вовсе не	11	7
44	конечно не	4	7
45	должен быть	2	7
46	что и	3	7
47	то что	4	7
48	себя в	2	7
49	в смысле	6	6
50	в том	7	6
51	отнюдь не	8	6
52	совершенно не	5	6
53	и их	4	6
54	он не	3	6
55	менее всего	3	6
56	никогда не	7	5
57	хотя бы	6	5
58	то же	16	5
59	в контексте	5	5
60	именно в	2	5
61	не имеет	3	5
62	должно быть	3	5
63	в основе	9	5
64	но как	2	5
65	но ведь	3	5
66	его в	7	5
67	но в	7	5
68	не знает	2	5
69	как и	9	5
70	не только	13	5
71	для себя	4	5
72	все же	5	5
73	бытия в	2	5
74	там где	2	5
75	место в	2	4
76	что в	2	4
77	ни было	6	4
78	здесь мы	3	4
79	при этом	9	4
80	с ними	4	4
81	между тем	6	4
82	не как	3	4
83	том что	10	4
84	а в	3	4
85	в каком	3	4
86	и т.д	4	4
87	независимо от	2	3
88	должна быть	4	3
89	что это	2	3
90	лишь как	2	3
91	из него	2	3
92	лишь при	2	3
93	в свою	6	3
94	до конца	2	3
95	и пр	25	3
96	и тем	4	3
97	в корне	3	3
98	того что	4	3
99	рядом с	2	3
100	и на	5	3
101	в ней	3	3
102	в то	8	3
103	того или	2	3
104	о том	3	3
105	мы не	2	3
106	сознания и	3	3
107	или иного	2	3
108	от него	2	3
109	еще не	3	3
110	быть и	6	3
111	бы не	2	3
112	на самом	7	3
113	эти моменты	2	3
114	самом деле	9	3
115	для того	6	3
116	только с	2	3
117	что не	2	3
118	тем что	2	3
119	вступает в	2	3
120	могут быть	3	3
121	в другом	3	3
122	ничего не	4	3
123	слова в	8	2
124	а с	2	2
125	его и	3	2
126	то ни	5	2
127	прежде всего	7	2
128	вопрос о	2	2
129	его к	2	2
130	или иной	5	2
131	и как	6	2
132	же время	8	2
133	его осуществления	2	2
134	т.е не	2	2
135	но для	2	2
136	лишь моментом	2	2
137	по себе	3	2
138	тому что	4	2
139	вступить в	3	2
140	ее от	2	2
141	он и	2	2
142	той или	4	2
143	нет подхода	2	2
144	подхода к	3	2
145	а как	4	2
146	с его	8	2
147	и то	3	2
148	ориентация в	4	2
149	в жизни	2	2
150	к этому	5	2
151	отсюда следует	3	2
152	что он	4	2
153	конечно в	3	2
154	будет ли	2	2
155	оценки и	3	2
156	и того	5	2
157	не будет	3	2
158	бы то	4	2
159	в качестве	3	2
160	имеют место	2	2
161	ли это	2	2
162	бы он	3	2
163	и потому	2	2
164	этого слова	5	2
165	лишь с	2	2
166	акт как	2	2
167	и именно	2	2
168	в процессе	18	2
169	так и	10	2
170	нами в	3	2
171	в виде	2	2
172	еще более	2	2
173	сводится к	2	2
174	мы здесь	2	2
175	того чтобы	6	2
176	и эта	2	2
177	в данном	5	2
178	от этого	2	2
179	в этой	3	2
180	отношении к	5	2
181	или как	2	2
