N	2gram	Losev_Vlad_3	Narrotol
1	не только	25	32
2	может быть	8	25
3	но и	18	23
4	в качестве	3	21
5	и не	25	20
6	и в	40	19
7	то есть	24	19
8	в том	18	18
9	в этом	16	17
10	том что	18	14
11	не в	3	14
12	а не	8	12
13	то что	28	11
14	а в	7	11
15	не может	14	10
16	точки зрения	13	10
17	при этом	3	9
18	со стороны	2	9
19	так и	6	9
20	в его	14	9
21	в мире	2	9
22	с другой	5	8
23	не является	2	8
24	в себе	9	8
25	как и	7	7
26	еще не	4	7
27	к тому	7	7
28	такого рода	4	7
29	а также	8	7
30	все же	4	7
31	с одной	3	7
32	одной стороны	3	7
33	с его	2	6
34	что он	5	6
35	то в	6	6
36	но не	4	6
37	именно в	3	6
38	тем самым	2	6
39	как это	4	6
40	о том	11	6
41	но в	4	6
42	и как	7	5
43	отнюдь не	5	5
44	по себе	6	5
45	тому же	5	5
46	не все	3	5
47	уже не	9	5
48	к нему	3	5
49	и его	10	5
50	в данном	5	5
51	в отличие	3	5
52	отличие от	3	5
53	в этой	8	5
54	далеко не	3	5
55	перед нами	3	4
56	прежде всего	10	4
57	в нем	3	4
58	у него	24	4
59	то же	4	4
60	же в	3	4
61	да и	6	4
62	но все	3	4
63	в силу	2	4
64	если не	6	4
65	же время	2	4
66	было бы	4	4
67	связи с	2	4
68	одной из	2	4
69	той или	2	4
70	как бы	3	4
71	и тем	3	4
72	хотя бы	6	4
73	данном случае	2	4
74	другой стороны	2	4
75	отличается от	3	4
76	не мог	6	4
77	не столько	3	4
78	сказать что	12	4
79	в церкви	2	4
80	только в	13	4
81	здесь не	3	4
82	и с	9	4
83	же не	2	4
84	не существует	2	3
85	не менее	9	3
86	а с	4	3
87	же как	3	3
88	что в	17	3
89	никогда не	11	3
90	уже в	3	3
91	из этих	3	3
92	но о	3	3
93	тем не	10	3
94	ни в	10	3
95	за границу	2	3
96	обращает на	2	3
97	в сущности	2	3
98	хотя и	7	3
99	в ней	5	3
100	он не	8	3
101	и даже	6	3
102	мог бы	4	3
103	не с	4	3
104	не есть	10	3
105	себя внимание	2	3
106	не будет	6	3
107	как говорит	2	3
108	бы то	3	3
109	из них	2	3
110	на него	2	3
111	а именно	12	3
112	даже не	3	3
113	то ни	3	3
114	этом отношении	2	3
115	как мы	8	3
116	сводится к	3	3
117	истории в	2	3
118	или иначе	2	3
119	и на	6	3
120	тем что	5	3
121	не о	2	3
122	на себя	2	3
123	по своей	2	3
124	в то	7	3
125	что это	9	3
126	он сам	2	2
127	независимо от	3	2
128	должна быть	2	2
129	которая в	2	2
130	в своем	8	2
131	в какой	2	2
132	оно не	3	2
133	здесь и	2	2
134	не как	2	2
135	точно так	4	2
136	и сейчас	2	2
137	что на	2	2
138	на первый	2	2
139	говорит о	4	2
140	по существу	4	2
141	только о	3	2
142	более или	5	2
143	для него	8	2
144	она не	2	2
145	несмотря на	7	2
146	наряду с	2	2
147	некоторого рода	5	2
148	он уже	2	2
149	и потому	10	2
150	так или	2	2
151	даже в	4	2
152	не имеет	4	2
153	жизни а	2	2
154	в юности	2	2
155	или менее	5	2
156	который в	2	2
157	так же	8	2
158	как раз	10	2
159	не на	2	2
160	в связи	3	2
161	и только	3	2
162	отношения к	5	2
163	не было	5	2
164	все эти	5	2
165	совершенно не	2	2
166	что мы	2	2
167	и для	3	2
168	с точки	6	2
169	при всем	2	2
170	это не	3	2
171	роль в	2	2
172	в таком	3	2
173	можно было	5	2
174	в результате	4	2
175	что касается	2	2
176	всей своей	2	2
177	но как	2	2
178	все то	3	2
179	и все	4	2
180	его в	2	2
181	а если	2	2
182	ничего не	5	2
183	мы имеем	3	2
184	таком случае	2	2
