N	3gram	Potebnia_M_3	Psycholo
1	для того чтобы	3	19
2	в том что	16	12
3	к тому что	2	5
4	и может быть	2	4
5	что он не	3	4
6	смысле этого слова	7	3
7	том что он	2	3
8	и т п	2	3
9	сама по себе	2	3
10	а b с	4	3
11	с одной стороны	3	3
12	то что мы	2	3
13	до сих пор	3	3
14	в том чтобы	2	3
15	этого слова и	2	2
16	и той же	2	2
17	в то время	4	2
18	вместе с тем	4	2
19	потому что он	3	2
20	сам по себе	5	2
21	и т д	3	2
22	именно в том	2	2
23	с другой стороны	4	2
24	что в ней	2	2
25	и в самом	2	2
26	не только не	2	2
27	одной и той	2	2
