N	2gram	Tiupa_Narr_2	Problema
1	и в	13	30
2	в своей	4	22
3	то есть	9	21
4	то что	8	18
5	не только	26	18
6	том что	13	17
7	в этом	13	17
8	и даже	3	14
9	но и	15	13
10	таким образом	5	13
11	потому что	2	13
12	в том	14	12
13	в его	6	12
14	и не	14	12
15	о том	5	12
16	в своем	6	11
17	у него	6	11
18	в виде	2	10
19	для нас	2	10
20	точки зрения	5	10
21	в этой	4	10
22	все же	6	9
23	сказать что	3	9
24	но в	6	9
25	только в	11	9
26	и все	4	9
27	в конце	4	8
28	вовсе не	2	8
29	никак не	3	8
30	хотя и	5	8
31	с точки	2	8
32	никогда не	6	7
33	что он	5	7
34	у нас	2	7
35	как и	4	7
36	но не	3	7
37	может быть	10	7
38	так и	9	7
39	говорит о	2	7
40	не в	8	7
41	здесь не	2	7
42	в результате	2	7
43	с другой	5	6
44	прежде всего	6	6
45	можно сказать	6	6
46	уже не	4	6
47	несмотря на	2	6
48	и для	3	6
49	как бы	6	6
50	в нем	5	6
51	что и	2	6
52	и что	2	6
53	а в	9	6
54	и его	3	6
55	не менее	4	5
56	что в	4	5
57	что у	2	5
58	тем не	5	5
59	в силу	4	5
60	так же	2	5
61	в самом	2	5
62	для себя	3	5
63	не может	8	5
64	а не	17	5
65	и у	4	5
66	но он	2	5
67	как раз	3	5
68	если не	2	4
69	в частности	11	4
70	отнюдь не	4	4
71	жизни в	6	4
72	как о	2	4
73	нового времени	2	4
74	об этом	4	4
75	при этом	14	4
76	было бы	2	4
77	и сам	3	4
78	в качестве	14	4
79	а с	2	4
80	xix в	2	4
81	и к	6	4
82	и он	2	4
83	в себе	8	4
84	в то	5	4
85	далеко не	5	4
86	едва ли	3	4
87	он сам	2	3
88	именно в	2	3
89	однако в	2	3
90	точно так	2	3
91	о котором	3	3
92	же в	4	3
93	в ее	4	3
94	в начале	2	3
95	что они	3	3
96	еще не	2	3
97	одной стороны	5	3
98	он не	5	3
99	а также	6	3
100	а потом	2	3
101	и тем	5	3
102	с одной	5	3
103	того что	6	3
104	внимание на	3	3
105	в других	2	3
106	в ней	2	3
107	в другом	4	3
108	с ним	4	3
109	видит в	2	3
110	мира в	4	3
111	по мысли	5	2
112	я не	5	2
113	и более	2	2
114	по словам	2	2
115	в какой	4	2
116	хотя бы	2	2
117	как в	5	2
118	это не	3	2
119	с этой	3	2
120	не все	2	2
121	один из	3	2
122	однако на	2	2
123	на то	2	2
124	к тому	9	2
125	то же	4	2
126	да и	3	2
127	раз в	2	2
128	участие в	2	2
129	не будет	2	2
130	в свою	2	2
131	со всеми	2	2
132	по поводу	2	2
133	жизни и	4	2
134	бы с	2	2
135	в данном	10	2
136	мы имеем	3	2
137	такого рода	12	2
138	о своем	2	2
139	вслед за	6	2
140	но для	2	2
141	в котором	5	2
142	отношению к	5	2
143	не к	4	2
144	на него	5	2
145	все что	4	2
146	данном случае	6	2
147	видя в	2	2
148	по отношению	5	2
149	то и	3	2
150	все эти	3	2
151	мы не	2	2
152	они не	2	2
153	самом деле	3	2
154	того чтобы	3	2
155	свидетельствует о	4	2
156	то у	3	2
157	в таком	3	2
158	бы на	2	2
159	по его	2	2
160	можно было	2	2
161	между тем	3	2
162	мере в	2	2
163	всей своей	2	2
164	по своей	3	2
165	мира и	3	2
166	в чем	2	2
167	в области	2	2
168	ничего не	6	2
