N	2gram	Vygotskiy__6	Problema
1	в его	3	43
2	и не	11	42
3	и в	28	38
4	не может	19	27
5	может быть	13	26
6	как бы	11	22
7	по отношению	10	21
8	отношению к	10	19
9	и его	3	16
10	в нем	7	15
11	в этом	27	15
12	независимо от	3	13
13	прежде всего	2	13
14	только в	18	13
15	но не	10	12
16	во всех	4	11
17	в области	6	11
18	отношение к	7	10
19	в их	3	10
20	таким образом	18	10
21	но и	10	9
22	не имеет	6	9
23	его в	6	9
24	не только	16	9
25	в том	28	8
26	и как	6	8
27	и др	2	8
28	точки зрения	13	8
29	было бы	9	8
30	то что	28	8
31	что в	17	7
32	с другой	2	7
33	вообще не	6	7
34	с помощью	13	7
35	не в	4	7
36	в самом	8	7
37	как и	6	7
38	еще не	8	7
39	в своей	2	7
40	как мы	10	7
41	в плане	3	7
42	в пределах	5	6
43	можно только	2	6
44	и наконец	2	6
45	а в	2	6
46	на основе	4	6
47	все же	2	6
48	дело с	2	6
49	самом деле	2	6
50	с точки	10	6
51	мы можем	9	6
52	там где	7	6
53	отношения к	3	6
54	то же	7	5
55	в своем	7	5
56	это не	5	5
57	при этом	3	5
58	имеет место	2	5
59	никогда не	8	5
60	все эти	2	5
61	в основе	3	5
62	с ним	2	5
63	в них	3	5
64	в высшей	2	5
65	так и	6	5
66	не на	2	5
67	а не	3	5
68	могут быть	5	5
69	не менее	2	4
70	в нашем	4	4
71	только по	4	4
72	известной степени	2	4
73	другой стороны	2	4
74	и только	3	4
75	которых мы	2	4
76	в других	2	4
77	с ними	2	4
78	сказать что	13	4
79	в то	6	4
80	к которому	2	4
81	но в	5	4
82	значение слова	3	4
83	не с	2	4
84	относится к	4	4
85	как в	3	4
86	тем самым	8	4
87	между ними	7	4
88	можно было	7	4
89	в данном	2	4
90	более того	2	4
91	в себе	4	4
92	как только	2	3
93	и от	2	3
94	и иной	2	3
95	но это	2	3
96	имеем дело	2	3
97	несмотря на	2	3
98	например в	4	3
99	хотя и	3	3
100	связи и	3	3
101	и тем	5	3
102	в целом	3	3
103	все это	2	3
104	они не	4	3
105	моментом в	2	3
106	и на	5	3
107	языка в	2	3
108	если бы	7	3
109	и все	5	3
110	этом смысле	2	3
111	на фоне	3	3
112	ясно что	4	3
113	и к	6	3
114	том что	19	3
115	от него	2	3
116	он не	7	3
117	оно не	4	3
118	входят в	2	3
119	приводит к	6	3
120	но с	2	3
121	с другими	2	3
122	значение для	3	3
123	не знает	3	3
124	чем в	2	2
125	на этом	4	2
126	я не	4	2
127	не могут	5	2
128	том как	2	2
129	и другие	2	2
130	в частности	4	2
131	в этих	2	2
132	что все	5	2
133	в каждом	3	2
134	была бы	2	2
135	на то	4	2
136	можно сказать	6	2
137	а только	2	2
138	что оно	7	2
139	в нашей	3	2
140	в значительной	2	2
141	при решении	5	2
142	совпадает с	4	2
143	именно поэтому	2	2
144	но совершенно	2	2
145	в котором	2	2
146	он может	2	2
147	является как	3	2
148	отличается от	3	2
149	в связи	2	2
150	этом отношении	3	2
151	и других	7	2
152	форм и	2	2
153	этой области	2	2
154	и что	6	2
155	того что	24	2
156	и здесь	3	2
157	в своих	3	2
158	нуждается в	3	2
159	к его	2	2
160	но как	3	2
161	мы должны	3	2
162	же самое	6	2
163	нашем примере	2	2
164	как это	3	2
165	мы имеем	4	2
166	с его	3	2
167	и более	2	2
168	он должен	4	2
169	раз и	2	2
170	что он	18	2
171	у нас	2	2
172	по существу	2	2
173	в новый	2	2
174	связи с	3	2
175	она не	2	2
176	предмета и	2	2
177	том же	5	2
178	что и	4	2
179	не совпадает	2	2
180	и завершается	2	2
181	нами в	2	2
182	в себя	3	2
183	того чтобы	10	2
184	для того	8	2
185	тем что	8	2
186	в другом	2	2
187	и вообще	2	2
188	показать что	5	2
189	что эта	2	2
190	нами выше	2	2
191	в чем	6	2
192	не могли	5	2
193	понятий и	10	2
