N	2gram	Bakhtin_Pr_2	Tragedij
1	и в	45	18
2	в романе	3	10
3	в этом	20	9
4	не только	16	8
5	он сам	6	7
6	и не	42	7
7	достоевский в	5	7
8	и на	7	7
9	и с	7	7
10	может быть	18	7
11	как бы	15	7
12	в образе	3	6
13	что он	7	6
14	и его	8	6
15	же время	3	6
16	у него	6	6
17	но в	6	6
18	все же	4	5
19	так и	3	5
20	это не	3	5
21	не может	24	5
22	то же	5	5
23	в дальнейшем	2	5
24	как и	14	5
25	у достоевского	14	5
26	в то	5	5
27	это очень	2	5
28	но и	15	4
29	то что	5	4
30	в целом	5	4
31	что в	6	4
32	все это	5	4
33	я не	6	4
34	прежде всего	11	4
35	в нем	20	4
36	и даже	3	4
37	так же	5	4
38	том что	7	4
39	но это	2	4
40	и что	2	4
41	достоевский не	3	4
42	в себе	5	4
43	еще не	9	4
44	об этом	3	4
45	уже в	4	3
46	один из	2	3
47	достоевского в	4	3
48	с ее	3	3
49	что образ	2	3
50	в своем	5	3
51	романа и	4	3
52	в конце	4	3
53	как в	4	3
54	все эти	4	3
55	тем самым	2	3
56	жизнь и	3	3
57	и он	3	3
58	и как	2	3
59	к нему	11	3
60	сам достоевский	2	3
61	должно быть	4	3
62	в его	22	3
63	для него	9	3
64	при этом	2	3
65	и сам	3	3
66	в мире	3	3
67	как это	2	3
68	с ним	8	3
69	то есть	50	3
70	не имеет	3	2
71	перед нами	4	2
72	и до	4	2
73	не был	2	2
74	что и	5	2
75	а что	2	2
76	и наказании	2	2
77	как же	2	2
78	романах достоевского	6	2
79	в самую	2	2
80	что все	3	2
81	а как	4	2
82	из своих	2	2
83	для достоевского	4	2
84	уже не	6	2
85	бы и	3	2
86	с его	8	2
87	отношение к	8	2
88	не за	3	2
89	в преступлении	2	2
90	роман достоевского	2	2
91	не так	2	2
92	и здесь	2	2
93	ни в	2	2
94	в ее	3	2
95	в том	8	2
96	до конца	7	2
97	друг друга	7	2
98	но все	4	2
99	так что	2	2
100	в таком	3	2
101	не в	8	2
102	в рассказе	3	2
103	одна из	3	2
104	потому что	8	2
105	ничем не	2	2
106	тем что	2	2
107	он и	4	2
108	и ее	7	2
109	еще раз	3	2
110	как у	2	2
111	ивана карамазова	4	2
112	xix веке	2	2
113	о том	3	2
114	преступлении и	2	2
115	его в	3	2
116	в самом	13	2
117	достоевским в	2	2
118	ничего не	3	2
119	человек идеи	2	2
120	он не	9	2
121	в одном	6	2
122	что она	4	2
123	никогда не	17	2
124	автора но	2	2
