N	2gram	Vygotskiy__3	UchenyiS
1	и в	38	14
2	а не	7	10
3	не только	12	10
4	и не	10	8
5	то что	35	7
6	в этом	13	7
7	не может	7	7
8	может быть	19	6
9	хотя бы	2	5
10	все это	3	5
11	и только	3	5
12	то же	10	5
13	но и	5	4
14	в этой	13	4
15	конечно не	4	4
16	с другой	7	4
17	но в	3	3
18	как и	8	3
19	и то	8	3
20	все же	8	3
21	в своей	5	3
22	очевидно что	2	3
23	для этого	2	3
24	другой стороны	5	3
25	для него	2	3
26	в то	3	3
27	было бы	12	3
28	у нас	2	3
29	смысле этого	2	2
30	том что	14	2
31	в том	25	2
32	по существу	2	2
33	мы не	5	2
34	не в	12	2
35	всех этих	2	2
36	и для	4	2
37	но это	3	2
38	должна быть	5	2
39	если бы	14	2
40	только в	4	2
41	тем что	3	2
42	сих пор	5	2
43	при таком	2	2
44	что он	11	2
45	все они	2	2
46	в себе	4	2
47	как раз	8	2
48	до сих	6	2
49	же самое	10	2
50	в конце	2	2
51	могли бы	5	2
52	что все	3	2
53	в самом	25	2
54	не могут	2	2
55	надо было	2	2
56	ничего не	2	2
57	самом деле	21	2
58	для всех	2	2
59	что она	16	2
60	что и	4	2
61	в его	5	2
62	между тем	7	2
63	таким образом	12	2
