N	2gram	Propp_Isto_1	FransuaR
1	и в	28	45
2	и не	9	15
3	не только	12	14
4	в этом	8	14
5	но в	8	14
6	в его	5	13
7	во всех	2	13
8	и его	3	13
9	как бы	2	12
10	во время	3	12
11	что в	12	12
12	в своем	5	11
13	то же	12	11
14	в то	3	11
15	прежде всего	10	10
16	в том	9	10
17	в нем	2	10
18	но и	10	10
19	как и	4	10
20	право на	2	10
21	и с	4	10
22	вовсе не	2	8
23	как мы	3	8
24	в ней	7	8
25	и др	7	8
26	таким образом	8	8
27	так же	7	8
28	том что	7	7
29	не в	9	7
30	что и	6	7
31	мы видели	2	7
32	все это	4	7
33	в эпоху	2	7
34	также и	3	7
35	потому что	4	7
36	всех этих	2	6
37	что он	10	6
38	в этой	6	6
39	он не	2	6
40	здесь не	4	6
41	так и	9	6
42	связи с	4	6
43	так как	6	6
44	с ним	2	5
45	одной из	2	5
46	мы видим	11	5
47	но это	4	5
48	на этом	3	5
49	например в	5	5
50	одним из	2	5
51	и их	3	5
52	как раз	2	5
53	не может	15	5
54	в связи	4	5
55	все эти	4	5
56	и как	2	5
57	и на	4	5
58	его в	6	5
59	перед нами	3	4
60	же как	2	4
61	об этом	4	4
62	и от	2	4
63	очень часто	3	4
64	мы не	10	4
65	и здесь	7	4
66	его как	2	4
67	но не	5	4
68	здесь в	2	4
69	ничего не	2	4
70	в их	3	4
71	а не	15	4
72	и даже	4	4
73	а в	7	4
74	можно было	5	4
75	сказать что	5	4
76	в основе	4	4
77	в доме	2	4
78	с этим	4	4
79	образов и	2	4
80	только в	11	4
81	о том	9	4
82	бы в	2	4
83	как это	3	4
84	это было	2	4
85	не менее	6	3
86	нисколько не	2	3
87	и другие	4	3
88	как в	2	3
89	это не	7	3
90	но они	2	3
91	в одном	5	3
92	здесь же	2	3
93	своего отца	2	3
94	по существу	5	3
95	об этой	2	3
96	связанные с	2	3
97	то время	3	3
98	для него	2	3
99	для всех	2	3
100	до сих	5	3
101	вместе с	6	3
102	сих пор	5	3
103	что она	5	3
104	связь с	4	3
105	еще и	2	3
106	именно в	3	3
107	этот момент	2	3
108	и вот	2	3
109	того что	4	3
110	на этот	2	3
111	и он	3	3
112	и для	4	3
113	в другом	3	3
114	как он	2	3
115	дело в	3	3
116	там где	4	3
117	всего сказанного	2	2
118	только для	2	2
119	не могут	2	2
120	если мы	3	2
121	с тем	4	2
122	мы еще	3	2
123	точку зрения	3	2
124	превращается в	4	2
125	хотя бы	4	2
126	относится к	2	2
127	он должен	2	2
128	к этому	2	2
129	еще один	2	2
130	значение и	2	2
131	смерть и	2	2
132	к тому	6	2
133	видим что	9	2
134	народа в	2	2
135	ли он	3	2
136	отличие от	2	2
137	в начале	3	2
138	то что	9	2
139	и она	2	2
140	в пределах	4	2
141	в качестве	5	2
142	в большинстве	4	2
143	так например	6	2
144	было бы	7	2
145	что это	8	2
146	это явление	2	2
147	и если	2	2
148	друг с	4	2
149	конечно не	2	2
150	может быть	25	2
151	это время	2	2
152	еще в	2	2
153	с другом	3	2
154	даже в	4	2
155	один из	4	2
156	должен быть	3	2
157	все же	10	2
158	в целом	2	2
159	когда он	6	2
160	на него	4	2
161	не будем	5	2
162	в ту	2	2
163	а именно	4	2
164	в свете	2	2
165	так в	4	2
166	в отличие	2	2
167	и только	2	2
168	в особенности	2	2
169	на котором	3	2
170	при этом	3	2
171	чтобы не	3	2
172	всякого рода	2	2
173	и что	10	2
174	почти не	3	2
175	нас в	2	2
176	между тем	2	2
177	он в	2	2
178	она дает	2	2
179	же самое	3	2
180	но мы	2	2
181	на эту	3	2
182	большинстве случаев	4	2
183	подчеркнуть что	2	2
184	том как	2	2
185	от этого	2	2
