N	2gram	Bakhtin_Fr_8	KulturaY
1	и в	56	23
2	точки зрения	6	23
3	в том	13	22
4	не только	8	17
5	было бы	2	16
6	в этом	14	16
7	с точки	2	16
8	в области	5	14
9	может быть	3	14
10	самом деле	2	14
11	что в	5	13
12	в самом	9	13
13	для того	2	12
14	потому что	6	12
15	том что	8	11
16	а не	2	11
17	в его	18	11
18	того чтобы	4	11
19	и не	9	10
20	прежде всего	6	9
21	еще не	10	9
22	таким образом	17	9
23	так как	4	9
24	если бы	2	8
25	до сих	8	8
26	сих пор	8	8
27	уже не	3	8
28	в нашем	2	7
29	с другой	2	7
30	слова и	3	7
31	в данном	2	7
32	сказать что	3	7
33	все эти	15	7
34	того как	2	7
35	с тем	2	6
36	языка в	2	6
37	что и	3	6
38	что он	2	6
39	при этом	4	6
40	так и	13	6
41	в их	3	6
42	не может	2	6
43	то же	11	6
44	с помощью	3	6
45	связи с	6	6
46	только в	9	6
47	о том	4	6
48	вовсе не	6	5
49	слов и	3	5
50	как и	5	5
51	не в	3	5
52	хотя и	2	5
53	что она	2	5
54	как бы	11	5
55	все же	2	5
56	в связи	3	5
57	как мы	7	5
58	а в	2	5
59	но это	2	5
60	также и	2	5
61	той или	2	5
62	далеко не	2	5
63	один из	5	4
64	а также	3	4
65	одной стороны	2	4
66	в сущности	8	4
67	в своей	2	4
68	и о	3	4
69	в ее	6	4
70	точка зрения	2	4
71	то что	3	4
72	данном случае	2	4
73	целый ряд	2	4
74	как раз	2	4
75	в своем	3	4
76	не было	5	4
77	с одной	4	4
78	о них	2	4
79	в той	6	4
80	к языку	4	4
81	в слове	2	4
82	между тем	3	4
83	уже в	2	3
84	и более	4	3
85	что это	4	3
86	это не	2	3
87	на самом	2	3
88	и к	4	3
89	что на	2	3
90	в отношении	5	3
91	ни в	2	3
92	с этой	2	3
93	мы видели	5	3
94	но не	5	3
95	по преимуществу	2	3
96	он не	5	3
97	был бы	3	3
98	литературного языка	4	3
99	зрения на	2	3
100	время в	3	3
101	в процессе	5	3
102	но и	9	3
103	другой стороны	2	3
104	пор еще	4	3
105	мы находим	3	3
106	мы не	2	3
107	они не	5	3
108	в ней	4	3
109	не потому	2	3
110	и с	8	3
111	бы и	2	3
112	той же	6	3
113	в которых	2	3
114	в результате	5	3
115	в каком	2	3
116	в то	12	3
117	там где	3	3
118	отметить что	2	3
119	так сказать	5	2
120	вопрос об	2	2
121	такой же	5	2
122	том числе	3	2
123	все это	8	2
124	в известном	2	2
125	в частности	7	2
126	все они	6	2
127	этих форм	2	2
128	не как	2	2
129	в одном	2	2
130	что все	4	2
131	это в	2	2
132	как например	3	2
133	в условиях	5	2
134	главным образом	3	2
135	можно сказать	2	2
136	является и	2	2
137	к его	3	2
138	точек зрения	2	2
139	и здесь	3	2
140	и как	2	2
141	и при	2	2
142	что они	2	2
143	более или	2	2
144	по своему	8	2
145	систему языка	2	2
146	язык и	2	2
147	кроме того	3	2
148	когда в	2	2
149	в большей	3	2
150	связи и	3	2
151	в качестве	4	2
152	конечно не	4	2
153	за пределы	4	2
154	указывает что	2	2
155	вернемся к	2	2
156	в таких	3	2
157	все те	2	2
158	в котором	2	2
159	и такие	2	2
160	его в	2	2
161	в пределах	5	2
162	своего рода	5	2
163	когда он	2	2
164	в некоторых	3	2
165	вместе с	2	2
166	дело не	2	2
167	в письменной	2	2
168	или менее	2	2
169	в свете	4	2
170	языка и	6	2
171	что одна	2	2
172	и самый	3	2
173	как к	2	2
174	в особенности	4	2
175	не просто	3	2
176	мы найдем	2	2
177	ни одного	2	2
178	так же	2	2
179	примеров можно	2	2
180	очень много	2	2
181	можно видеть	3	2
182	что эти	2	2
183	еще и	3	2
184	в этих	11	2
185	здесь как	2	2
186	но в	6	2
