N	2gram	Vygotskiy__5	Problemy
1	и в	16	46
2	и не	12	27
3	может быть	9	23
4	как бы	5	19
5	не может	18	19
6	в нем	7	17
7	в этом	25	16
8	не только	16	14
9	но и	6	12
10	как и	8	12
11	на пороге	4	12
12	как мы	10	12
13	и на	6	11
14	точки зрения	18	11
15	в одном	3	11
16	а не	10	11
17	не в	6	10
18	в пределах	4	10
19	прежде всего	3	9
20	в том	18	9
21	в самом	4	9
22	вовсе не	2	9
23	и к	2	9
24	в его	11	9
25	с точки	9	9
26	до сих	3	8
27	сих пор	3	8
28	и с	3	7
29	по себе	7	7
30	еще не	4	7
31	в сущности	13	7
32	никогда не	5	6
33	но это	3	6
34	к одному	2	6
35	но в	6	6
36	что он	25	6
37	что я	2	6
38	и между	2	6
39	то же	8	6
40	все это	2	6
41	и его	3	6
42	только в	10	6
43	это не	4	5
44	при этом	4	5
45	друг с	7	5
46	в котором	2	5
47	к нему	3	5
48	нам кажется	2	5
49	жизни и	2	5
50	по отношению	12	5
51	в то	5	5
52	так как	16	5
53	в жизни	2	5
54	у него	6	5
55	за пределы	4	5
56	о том	8	5
57	отношению к	12	5
58	во всех	2	5
59	если мы	7	5
60	речи и	6	5
61	с другом	7	5
62	что в	16	4
63	в этих	3	4
64	можно сказать	5	4
65	до конца	3	4
66	к ним	2	4
67	в виду	2	4
68	по мере	2	4
69	в их	3	4
70	таким образом	19	4
71	еще и	3	4
72	все эти	4	4
73	должно быть	8	4
74	потому что	21	4
75	и здесь	2	4
76	во всем	2	4
77	мы не	3	4
78	мы можем	6	4
79	не знает	5	4
80	как в	5	4
81	этих двух	3	4
82	точек зрения	4	4
83	том что	15	4
84	но не	10	4
85	совершенно не	2	4
86	он не	8	4
87	все же	3	4
88	то что	26	4
89	в процессе	13	4
90	так и	7	4
91	приводит к	7	4
92	в себя	3	4
93	самом деле	3	4
94	и другие	2	3
95	себя и	2	3
96	в отношении	9	3
97	с другой	4	3
98	не могут	4	3
99	мы и	5	3
100	такой же	4	3
101	в своем	5	3
102	на этом	3	3
103	одним из	2	3
104	но если	6	3
105	то это	2	3
106	отношение к	11	3
107	и их	4	3
108	другой стороны	2	3
109	так же	15	3
110	с помощью	10	3
111	устной речи	24	3
112	и даже	2	3
113	но он	7	3
114	но этот	2	3
115	как он	6	3
116	их в	2	3
117	бы в	4	3
118	но при	2	3
119	если бы	8	3
120	в единстве	2	3
121	в различных	2	3
122	по существу	3	3
123	по своей	3	3
124	того же	7	3
125	и что	12	3
126	слов и	2	3
127	было бы	10	3
128	в своей	2	3
129	никак не	3	3
130	что и	3	3
131	только на	2	3
132	в центре	2	3
133	в отличие	2	3
134	еще более	5	3
135	в той	6	3
136	той же	4	3
137	значение для	2	3
138	между двумя	3	3
139	тем что	5	3
140	в этой	6	3
141	и т.д	4	3
142	отличие от	2	3
143	не менее	3	2
144	сама по	4	2
145	должна быть	5	2
146	мысли и	5	2
147	на все	5	2
148	вопрос о	12	2
149	к тому	6	2
150	оно является	3	2
151	в известной	3	2
152	мы будем	2	2
153	так что	4	2
154	и как	3	2
155	но все	2	2
156	же как	7	2
157	все он	2	2
158	не дает	2	2
159	для него	5	2
160	в плоскости	2	2
161	и следовательно	6	2
162	и является	3	2
163	если в	3	2
164	и тем	3	2
165	к внутренней	3	2
166	в первой	2	2
167	значение в	3	2
168	к жизни	3	2
169	языка и	6	2
170	то и	2	2
171	отношения к	2	2
172	те же	2	2
173	они не	3	2
174	в системе	4	2
175	свое время	2	2
176	речь и	4	2
177	и по	4	2
178	а в	3	2
179	для другого	2	2
180	в результате	4	2
181	сказать что	13	2
182	что мы	4	2
183	с ним	5	2
184	между тем	3	2
185	сознания и	2	2
186	с этим	3	2
187	стороны и	2	2
188	но с	2	2
189	у нас	2	2
190	все что	2	2
191	указывает на	2	2
192	своей природе	3	2
193	в корне	2	2
194	в свое	2	2
195	только к	2	2
196	отношение между	4	2
197	когда он	2	2
198	вместе с	4	2
199	все равно	2	2
200	об особенностях	2	2
201	речи как	4	2
202	на этот	4	2
203	хотя бы	5	2
204	речь в	3	2
205	можно было	5	2
206	ничего не	5	2
207	этот вопрос	6	2
208	во всяком	2	2
209	могут быть	4	2
210	в другом	6	2
211	ту же	2	2
212	того как	5	2
