N	2gram	Propp_Isto_3	Problema
1	то что	7	42
2	вовсе не	2	35
3	и в	22	32
4	и не	12	31
5	не менее	5	19
6	в этом	17	19
7	тем не	5	18
8	не только	14	17
9	потому что	3	16
10	а не	6	15
11	в виде	2	15
12	может быть	11	14
13	у нас	4	14
14	но в	10	14
15	в нем	9	13
16	сказать что	3	13
17	при помощи	3	13
18	что в	15	12
19	а именно	4	12
20	том что	8	12
21	так и	2	12
22	и т	16	11
23	и даже	2	11
24	о том	3	11
25	так как	7	11
26	то же	6	10
27	прежде всего	3	10
28	в этой	5	10
29	т д	15	10
30	нет ничего	2	10
31	ничего не	6	10
32	но не	7	9
33	в том	9	9
34	но и	12	9
35	и что	2	9
36	так же	3	9
37	еще не	10	9
38	в данном	4	9
39	и это	2	9
40	есть только	2	8
41	данном случае	3	8
42	не может	4	8
43	все эти	4	8
44	и о	2	8
45	и на	4	8
46	он и	3	8
47	было бы	3	8
48	но это	3	8
49	и ее	3	8
50	никогда не	3	7
51	ни в	2	7
52	того что	5	7
53	всех этих	2	7
54	в них	6	7
55	и все	3	7
56	что он	9	7
57	как мы	8	7
58	во всяком	2	7
59	тем что	4	7
60	только в	4	7
61	здесь не	3	7
62	и есть	2	6
63	так что	5	6
64	и как	3	6
65	при этом	2	6
66	хотя и	2	6
67	то и	6	6
68	таким образом	10	6
69	это не	6	6
70	и здесь	7	6
71	и то	2	6
72	его в	3	6
73	как это	4	6
74	в то	2	6
75	совершенно не	2	6
76	в его	3	6
77	на самом	2	6
78	можно ли	3	5
79	в своем	2	5
80	можно сказать	2	5
81	для нас	4	5
82	не имеют	2	5
83	мы уже	6	5
84	в котором	2	5
85	что она	5	5
86	мы должны	7	5
87	с тем	2	5
88	связи с	6	5
89	все равно	3	5
90	далеко не	3	5
91	в других	4	5
92	точно так	2	4
93	не в	4	4
94	в дальнейшем	4	4
95	и пр	11	4
96	один из	5	4
97	после этого	2	4
98	на том	3	4
99	не было	2	4
100	или в	11	4
101	а в	6	4
102	их в	3	4
103	если бы	6	4
104	же в	2	4
105	а также	2	4
106	как в	2	4
107	только на	2	4
108	если не	2	4
109	перейти к	2	4
110	и для	2	4
111	мы можем	6	4
112	в связи	3	4
113	что не	2	3
114	в этих	11	3
115	с другой	7	3
116	но все	2	3
117	что они	8	3
118	всяком случае	2	3
119	и уже	2	3
120	из них	7	3
121	но она	2	3
122	другой стороны	7	3
123	и его	4	3
124	этих случаях	7	3
125	в которых	2	3
126	или не	2	3
127	с этим	8	3
128	но он	4	3
129	точки зрения	2	3
130	что здесь	6	3
131	однако это	3	3
132	только не	2	3
133	в жизни	2	3
134	говорит и	2	3
135	как и	3	3
136	есть и	5	3
137	до сих	5	3
138	мы увидим	3	3
139	к тому	3	3
140	он не	5	3
141	быть и	3	3
142	сих пор	5	3
143	да и	2	3
144	уже не	7	3
145	к нему	5	3
146	очень много	2	3
147	как будто	2	3
148	в чем	3	3
149	все время	2	2
150	же как	2	2
151	друг другу	2	2
152	иное как	3	2
153	уже с	3	2
154	этом случае	5	2
155	особого рода	3	2
156	он стоит	2	2
157	например в	2	2
158	на его	3	2
159	в него	2	2
160	образом и	2	2
161	не имеет	2	2
162	во многих	2	2
163	и с	4	2
164	знаем что	2	2
165	из этих	3	2
166	мы имеем	19	2
167	между тем	2	2
168	с собой	2	2
169	для них	3	2
170	могут быть	5	2
171	и так	2	2
172	не что	3	2
173	уже давно	2	2
174	увидим ниже	3	2
175	мы видим	8	2
176	в качестве	2	2
177	она не	4	2
178	но есть	2	2
179	чем перейти	2	2
180	между прочим	3	2
181	и потому	2	2
182	не будем	3	2
183	вместе с	9	2
184	ее в	3	2
185	мы здесь	4	2
186	на себя	2	2
187	что иное	3	2
