N	2gram	Bakhtin_Fr_3	KulturaY
1	потому что	2	25
2	и в	40	23
3	не только	13	20
4	в том	8	19
5	в этом	15	18
6	и не	13	16
7	было бы	4	15
8	так как	4	15
9	может быть	9	15
10	точки зрения	2	14
11	если бы	3	12
12	у нас	4	12
13	в самом	6	12
14	все эти	8	12
15	том что	4	11
16	того чтобы	4	11
17	в области	4	11
18	но в	8	11
19	что в	12	10
20	в языке	2	10
21	а не	5	10
22	вовсе не	12	9
23	в сущности	9	9
24	то что	5	9
25	самом деле	3	9
26	для того	3	9
27	хотя бы	2	9
28	можно было	3	9
29	не может	3	9
30	с другой	2	8
31	прежде всего	16	8
32	не менее	2	7
33	в нашем	4	7
34	все же	2	7
35	но и	11	7
36	с помощью	2	7
37	и с	8	7
38	слова в	2	6
39	это не	2	6
40	в этой	3	6
41	но не	2	6
42	то же	7	6
43	между тем	3	6
44	и на	8	6
45	что он	2	5
46	об этом	3	5
47	еще не	3	5
48	в его	13	5
49	этого слова	2	5
50	один из	4	5
51	слова и	2	5
52	вместе с	3	5
53	все это	4	5
54	таким образом	10	5
55	там где	3	5
56	и вот	2	5
57	лишь в	2	5
58	и здесь	4	5
59	только в	3	5
60	также и	4	5
61	в них	9	4
62	к этому	6	4
63	можно сказать	2	4
64	мы знаем	2	4
65	ни в	4	4
66	но все	3	4
67	в нашей	2	4
68	своего рода	2	4
69	как бы	3	4
70	в нем	5	4
71	в связи	5	4
72	не было	5	4
73	и о	4	4
74	в данном	4	4
75	сказать что	3	4
76	в то	6	4
77	в конце	3	4
78	в особенности	5	4
79	так и	3	4
80	на этом	2	3
81	уже в	2	3
82	у него	8	3
83	всех этих	3	3
84	для этого	3	3
85	же время	6	3
86	а также	4	3
87	это и	2	3
88	но это	3	3
89	большей или	3	3
90	того же	2	3
91	до конца	6	3
92	в большей	2	3
93	связи с	6	3
94	меньшей степени	2	3
95	никак не	3	3
96	в ней	4	3
97	он не	9	3
98	что и	3	3
99	как в	3	3
100	как раз	5	3
101	так в	4	3
102	в форме	2	3
103	с этим	2	3
104	этом отношении	2	3
105	именно в	2	3
106	те же	5	3
107	как мы	10	3
108	а в	3	3
109	и его	17	3
110	тем что	3	3
111	выражение в	2	3
112	или меньшей	3	3
113	в таких	3	3
114	и это	2	3
115	здесь не	3	3
116	к этой	3	3
117	в виду	7	3
118	только для	3	2
119	это в	2	2
120	и есть	3	2
121	в частности	3	2
122	и от	3	2
123	и все	9	2
124	но здесь	2	2
125	и до	8	2
126	одного из	2	2
127	связанные с	3	2
128	его к	2	2
129	очень часто	2	2
130	следовательно и	2	2
131	в другом	3	2
132	и потому	4	2
133	в обычном	2	2
134	смысле слова	4	2
135	язык и	2	2
136	при этом	3	2
137	и если	2	2
138	конечно не	2	2
139	устной и	2	2
140	по преимуществу	2	2
141	же и	3	2
142	и даже	4	2
143	к нему	2	2
144	мы видели	3	2
145	по сравнению	2	2
146	в своей	6	2
147	дело не	3	2
148	данном случае	2	2
149	в их	4	2
150	и следовательно	3	2
151	в своем	7	2
152	в отличие	3	2
153	или же	2	2
154	и для	5	2
155	еще и	2	2
156	на самом	3	2
157	как и	11	2
158	образом в	2	2
159	в году	5	2
160	в той	6	2
161	здесь мы	2	2
162	должны быть	2	2
163	и у	2	2
164	тем же	2	2
165	для этой	3	2
166	в корне	2	2
167	той же	8	2
168	что для	2	2
169	рядом с	2	2
170	роль в	4	2
171	характер и	2	2
172	и далее	2	2
173	даже и	2	2
174	нуждается в	3	2
175	он и	7	2
176	в своих	5	2
177	и еще	2	2
178	за этим	4	2
179	отличие от	3	2
