N	2gram	Bakhtin_Pr_5	Problema
1	и в	35	30
2	в своей	4	22
3	то есть	16	21
4	то что	10	18
5	не только	10	18
6	том что	3	17
7	в этом	14	17
8	и даже	5	14
9	но и	14	13
10	таким образом	7	13
11	потому что	8	13
12	в том	5	12
13	в его	21	12
14	и не	27	12
15	о том	2	12
16	в своем	2	11
17	у него	4	11
18	так что	5	11
19	в виде	7	10
20	точки зрения	7	10
21	все же	8	9
22	как символ	3	9
23	сказать что	3	9
24	но в	19	9
25	и вообще	2	9
26	только в	6	9
27	и все	15	9
28	в конце	5	8
29	вовсе не	7	8
30	хотя и	2	8
31	с точки	2	8
32	никогда не	4	7
33	что он	24	7
34	как и	18	7
35	в дальнейшем	2	7
36	но не	6	7
37	может быть	14	7
38	вместе с	2	7
39	так и	8	7
40	говорит о	2	7
41	не в	10	7
42	с другой	4	6
43	прежде всего	12	6
44	уже не	3	6
45	и как	2	6
46	и для	8	6
47	как бы	31	6
48	конце концов	3	6
49	в нем	16	6
50	что и	3	6
51	другой стороны	3	6
52	и что	6	6
53	а в	7	6
54	и его	14	6
55	и на	6	6
56	его в	4	6
57	так как	4	6
58	не менее	2	5
59	с тем	3	5
60	что в	6	5
61	что у	6	5
62	в которой	2	5
63	будто бы	2	5
64	так же	7	5
65	в самом	6	5
66	еще в	4	5
67	для себя	7	5
68	не может	18	5
69	не просто	2	5
70	а не	4	5
71	и у	4	5
72	и то	5	5
73	но он	4	5
74	он и	5	5
75	как раз	4	5
76	и с	12	5
77	мы можем	2	5
78	человека из	13	4
79	ни в	2	4
80	но все	4	4
81	при этом	2	4
82	было бы	3	4
83	и сам	7	4
84	а с	3	4
85	iv в	2	4
86	и к	12	4
87	не мог	3	4
88	и он	2	4
89	или в	2	4
90	даже и	3	4
91	в себе	5	4
92	в то	11	4
93	из этого	2	4
94	же не	4	4
95	он сам	6	3
96	все время	4	3
97	однако в	2	3
98	в отношении	9	3
99	но только	3	3
100	в ее	3	3
101	что его	2	3
102	в начале	3	3
103	такого же	2	3
104	что они	6	3
105	тот же	4	3
106	знает что	3	3
107	совсем не	3	3
108	как будто	4	3
109	еще не	7	3
110	он не	13	3
111	бы не	2	3
112	того что	3	3
113	к нему	13	3
114	есть только	2	3
115	время как	2	3
116	жизнь и	2	3
117	в ней	2	3
118	он в	4	3
119	в другом	12	3
120	этом смысле	3	3
121	с ним	7	3
122	в одном	6	3
123	в виду	3	3
124	я не	8	2
125	уже и	2	2
126	это уже	2	2
127	другого как	2	2
128	и без	4	2
129	в них	4	2
130	хотя бы	2	2
131	как в	5	2
132	это не	3	2
133	с этой	2	2
134	уже в	3	2
135	раз и	3	2
136	по себе	4	2
137	здесь в	2	2
138	к тому	6	2
139	то же	15	2
140	как мы	8	2
141	без всякого	2	2
142	да и	5	2
143	раз в	2	2
144	в глаза	5	2
145	со всеми	3	2
146	бы с	2	2
147	что не	4	2
148	на его	4	2
149	конечно не	2	2
150	но для	2	2
151	всяком случае	4	2
152	и делает	4	2
153	в котором	3	2
154	я вас	5	2
155	отношению к	7	2
156	но уже	2	2
157	бы то	3	2
158	он все	2	2
159	из них	3	2
160	когда он	3	2
161	на него	5	2
162	себя самого	7	2
163	отношение к	6	2
164	по отношению	6	2
165	он хочет	4	2
166	то ни	3	2
167	все эти	3	2
168	самом деле	10	2
169	и тут	2	2
170	можно было	2	2
171	во всяком	4	2
172	между тем	4	2
173	тем что	4	2
174	в одной	3	2
175	всей своей	2	2
176	о себе	17	2
177	по своей	2	2
178	его за	4	2
179	в чем	4	2
180	еще до	2	2
181	ничего не	3	2
182	человек и	4	2
