N	2gram	Berdyaev_M_1	Dialekti
1	не есть	9	54
2	т е	2	48
3	и не	11	27
4	а не	25	26
5	точки зрения	4	25
6	это значит	3	24
7	и в	28	24
8	значит что	4	24
9	не только	29	23
10	не может	28	19
11	ничего не	3	17
12	и есть	14	16
13	это –	16	16
14	и что	2	15
15	то что	5	14
16	может быть	30	13
17	что он	10	13
18	того что	7	12
19	есть только	2	12
20	есть и	3	12
21	не имеет	3	11
22	не существует	2	10
23	но и	25	9
24	ни того	2	9
25	нет ничего	7	9
26	есть не	4	9
27	учение о	3	8
28	прежде всего	10	8
29	и как	2	8
30	это есть	3	8
31	отличается от	2	8
32	том что	3	8
33	в этом	20	8
34	что в	10	7
35	никогда не	14	7
36	и нет	2	7
37	он –	12	7
38	в самом	11	7
39	потому что	16	7
40	даже и	2	7
41	в виду	2	7
42	это и	4	7
43	как и	5	7
44	– не	5	7
45	должна быть	6	6
46	но если	3	6
47	все это	6	6
48	и с	3	6
49	о том	2	6
50	так как	3	6
51	если бы	2	6
52	и все	10	6
53	что и	4	6
54	с этой	4	5
55	в том	6	5
56	жизни и	2	5
57	и его	9	5
58	одно из	3	5
59	в то	2	5
60	в них	4	5
61	вопрос о	2	5
62	и к	2	5
63	было бы	10	5
64	он не	24	5
65	и сама	2	5
66	уже не	4	5
67	только в	6	5
68	что дух	2	4
69	это не	5	4
70	не могут	5	4
71	то время	2	4
72	к тому	3	4
73	хотя бы	3	4
74	что есть	5	4
75	время как	2	4
76	сказать что	2	4
77	если нет	5	4
78	нет и	5	4
79	у нас	5	4
80	в истории	2	4
81	истории и	2	4
82	конечно не	3	4
83	о нем	2	4
84	и мира	3	4
85	– значит	2	4
86	и это	12	4
87	для него	11	4
88	из самых	8	3
89	быть может	7	3
90	не было	18	3
91	все же	2	3
92	за пределы	4	3
93	в своем	10	3
94	и от	2	3
95	и я	5	3
96	его как	2	3
97	не в	16	3
98	она не	4	3
99	в основе	2	3
100	в нем	13	3
101	все эти	2	3
102	должно быть	3	3
103	и на	6	3
104	мир в	3	3
105	с этим	3	3
106	он и	2	3
107	тем что	4	3
108	он должен	3	3
109	мира и	5	3
110	все что	2	3
111	не значит	2	3
112	я бы	2	3
113	как бы	2	3
114	– все	3	3
115	для того	2	3
116	к нему	7	3
117	в каком	2	3
118	не знает	4	3
119	в христианстве	2	3
120	вообще не	2	2
121	о себе	3	2
122	для нас	3	2
123	на этом	3	2
124	плоти и	3	2
125	есть также	2	2
126	себя и	3	2
127	только одно	3	2
128	быть не	2	2
129	только и	3	2
130	и вот	3	2
131	и по	4	2
132	его не	3	2
133	а в	4	2
134	нет никаких	2	2
135	людей и	2	2
136	также и	2	2
137	в ней	15	2
138	от его	2	2
139	и потому	10	2
140	когда мы	2	2
141	бы в	2	2
142	к этой	2	2
143	но в	7	2
144	с которой	2	2
145	с его	3	2
146	у него	17	2
147	и во	2	2
148	в их	4	2
149	личности в	2	2
150	и уж	2	2
151	но не	8	2
152	ведь это	2	2
153	бога не	2	2
154	никто не	2	2
155	личность и	2	2
156	и когда	2	2
157	же можно	2	2
158	себя в	3	2
159	все –	2	2
160	разного рода	2	2
161	или к	4	2
162	и она	2	2
163	и у	2	2
164	и он	12	2
165	и для	2	2
166	и нужно	2	2
167	у человека	5	2
168	могут быть	2	2
169	в себе	7	2
170	в его	9	2
