N	2gram	Bakhtin_Fr_4	Problemy
1	и не	16	31
2	и в	29	29
3	в его	8	24
4	может быть	2	24
5	в этом	11	22
6	как бы	8	19
7	в нем	5	19
8	точки зрения	4	19
9	не только	10	15
10	то что	4	15
11	но и	9	14
12	и его	8	14
13	то же	10	14
14	рядом с	5	14
15	уже не	2	13
16	с точки	2	13
17	как и	12	12
18	не может	2	12
19	таким образом	20	12
20	в то	10	10
21	только в	2	10
22	там где	3	10
23	с его	4	9
24	это не	5	9
25	все же	3	9
26	в романе	10	9
27	но не	2	9
28	же время	8	9
29	все эти	9	9
30	в своем	3	8
31	до конца	5	8
32	что он	4	8
33	в своей	5	8
34	в том	7	8
35	прежде всего	8	7
36	вовсе не	9	7
37	а как	2	7
38	том что	3	7
39	так и	11	7
40	и как	3	7
41	и на	11	7
42	в себе	3	7
43	мира и	4	7
44	но в	12	7
45	все это	4	6
46	в одной	2	6
47	в конце	9	6
48	о мире	2	6
49	к нему	3	6
50	как в	2	6
51	как раз	2	6
52	так же	7	6
53	его в	9	6
54	так как	7	6
55	перед нами	4	5
56	и др	4	5
57	именно в	2	5
58	еще не	4	5
59	это и	5	5
60	в сущности	6	5
61	и о	5	5
62	у него	5	5
63	он не	3	5
64	той же	3	5
65	на самом	4	5
66	мир и	2	5
67	конце концов	4	5
68	он и	5	5
69	и это	2	5
70	с ним	2	5
71	в плане	4	5
72	поэтому и	5	4
73	в результате	4	4
74	превращается в	3	4
75	в литературе	4	4
76	но это	4	4
77	и с	9	4
78	не на	2	4
79	и для	2	4
80	тем что	4	4
81	как мы	10	4
82	они не	2	4
83	и наконец	2	4
84	их в	2	4
85	в основе	2	4
86	в этой	13	4
87	так сказать	2	4
88	уже в	2	3
89	в другой	2	3
90	никогда не	2	3
91	и одновременно	4	3
92	в них	7	3
93	с другой	4	3
94	нового времени	2	3
95	все в	2	3
96	ни в	2	3
97	кроме того	2	3
98	о своем	2	3
99	и до	5	3
100	в их	2	3
101	другой стороны	3	3
102	как на	2	3
103	мир в	2	3
104	на котором	2	3
105	в себя	2	3
106	и у	2	3
107	друг друга	2	3
108	здесь с	2	3
109	тому как	3	3
110	и здесь	3	3
111	в своих	2	3
112	сказать что	5	3
113	подобно тому	3	3
114	как к	3	3
115	но как	3	3
116	как будто	2	3
117	далеко не	5	3
118	если же	2	3
119	и этим	2	3
120	самого начала	3	2
121	все время	3	2
122	всех этих	3	2
123	связи с	2	2
124	уже и	2	2
125	его и	2	2
126	поэтому в	2	2
127	но они	4	2
128	в жизни	2	2
129	с начала	3	2
130	его к	2	2
131	у вас	2	2
132	и к	2	2
133	жизни и	4	2
134	мы видим	3	2
135	при этом	3	2
136	есть и	4	2
137	ведь это	3	2
138	тот же	3	2
139	своего времени	3	2
140	со своими	2	2
141	и сам	3	2
142	конечно не	4	2
143	что из	2	2
144	все те	2	2
145	в котором	2	2
146	один из	4	2
147	и со	2	2
148	в большинстве	6	2
149	в один	2	2
150	на его	2	2
151	начала и	3	2
152	и земли	2	2
153	но эти	2	2
154	мы уже	10	2
155	и вполне	3	2
156	и даже	3	2
157	на языке	3	2
158	в той	2	2
159	весь этот	2	2
160	между ними	2	2
161	конечно и	3	2
162	то он	2	2
163	в ней	3	2
164	но он	6	2
165	и есть	4	2
166	образом все	2	2
167	большинстве случаев	5	2
168	в которой	4	2
169	же не	2	2
170	же и	3	2
171	по преимуществу	3	2
