N	2gram	Vygotskiy__5	Komedia
1	и в	16	22
2	и не	12	21
3	том что	15	13
4	в том	18	12
5	таким образом	19	12
6	так как	16	11
7	потому что	21	10
8	до сих	3	9
9	в самом	4	9
10	вместе с	4	9
11	сих пор	3	9
12	если бы	8	8
13	в своем	5	8
14	что он	25	8
15	в его	11	8
16	что и	3	8
17	в этом	25	8
18	о том	8	8
19	его в	2	8
20	о чем	2	7
21	при этом	4	7
22	в свою	4	7
23	то же	8	7
24	только что	5	7
25	а в	3	7
26	к этому	3	6
27	тому же	2	6
28	свою очередь	3	6
29	того же	7	6
30	еще не	4	6
31	для того	14	6
32	к тому	6	6
33	может быть	9	6
34	самом деле	3	6
35	и что	12	6
36	того чтобы	17	6
37	так что	4	6
38	и его	3	6
39	в то	5	6
40	не менее	3	5
41	связи с	3	5
42	что в	16	5
43	прежде всего	3	5
44	то это	2	5
45	как это	8	5
46	не только	16	5
47	в своей	2	5
48	отношение к	11	5
49	из них	2	5
50	все это	2	5
51	по отношению	12	5
52	он не	8	5
53	тем что	5	5
54	к нему	3	5
55	с ним	5	5
56	но в	6	5
57	с самого	5	4
58	самого начала	5	4
59	с тем	3	4
60	но все	2	4
61	у него	6	4
62	между собой	13	4
63	с другой	4	4
64	вовсе не	2	4
65	и здесь	2	4
66	все же	3	4
67	не в	6	4
68	не дает	2	4
69	до конца	3	4
70	в ней	2	4
71	тем более	4	4
72	то что	26	4
73	когда он	2	4
74	но и	6	4
75	что она	2	4
76	в отношении	9	4
77	с помощью	10	4
78	а не	10	4
79	так же	15	4
80	точки зрения	18	4
81	бы в	4	4
82	так и	7	4
83	не является	5	4
84	хотя бы	5	4
85	и поэтому	2	4
86	и с	3	4
87	в частности	3	3
88	никогда не	5	3
89	в них	2	3
90	в какой	6	3
91	с этой	4	3
92	с этим	3	3
93	в нем	7	3
94	и к	2	3
95	как и	8	3
96	в этой	6	3
97	на которые	3	3
98	чем в	3	3
99	по своему	3	3
100	все что	2	3
101	одной стороны	3	3
102	было бы	10	3
103	и тот	3	3
104	к ним	2	3
105	на этот	4	3
106	как бы	5	3
107	к началу	4	3
108	отношению к	12	3
109	в целом	4	3
110	приводит к	7	3
111	не может	18	3
112	с одной	3	3
113	все равно	2	3
114	из того	11	3
115	с точки	9	3
116	столь же	2	3
117	и даже	2	3
118	не имеет	4	3
119	ситуация в	2	3
120	их в	2	3
121	одной из	3	3
122	мы можем	6	3
123	во всяком	2	3
124	но если	6	3
125	представляет собой	7	3
126	говорить о	3	3
127	не знает	5	3
128	же самое	4	3
129	как он	6	3
130	в которой	5	3
131	ничего не	5	3
132	том как	2	3
133	в основе	8	2
134	на вопрос	5	2
135	только для	2	2
136	до того	2	2
137	состоит в	6	2
138	себя и	2	2
139	больше того	2	2
140	в качестве	4	2
141	сравнению с	5	2
142	как в	5	2
143	это не	4	2
144	в одном	3	2
145	но при	2	2
146	именно потому	2	2
147	если он	2	2
148	не могут	4	2
149	стороны и	2	2
150	если мы	7	2
151	мы знаем	3	2
152	этом случае	3	2
153	отличие от	2	2
154	по существу	3	2
155	такое же	2	2
156	в силу	10	2
157	что они	5	2
158	то время	4	2
159	что с	5	2
160	в пределах	4	2
161	тот же	5	2
162	совершенно не	2	2
163	на его	2	2
164	в сущности	13	2
165	за пределы	4	2
166	одним из	2	2
167	от того	3	2
168	в свое	2	2
169	в котором	2	2
170	только один	2	2
171	представляют собой	2	2
172	не с	2	2
173	в развитии	28	2
174	один шаг	2	2
175	по сравнению	5	2
176	во всех	2	2
177	на основании	2	2
178	в их	3	2
179	как мы	10	2
180	другой стороны	2	2
181	в известной	3	2
182	отношения к	2	2
183	то обстоятельство	2	2
184	этом отношении	5	2
185	время как	4	2
186	мы не	3	2
187	из которых	3	2
188	что для	2	2
189	можно было	5	2
190	в своих	2	2
191	и на	6	2
192	в результате	4	2
193	тому что	5	2
194	между тем	3	2
195	вывод что	2	2
196	обстоятельство что	2	2
197	в другом	6	2
198	что мы	4	2
199	его на	2	2
200	из этого	2	2
201	что эта	3	2
202	к этой	3	2
203	в области	12	2
204	больше чем	3	2
205	в виду	2	2
