N	2gram	Propp_Isto_6	StatiiOP
1	и в	26	25
2	в этом	12	24
3	в том	12	20
4	что в	12	19
5	что он	9	19
6	может быть	11	19
7	тем что	5	19
8	что это	2	16
9	том что	10	15
10	в этой	2	14
11	в его	5	12
12	то что	6	12
13	не только	10	12
14	в этих	2	11
15	так что	3	11
16	прежде всего	4	10
17	таким образом	12	10
18	и не	10	10
19	у него	7	9
20	но и	9	9
21	и т	10	8
22	т е	22	8
23	в своих	3	8
24	о том	7	8
25	это не	4	7
26	что касается	2	7
27	было бы	2	7
28	с этим	2	7
29	не может	6	7
30	из его	2	7
31	в то	5	7
32	из этих	4	6
33	не в	3	6
34	интересно что	2	6
35	только в	5	6
36	как бы	4	6
37	как в	6	6
38	как на	3	6
39	а в	3	6
40	и на	12	6
41	в русской	6	6
42	то же	5	5
43	независимо от	3	5
44	в них	3	5
45	потому что	13	5
46	с другой	10	5
47	на то	2	5
48	ни в	2	5
49	связано с	4	5
50	и это	8	5
51	а не	2	5
52	того что	2	5
53	другой стороны	8	5
54	он не	2	5
55	отметить что	2	5
56	так и	5	5
57	мы имеем	14	5
58	но в	7	5
59	с тем	4	4
60	всяком случае	2	4
61	и др	2	4
62	связана с	3	4
63	у нас	5	4
64	как и	5	4
65	мы видим	5	4
66	но это	4	4
67	что здесь	3	4
68	в качестве	3	4
69	можно сказать	2	4
70	если бы	3	4
71	например в	7	4
72	на его	4	4
73	в ней	5	4
74	относится к	2	4
75	а также	4	4
76	и тем	4	4
77	в своей	3	4
78	из этого	3	4
79	связь с	11	4
80	отличается от	2	4
81	не было	3	4
82	из которых	3	4
83	и с	6	4
84	время как	3	4
85	сказать что	3	4
86	во всяком	2	4
87	все же	8	4
88	что эти	2	4
89	то время	3	4
90	ничего не	2	4
91	в эту	2	4
92	с его	4	3
93	к этому	3	3
94	показывает что	3	3
95	он был	2	3
96	с этой	2	3
97	и что	5	3
98	кроме того	3	3
99	одной стороны	7	3
100	нет в	3	3
101	и наконец	3	3
102	обращается к	2	3
103	все эти	8	3
104	на эти	2	3
105	своего рода	2	3
106	в некоторых	2	3
107	со стороны	3	3
108	от нее	2	3
109	и далее	2	3
110	что этот	2	3
111	уже не	7	3
112	что мы	2	3
113	не так	2	3
114	и его	7	3
115	связан с	6	3
116	в виде	6	3
117	попадает в	3	3
118	но он	2	3
119	так как	18	3
120	а с	2	2
121	все время	2	2
122	при помощи	3	2
123	это место	2	2
124	никогда не	13	2
125	что у	2	2
126	в одной	2	2
127	вовсе не	2	2
128	и ее	3	2
129	утверждать что	2	2
130	близок к	2	2
131	к тому	2	2
132	как мы	4	2
133	на котором	3	2
134	но все	2	2
135	такой же	3	2
136	что они	2	2
137	но не	2	2
138	того же	2	2
139	в последнем	2	2
140	до сих	4	2
141	еще не	9	2
142	в это	4	2
143	одна из	2	2
144	нас к	5	2
145	что из	2	2
146	один из	3	2
147	здесь нет	2	2
148	вместе с	8	2
149	сих пор	4	2
150	ее в	6	2
151	в форме	2	2
152	только что	2	2
153	и только	3	2
154	т д	8	2
155	с одной	7	2
156	и других	3	2
157	от того	3	2
158	мы находим	2	2
159	что не	2	2
160	и по	4	2
161	его не	2	2
162	мы не	6	2
163	или в	3	2
164	в которых	2	2
165	то он	2	2
166	то и	2	2
167	но есть	3	2
168	могут быть	3	2
169	имеем в	4	2
170	он и	2	2
171	известно что	2	2
172	но как	4	2
173	которые в	2	2
174	не имеет	2	2
175	не потому	3	2
