N	2gram	Voloshinov_2	VLabPisa
1	таким образом	14	27
2	в этом	15	26
3	и в	19	25
4	не только	13	22
5	может быть	28	21
6	хотя бы	6	20
7	и не	19	19
8	не может	18	17
9	в его	5	15
10	в процессе	18	14
11	прежде всего	7	13
12	в том	7	13
13	с другой	3	11
14	в качестве	3	10
15	о том	3	10
16	к этому	5	9
17	что в	2	9
18	для него	9	9
19	но и	10	9
20	то же	16	9
21	все эти	3	8
22	в своем	2	8
23	могут быть	3	8
24	не следует	2	8
25	как и	9	7
26	том что	10	7
27	было бы	4	7
28	отношению к	8	7
29	во всех	6	7
30	вместе с	2	7
31	по отношению	8	7
32	не было	3	7
33	а не	9	7
34	у него	2	6
35	это не	4	6
36	в себе	4	6
37	то что	4	6
38	более или	2	6
39	в основном	4	6
40	в нем	11	6
41	в зависимости	2	6
42	так и	10	6
43	или менее	2	6
44	и его	16	6
45	между тем	6	6
46	в то	8	6
47	тому что	4	5
48	же время	8	5
49	все же	5	5
50	зависимости от	2	5
51	в пределах	10	5
52	связи с	13	5
53	одним из	2	5
54	как бы	19	5
55	в их	5	5
56	приводит к	2	5
57	на основе	3	5
58	сказать что	4	5
59	только в	8	5
60	не в	10	5
61	не является	8	5
62	к тому	6	4
63	для его	3	4
64	в единстве	4	4
65	никогда не	7	4
66	перед нами	3	4
67	что он	4	4
68	с его	8	4
69	в ее	3	4
70	одна из	7	4
71	в своей	3	4
72	в самом	6	4
73	должен быть	2	4
74	как раз	4	4
75	в связи	7	4
76	с ними	4	4
77	чем же	3	4
78	в этой	3	4
79	и ее	4	3
80	и как	6	3
81	даже и	2	3
82	и от	3	3
83	как целого	3	3
84	только что	3	3
85	мы знаем	2	3
86	у нас	3	3
87	мы видели	4	3
88	что они	2	3
89	но как	2	3
90	как о	2	3
91	или в	2	3
92	с этим	3	3
93	что не	2	3
94	далеко не	2	3
95	и он	2	3
96	в котором	3	3
97	его в	7	3
98	что и	3	3
99	жизни и	2	3
100	и их	4	3
101	именно в	2	3
102	сводится к	2	3
103	в значительной	2	3
104	того что	4	3
105	так же	5	3
106	в слове	4	3
107	как на	2	3
108	точки зрения	17	3
109	является не	5	3
110	бы в	4	3
111	в точном	4	2
112	восприятия и	2	2
113	и непосредственно	2	2
114	связана с	2	2
115	и формы	3	2
116	формы и	2	2
117	по крайней	2	2
118	такое понимание	2	2
119	в жизни	2	2
120	вовсе не	11	2
121	а как	4	2
122	по себе	3	2
123	стороны и	2	2
124	или иной	5	2
125	как процесс	2	2
126	крайней мере	2	2
127	ли это	2	2
128	до сих	3	2
129	и потому	2	2
130	но не	2	2
131	им как	2	2
132	но для	2	2
133	в различных	3	2
134	смысле слова	5	2
135	в системе	2	2
136	еще не	3	2
137	одной стороны	3	2
138	же самое	6	2
139	для того	6	2
140	он и	2	2
141	одной из	3	2
142	если бы	11	2
143	точном смысле	4	2
144	в ней	3	2
145	оно является	2	2
146	относится к	3	2
147	и даже	2	2
148	всяком случае	2	2
149	отнюдь не	8	2
150	но к	2	2
151	сих пор	3	2
152	бы не	2	2
153	а в	3	2
154	в особенности	2	2
155	с одной	3	2
156	что оно	3	2
157	того чтобы	6	2
158	должны быть	2	2
159	между ними	2	2
160	и для	7	2
161	с другими	3	2
162	во всяком	3	2
163	лишь в	14	2
164	он не	3	2
165	они не	2	2
166	к его	2	2
167	в другом	3	2
168	того или	2	2
169	о чем	2	2
170	но в	7	2
171	как от	2	2
