N	2gram	Tiupa_Narr_1	VLabPisa
1	в этом	12	26
2	и в	11	25
3	не только	31	22
4	во сне	2	21
5	может быть	15	21
6	хотя бы	2	20
7	и не	23	19
8	не может	8	17
9	в его	6	15
10	прежде всего	4	13
11	в том	8	13
12	этом отношении	3	13
13	в частности	14	12
14	как это	3	12
15	с другой	2	11
16	из них	4	11
17	в качестве	14	10
18	о том	4	10
19	об этом	6	9
20	что в	3	9
21	для него	4	9
22	но и	27	9
23	то же	8	9
24	в своем	3	8
25	другой стороны	2	8
26	из этих	4	7
27	в году	2	7
28	же в	2	7
29	как и	13	7
30	том что	7	7
31	в конечном	3	7
32	отношению к	3	7
33	вместе с	2	7
34	по отношению	3	7
35	не было	3	7
36	а не	13	7
37	у него	7	6
38	это не	3	6
39	в себе	6	6
40	то что	9	6
41	в нем	4	6
42	в зависимости	2	6
43	так и	5	6
44	и его	10	6
45	их в	3	6
46	между тем	3	6
47	в то	4	6
48	в результате	2	5
49	же время	4	5
50	все же	4	5
51	зависимости от	2	5
52	в пределах	2	5
53	связи с	2	5
54	как бы	6	5
55	один из	6	5
56	сказать что	2	5
57	действующих лиц	5	5
58	только в	12	5
59	не в	6	5
60	не является	3	5
61	к тому	6	4
62	никогда не	4	4
63	перед нами	5	4
64	в одном	4	4
65	в целом	3	4
66	что он	3	4
67	с его	4	4
68	можно сказать	5	4
69	в романе	2	4
70	одна из	4	4
71	в своей	5	4
72	в самом	6	4
73	как раз	6	4
74	в связи	2	4
75	с ними	2	4
76	в этой	6	4
77	и ее	3	3
78	и как	3	3
79	и от	2	3
80	в конце	2	3
81	только что	2	3
82	у нас	3	3
83	различного рода	3	3
84	не столь	2	3
85	но как	3	3
86	большей или	2	3
87	или в	6	3
88	что не	2	3
89	у тургенева	2	3
90	и он	6	3
91	жизни и	6	3
92	именно в	3	3
93	сводится к	3	3
94	того что	4	3
95	в слове	3	3
96	никак не	2	3
97	точки зрения	5	3
98	она не	2	3
99	всего лишь	3	3
100	не менее	3	2
101	он сам	3	2
102	зависит от	2	2
103	а о	2	2
104	не подлежит	2	2
105	не всегда	3	2
106	в жизни	3	2
107	роль в	2	2
108	по себе	4	2
109	или иной	4	2
110	о его	2	2
111	ли не	2	2
112	до сих	2	2
113	но не	4	2
114	но для	3	2
115	как у	2	2
116	они и	2	2
117	всех его	2	2
118	как известно	3	2
119	еще не	4	2
120	же самое	2	2
121	для того	3	2
122	он и	2	2
123	если бы	7	2
124	мы имеем	3	2
125	меньшей степени	2	2
126	к ним	2	2
127	в ней	4	2
128	и даже	2	2
129	не вполне	2	2
130	всяком случае	2	2
131	отнюдь не	2	2
132	если в	2	2
133	лица и	2	2
134	этом и	4	2
135	не по	4	2
136	сих пор	2	2
137	а в	13	2
138	в особенности	2	2
139	начиная с	3	2
140	и через	2	2
141	при всей	3	2
142	человека в	2	2
143	того чтобы	4	2
144	между ними	2	2
145	и для	2	2
146	тому как	3	2
147	также и	3	2
148	во всяком	2	2
149	хотя и	4	2
150	лишь в	3	2
151	не о	2	2
152	он не	3	2
153	подобно тому	3	2
154	к его	2	2
155	что мы	2	2
156	в чем	2	2
157	в области	2	2
158	могло бы	3	2
159	в сознании	4	2
160	о чем	4	2
161	но в	7	2
162	а для	3	2
