N	2gram	Tiupa_Anal_1	FransuaR
1	и в	18	56
2	то есть	11	24
3	в его	13	18
4	таким образом	3	17
5	все эти	2	15
6	в этом	13	14
7	в том	27	13
8	так и	4	13
9	и его	5	12
10	в то	9	12
11	как бы	5	11
12	и т.п	5	11
13	то же	9	11
14	же время	6	10
15	еще не	3	10
16	и до	2	10
17	только в	6	9
18	в самом	6	9
19	но и	17	9
20	и не	21	9
21	том что	12	8
22	в сущности	6	8
23	не только	15	8
24	в нем	3	8
25	и с	2	8
26	в частности	19	7
27	как мы	2	7
28	и на	5	7
29	прежде всего	6	6
30	вовсе не	2	6
31	в этой	5	6
32	в той	8	6
33	той же	2	6
34	потому что	2	6
35	на его	2	6
36	точки зрения	6	6
37	и все	3	6
38	но в	8	6
39	но не	10	5
40	с его	3	5
41	никогда не	2	5
42	в пределах	2	5
43	ни с	3	5
44	как и	13	5
45	одним из	3	5
46	он не	3	5
47	один из	2	5
48	своего рода	3	5
49	в процессе	2	5
50	что в	5	5
51	роль в	2	5
52	такой же	2	5
53	в области	4	5
54	времени и	6	4
55	и более	4	4
56	в себе	11	4
57	в качестве	31	4
58	и к	3	4
59	за пределы	2	4
60	и потому	2	4
61	даже в	3	4
62	с одной	3	4
63	при этом	12	4
64	того чтобы	3	4
65	в основе	6	4
66	о том	5	4
67	в эпизоде	2	4
68	по своей	6	4
69	так как	2	4
70	в которой	2	4
71	том числе	3	3
72	национального языка	2	3
73	или меньшей	4	3
74	в литературе	4	3
75	более того	3	3
76	большей или	4	3
77	может быть	29	3
78	и о	2	3
79	а также	3	3
80	что и	3	3
81	то что	6	3
82	в их	5	3
83	не просто	2	3
84	уже не	4	3
85	не в	14	3
86	между тем	5	3
87	в другом	4	3
88	его к	2	3
89	взгляде на	2	2
90	только не	2	2
91	если бы	3	2
92	в нашем	3	2
93	с другой	4	2
94	это не	6	2
95	на самом	2	2
96	что он	3	2
97	можно сказать	2	2
98	ни было	4	2
99	ни в	4	2
100	и как	5	2
101	связей в	2	2
102	для него	2	2
103	одной стороны	3	2
104	было бы	2	2
105	и сам	2	2
106	из них	2	2
107	несмотря на	2	2
108	а в	9	2
109	в котором	3	2
110	вопрос об	3	2
111	все же	4	2
112	в своей	6	2
113	в мире	8	2
114	вместе с	4	2
115	самом деле	2	2
116	дело не	3	2
117	данном случае	2	2
118	романа в	2	2
119	другой стороны	2	2
120	не может	22	2
121	как к	2	2
122	то ни	3	2
123	а не	17	2
124	для того	4	2
125	из которых	4	2
126	к нему	3	2
127	с точки	4	2
128	бы то	3	2
129	в данном	2	2
130	и то	2	2
131	также и	2	2
132	ничто не	2	2
133	культуры в	2	2
134	той или	6	2
135	далеко не	6	2
136	с ним	4	2
