N	2gram	Losev_Prob_3	Istorich
1	и в	44	22
2	мы имеем	2	19
3	в этом	17	17
4	и т	13	16
5	т д	13	15
6	что в	8	15
7	не только	14	14
8	мы видели	2	13
9	но и	10	12
10	и не	35	12
11	может быть	28	11
12	в этих	2	11
13	или в	4	11
14	еще не	5	10
15	таким образом	9	10
16	но в	12	10
17	что он	9	9
18	в нем	9	9
19	что и	9	9
20	вместе с	2	9
21	в том	21	9
22	что они	5	8
23	с этим	2	8
24	том что	12	8
25	как мы	8	8
26	другой стороны	5	7
27	с другой	7	7
28	но не	3	7
29	то что	23	7
30	из них	2	7
31	уже не	7	7
32	и здесь	5	7
33	мы должны	7	7
34	так как	9	7
35	связи с	8	6
36	это не	9	6
37	что здесь	5	6
38	мы уже	4	6
39	с ней	5	6
40	то и	5	6
41	а в	5	6
42	то же	13	6
43	а не	18	6
44	друг друга	2	6
45	мы можем	6	6
46	ничего не	3	6
47	если бы	3	6
48	не менее	10	5
49	в частности	2	5
50	тем не	10	5
51	так что	12	5
52	до сих	2	5
53	есть и	2	5
54	или по	4	5
55	все же	6	5
56	этом случае	5	5
57	он не	8	5
58	с большим	2	5
59	того что	8	5
60	сих пор	2	5
61	могут быть	2	5
62	в этой	3	5
63	и там	2	4
64	и другие	3	4
65	как это	2	4
66	у нас	10	4
67	не в	13	4
68	только в	19	4
69	она не	3	4
70	для нас	16	4
71	а именно	8	4
72	и его	5	4
73	в данном	9	4
74	не может	7	4
75	тем что	4	4
76	все эти	7	4
77	и с	9	4
78	для них	2	3
79	что у	3	3
80	и от	9	3
81	и все	3	3
82	прежде всего	3	3
83	не что	4	3
84	к тому	3	3
85	и к	6	3
86	как и	10	3
87	и как	3	3
88	но это	8	3
89	было бы	8	3
90	между прочим	2	3
91	можно ли	4	3
92	в его	9	3
93	никогда не	6	3
94	в целом	6	3
95	не будем	2	3
96	быть и	3	3
97	данном случае	7	3
98	в связи	7	3
99	все равно	3	3
100	видели выше	2	3
101	а мы	2	3
102	имеет свою	3	3
103	и у	2	3
104	так же	5	3
105	его не	2	3
106	иное как	4	3
107	сказать что	16	3
108	потому что	25	3
109	он и	2	3
110	и ее	3	3
111	что иное	4	3
112	о том	6	3
113	его в	3	3
114	при помощи	8	3
115	здесь не	8	3
116	в чем	4	3
117	однако это	2	3
118	на одну	2	2
119	как только	3	2
120	не было	5	2
121	всех этих	2	2
122	с тем	5	2
123	и есть	5	2
124	здесь и	3	2
125	точно так	3	2
126	вовсе не	37	2
127	в тех	3	2
128	можно сказать	6	2
129	говорилось выше	2	2
130	во всяком	9	2
131	бы она	2	2
132	же в	3	2
133	ни в	8	2
134	но все	3	2
135	от него	2	2
136	и более	2	2
137	с одной	2	2
138	как в	5	2
139	при этом	4	2
140	в качестве	3	2
141	то время	4	2
142	совершенно не	4	2
143	и о	5	2
144	же как	3	2
145	да и	5	2
146	хотя и	5	2
147	в ней	5	2
148	и потому	7	2
149	всяком случае	6	2
150	именно так	3	2
151	в котором	2	2
152	для нее	2	2
153	не имеет	9	2
154	то это	10	2
155	и это	9	2
156	жизни и	6	2
157	нет ничего	6	2
158	образом и	2	2
159	так и	10	2
160	не имеют	4	2
161	даже не	2	2
162	только на	5	2
163	за счет	2	2
164	в своем	5	2
165	никто не	2	2
166	происходит в	2	2
167	если не	3	2
168	на самом	7	2
169	этот вопрос	3	2
170	из того	3	2
171	и что	7	2
172	и даже	14	2
173	есть только	4	2
174	которые здесь	2	2
175	и для	2	2
176	время как	4	2
177	а то	3	2
178	в которых	3	2
179	о ней	2	2
180	и то	14	2
181	очень много	3	2
182	в виде	6	2
183	точки зрения	5	2
184	в другом	2	2
185	в то	9	2
186	как будто	3	2
187	часто бывает	3	2
188	мы сейчас	2	2
189	а также	4	2
190	же не	2	2
191	в наших	2	2
192	с собой	3	2
