N	2gram	Bakhtin_Pr_1	StatiiOP
1	и в	29	29
2	том что	7	27
3	в том	8	27
4	в этом	22	21
5	но и	14	19
6	что в	8	19
7	не только	15	19
8	что он	8	13
9	в его	24	13
10	то что	15	11
11	все это	6	11
12	в которой	2	11
13	таким образом	12	10
14	т е	21	10
15	в своем	8	9
16	и т	4	9
17	так и	7	9
18	этом отношении	3	9
19	и не	31	9
20	как на	3	9
21	потому что	8	9
22	он не	5	9
23	и пр	3	8
24	как раз	6	8
25	но в	7	8
26	но все	5	7
27	в самом	10	7
28	в ней	2	7
29	в котором	2	7
30	я не	3	7
31	в своей	8	7
32	тому что	3	7
33	в одном	10	6
34	вовсе не	7	6
35	вопрос о	2	6
36	до сих	2	6
37	одним из	6	6
38	все же	9	6
39	и что	2	6
40	и его	14	6
41	и на	7	6
42	прежде всего	7	5
43	была бы	3	5
44	в той	2	5
45	было бы	5	5
46	как бы	19	5
47	сих пор	2	5
48	а не	22	5
49	между тем	5	5
50	точки зрения	19	5
51	а как	7	4
52	именно в	5	4
53	с другой	3	4
54	но с	3	4
55	в романе	9	4
56	не в	7	4
57	для него	18	4
58	кроме того	3	4
59	если б	2	4
60	и к	2	4
61	и о	5	4
62	в нем	19	4
63	ничего не	5	4
64	связи с	2	4
65	и с	4	4
66	своего времени	2	4
67	на вопрос	2	3
68	самого начала	2	3
69	но он	2	3
70	оно не	3	3
71	с этим	2	3
72	на себя	2	3
73	по себе	8	3
74	идет о	4	3
75	ни в	3	3
76	так что	2	3
77	но это	4	3
78	но не	9	3
79	сколько в	2	3
80	до конца	8	3
81	кажется что	2	3
82	например в	3	3
83	наконец в	2	3
84	никогда не	3	3
85	и даже	2	3
86	всяком случае	3	3
87	другой стороны	3	3
88	самом деле	6	3
89	как в	6	3
90	в их	3	3
91	т п	3	3
92	не было	4	3
93	тем что	4	3
94	на самом	5	3
95	ни одного	2	3
96	хотя бы	2	3
97	так же	6	3
98	во всяком	5	3
99	он писал	2	3
100	и здесь	3	3
101	отношении к	3	3
102	в россии	2	3
103	в отношении	2	2
104	но они	2	2
105	с его	9	2
106	ни было	2	2
107	если бы	9	2
108	и др	5	2
109	в них	3	2
110	с этой	2	2
111	в одной	6	2
112	для своего	2	2
113	в конце	6	2
114	в чисто	2	2
115	в духе	3	2
116	как например	2	2
117	что было	4	2
118	выражение в	6	2
119	что и	4	2
120	его как	4	2
121	по существу	3	2
122	не потому	2	2
123	как и	12	2
124	то ни	2	2
125	и как	7	2
126	из его	2	2
127	должна была	4	2
128	в этой	4	2
129	него самого	2	2
130	в истории	2	2
131	в то	10	2
132	художественного изображения	2	2
133	не дает	3	2
134	и сам	2	2
135	несмотря на	6	2
136	на его	2	2
137	может быть	24	2
138	никак не	2	2
139	и потому	6	2
140	на почве	3	2
141	даже в	4	2
142	сами по	3	2
143	только в	10	2
144	бы то	2	2
145	в процессе	4	2
146	не на	4	2
147	не может	12	2
148	то же	14	2
149	все эти	9	2
150	при этом	2	2
151	там где	10	2
152	они не	4	2
153	на этот	2	2
154	с точки	13	2
155	в данном	2	2
156	конечно и	2	2
157	в результате	4	2
158	сказать что	3	2
159	в себе	7	2
160	этот вопрос	2	2
161	в один	2	2
162	его в	6	2
163	и это	5	2
164	так как	6	2
165	о мире	6	2
