N	2gram	Propp_Isto_3	EvropaiC
1	таким образом	10	32
2	в том	9	31
3	и в	22	24
4	том что	8	20
5	все эти	4	19
6	не может	4	18
7	то что	7	17
8	может быть	11	15
9	все же	5	15
10	точки зрения	2	13
11	в своем	2	12
12	до сих	5	12
13	сих пор	5	12
14	в этом	17	12
15	между тем	2	11
16	с этим	8	11
17	отношению к	2	10
18	мы знаем	2	10
19	по отношению	2	10
20	все что	3	10
21	так и	2	10
22	при этом	2	9
23	как и	3	9
24	что в	15	9
25	не в	4	8
26	так же	3	8
27	знаем что	2	8
28	если бы	6	8
29	и все	3	8
30	не менее	5	7
31	к тому	3	7
32	но и	12	7
33	и не	12	7
34	и что	2	7
35	из этих	3	7
36	о том	3	7
37	что он	9	7
38	в силу	2	7
39	на самом	2	7
40	с другой	7	6
41	так что	5	6
42	в этой	5	6
43	того что	5	6
44	и на	4	6
45	так как	7	6
46	еще не	10	6
47	что и	9	6
48	мы можем	6	6
49	только в	4	6
50	вместе с	9	6
51	и от	3	5
52	на все	2	5
53	тому же	2	5
54	у него	3	5
55	в целом	3	5
56	другой стороны	7	5
57	и с	4	5
58	потому что	3	5
59	его в	3	5
60	но в	10	5
61	к этому	7	5
62	и к	3	5
63	в то	2	5
64	в его	3	5
65	не только	14	5
66	быть и	3	5
67	и для	2	5
68	но все	2	5
69	как будто	2	5
70	далеко не	3	5
71	никогда не	3	4
72	этом случае	5	4
73	из того	2	4
74	тем не	5	4
75	в дальнейшем	4	4
76	одним из	4	4
77	хотя и	2	4
78	отношение к	4	4
79	из них	7	4
80	и то	2	4
81	всех этих	2	4
82	связи с	6	4
83	ни один	2	4
84	мы должны	7	4
85	мы уже	6	4
86	он не	5	4
87	выше мы	3	4
88	совершенно не	2	4
89	то же	6	4
90	в течение	6	4
91	и у	3	4
92	в виде	2	4
93	же как	2	3
94	с одной	2	3
95	в этих	11	3
96	представление о	3	3
97	вопрос о	2	3
98	в тех	2	3
99	для нас	4	3
100	не вполне	6	3
101	в нем	9	3
102	данном случае	3	3
103	целый ряд	3	3
104	образом в	2	3
105	а в	6	3
106	это не	6	3
107	при помощи	3	3
108	и потому	2	3
109	с тем	2	3
110	но по	3	3
111	прежде всего	3	3
112	в жизни	2	3
113	у нас	4	3
114	от него	2	3
115	даже в	2	3
116	что по	2	3
117	в данном	4	3
118	очень много	2	3
119	в связи	3	3
120	и это	2	3
121	же не	2	3
122	независимо от	2	2
123	в сторону	2	2
124	в частности	5	2
125	можно ли	3	2
126	что у	3	2
127	что на	4	2
128	он все	3	2
129	как мы	8	2
130	такой же	2	2
131	что они	8	2
132	на этом	4	2
133	в свою	4	2
134	одной стороны	2	2
135	время от	2	2
136	к нему	5	2
137	они могут	2	2
138	в ней	2	2
139	всяком случае	2	2
140	в котором	2	2
141	вступают в	2	2
142	и уже	2	2
143	мы видели	13	2
144	на том	3	2
145	образом и	2	2
146	что она	5	2
147	то и	6	2
148	они не	4	2
149	и некоторые	2	2
150	с ними	3	2
151	в которых	2	2
152	и так	2	2
153	не было	2	2
154	на нее	3	2
155	во всяком	2	2
156	однако это	3	2
157	и более	2	2
158	и там	4	2
159	только не	2	2
160	в них	6	2
161	на месте	2	2
162	если он	2	2
163	вовсе не	2	2
164	со своими	2	2
165	где находится	2	2
166	а затем	3	2
167	одна из	2	2
168	но не	7	2
169	она не	4	2
170	было бы	3	2
171	жизни и	2	2
172	никто не	2	2
173	между прочим	3	2
174	из этой	2	2
175	этот вопрос	2	2
176	и ее	3	2
177	в другом	2	2
178	ту же	2	2
179	если это	3	2
