N	2gram	Propp_Isto_6	Komedia
1	и в	26	22
2	и не	10	21
3	т е	22	16
4	том что	10	13
5	в том	12	12
6	таким образом	12	12
7	со стороны	3	11
8	так как	18	11
9	ни в	2	10
10	потому что	13	10
11	до сих	4	9
12	вместе с	8	9
13	сих пор	4	9
14	если бы	3	8
15	в своем	2	8
16	что он	9	8
17	в его	5	8
18	что и	4	8
19	в этом	12	8
20	о том	7	8
21	его в	5	8
22	о чем	2	7
23	при этом	3	7
24	то же	5	7
25	только что	2	7
26	а в	3	7
27	к этому	3	6
28	того же	2	6
29	еще не	9	6
30	к тому	2	6
31	может быть	11	6
32	и что	5	6
33	так что	3	6
34	и его	7	6
35	в то	5	6
36	что в	12	5
37	прежде всего	4	5
38	то это	5	5
39	как это	5	5
40	и сам	2	5
41	не только	10	5
42	в своей	3	5
43	по отношению	2	5
44	он не	2	5
45	тем что	5	5
46	в которых	2	5
47	к себе	2	5
48	с ним	8	5
49	но в	7	5
50	с тем	4	4
51	но все	2	4
52	у него	7	4
53	однако в	2	4
54	с другой	10	4
55	вовсе не	2	4
56	он был	2	4
57	все же	8	4
58	не в	3	4
59	в ней	5	4
60	здесь нет	2	4
61	и т	10	4
62	то что	6	4
63	когда он	3	4
64	но и	9	4
65	на него	2	4
66	что она	3	4
67	а не	2	4
68	так же	2	4
69	в себе	3	4
70	так и	5	4
71	и с	6	4
72	с его	4	3
73	от нее	2	3
74	в частности	3	3
75	обращается к	2	3
76	никогда не	13	3
77	в них	3	3
78	с этой	2	3
79	с этим	2	3
80	себе в	4	3
81	по всему	2	3
82	в нем	8	3
83	далеко не	3	3
84	на то	2	3
85	как и	5	3
86	в этой	2	3
87	все что	4	3
88	одной стороны	7	3
89	было бы	2	3
90	как бы	4	3
91	один из	3	3
92	отношению к	2	3
93	не может	6	3
94	с одной	7	3
95	что не	2	3
96	не имеет	2	3
97	не так	2	3
98	в других	4	3
99	их в	3	3
100	мы можем	7	3
101	во всяком	2	3
102	представляет собой	2	3
103	как он	6	3
104	и этим	5	3
105	ничего не	2	3
106	всяком случае	2	3
107	том как	3	3
108	все время	2	2
109	в качестве	3	2
110	как в	6	2
111	не будет	5	2
112	к концу	3	2
113	это не	4	2
114	в одном	3	2
115	но при	2	2
116	представление о	9	2
117	в образе	10	2
118	если он	3	2
119	стороны и	2	2
120	к своему	3	2
121	мы знаем	2	2
122	этом случае	6	2
123	из его	2	2
124	что они	2	2
125	она не	3	2
126	и хотя	2	2
127	то время	3	2
128	на его	4	2
129	от того	3	2
130	в свое	2	2
131	а также	4	2
132	и он	4	2
133	ни одной	2	2
134	после этого	4	2
135	наряду с	3	2
136	в уже	2	2
137	могло быть	2	2
138	как мы	4	2
139	другой стороны	8	2
140	целый ряд	2	2
141	его не	2	2
142	не было	3	2
143	человека в	2	2
144	время как	3	2
145	мы не	6	2
146	из которых	3	2
147	после чего	6	2
148	можно было	2	2
149	в своих	3	2
150	и на	12	2
151	здесь и	2	2
152	людей и	2	2
153	начиная от	2	2
154	в руки	2	2
155	что касается	2	2
156	он и	2	2
157	и ее	3	2
158	нет ни	2	2
159	видно что	2	2
160	что мы	2	2
161	е в	2	2
162	и это	8	2
163	из этого	3	2
164	здесь не	2	2
