N	2gram	Bakhtin_Pr_2	Narrotol
1	не только	11	31
2	но и	14	27
3	и не	29	23
4	при этом	6	19
5	может быть	23	15
6	как и	14	13
7	а не	7	13
8	а в	5	13
9	только в	4	12
10	в этом	13	12
11	и в	43	11
12	и его	8	10
13	времени и	2	9
14	то что	7	9
15	то есть	4	9
16	то же	8	8
17	в том	6	8
18	не может	18	8
19	уже не	3	8
20	в рассказе	3	8
21	если бы	3	7
22	у него	6	7
23	том что	2	7
24	но в	10	7
25	к тому	4	6
26	об этом	2	6
27	не в	11	6
28	и он	5	6
29	в самом	7	6
30	как бы	22	6
31	как раз	4	6
32	тому же	3	6
33	или в	8	6
34	в себе	5	6
35	в его	10	6
36	перед нами	7	5
37	той или	3	5
38	рассказа в	3	5
39	в своей	4	5
40	так и	3	5
41	и на	10	5
42	точки зрения	13	5
43	слова в	12	4
44	с его	4	4
45	никогда не	9	4
46	из этих	2	4
47	к себе	7	4
48	или иной	3	4
49	что на	2	4
50	все же	3	4
51	для него	8	4
52	но не	5	4
53	же время	5	4
54	прежде всего	10	4
55	еще не	9	4
56	к нему	5	4
57	в нем	12	4
58	в первом	2	4
59	из них	2	4
60	по себе	11	4
61	как в	2	4
62	того что	2	4
63	в речи	5	4
64	чужого слова	24	4
65	хотя и	5	4
66	на себя	2	4
67	в то	7	4
68	что у	2	4
69	о том	5	4
70	одна из	2	4
71	в одном	12	4
72	не менее	3	3
73	он сам	3	3
74	что в	4	3
75	в своем	4	3
76	это не	3	3
77	в жизни	3	3
78	что он	13	3
79	тем не	2	3
80	у нас	2	3
81	и как	2	3
82	в целом	2	3
83	самом деле	5	3
84	может служить	2	3
85	и о	2	3
86	но для	3	3
87	он не	9	3
88	о нем	6	3
89	его жизни	2	3
90	отношению к	5	3
91	по отношению	5	3
92	лишь в	8	3
93	но при	3	3
94	героя в	3	3
95	в слове	5	3
96	мы не	4	3
97	и то	2	3
98	также и	3	3
99	их в	4	3
100	и с	5	3
101	и ее	3	3
102	и все	6	3
103	между тем	3	3
104	по мере	4	2
105	о своей	3	2
106	в этих	6	2
107	его и	2	2
108	между собой	2	2
109	в конце	2	2
110	а за	3	2
111	в сущности	9	2
112	на то	5	2
113	что может	2	2
114	по своим	3	2
115	как мы	10	2
116	но зато	3	2
117	как если	2	2
118	да и	5	2
119	в романе	3	2
120	по своему	2	2
121	между ними	4	2
122	одно и	2	2
123	в повести	2	2
124	до конца	4	2
125	до сих	7	2
126	в пределах	16	2
127	она не	3	2
128	в первой	2	2
129	у тургенева	4	2
130	они могут	2	2
131	никак не	5	2
132	и является	2	2
133	со словами	2	2
134	точек зрения	4	2
135	хотя бы	2	2
136	себя в	3	2
137	быть и	2	2
138	героя и	5	2
139	сих пор	7	2
140	в форме	2	2
141	только на	3	2
142	другой стороны	3	2
143	в отличие	4	2
144	входит в	2	2
145	и только	3	2
146	зрения как	2	2
147	человека в	4	2
148	в той	5	2
149	что не	2	2
150	тем же	2	2
151	и даже	3	2
152	с другой	4	2
153	и для	3	2
154	особенно в	2	2
155	отличие от	4	2
156	слов в	2	2
157	в таком	2	2
158	ничего не	3	2
159	с ними	2	2
160	каждый из	2	2
161	друг на	2	2
162	в результате	4	2
163	героя но	2	2
164	сказать что	2	2
165	во всяком	2	2
166	мы можем	2	2
167	он и	3	2
168	и еще	2	2
169	на друга	2	2
170	дело в	2	2
171	в произведении	4	2
172	здесь не	6	2
173	так сказать	6	2
174	с ним	3	2
175	та же	2	2
