N	2gram	Voloshinov_1	Myshleni
1	точки зрения	13	26
2	таким образом	21	26
3	в том	4	24
4	и в	15	23
5	том что	5	21
6	в целом	2	20
7	с точки	10	18
8	того чтобы	2	17
9	то что	10	17
10	в этом	13	17
11	не только	5	16
12	того что	2	15
13	что в	6	14
14	может быть	13	14
15	но и	4	14
16	как и	6	14
17	в его	9	14
18	с помощью	9	13
19	не может	13	12
20	в развитии	4	12
21	как бы	11	11
22	сказать что	6	11
23	прежде всего	11	10
24	в отношении	2	10
25	в психологии	2	10
26	в качестве	2	9
27	не является	3	9
28	и не	16	9
29	между тем	2	9
30	и с	7	9
31	вместе с	4	9
32	внутренней речи	3	9
33	самого начала	5	8
34	с самого	7	8
35	ребенка в	3	8
36	и на	3	8
37	в основе	3	8
38	в процессе	4	8
39	то же	7	8
40	в этой	5	7
41	в самом	6	7
42	по отношению	11	7
43	в то	6	7
44	так как	9	7
45	что он	8	7
46	отношению к	9	7
47	мы не	4	7
48	и ее	3	7
49	все время	4	6
50	от того	3	6
51	все это	5	6
52	именно в	3	6
53	потому что	4	6
54	с этим	6	6
55	у ребенка	2	6
56	мысли и	4	6
57	и его	15	6
58	мы можем	12	6
59	в себе	4	6
60	только в	6	6
61	тому что	3	5
62	в собственном	2	5
63	из того	2	5
64	можно сказать	4	5
65	по себе	2	5
66	для этого	4	5
67	в своих	4	5
68	что мы	2	5
69	мы должны	7	5
70	и все	4	5
71	бы в	2	5
72	если бы	3	5
73	но в	9	5
74	что может	3	5
75	между собой	4	5
76	современной психологии	5	5
77	и что	3	5
78	он не	4	5
79	слова и	2	5
80	так и	10	5
81	на основании	2	5
82	как мы	10	5
83	целом и	2	5
84	из этого	2	5
85	но не	5	4
86	что все	5	4
87	в свою	2	4
88	не в	4	4
89	высшей степени	2	4
90	при этом	7	4
91	что она	2	4
92	но вместе	2	4
93	все эти	9	4
94	в высшей	2	4
95	этом отношении	2	4
96	их в	2	4
97	в настоящей	2	4
98	с его	8	4
99	для всех	2	4
100	в одном	3	4
101	к этому	7	4
102	речи мы	2	4
103	и к	7	4
104	в чем	4	4
105	было бы	6	4
106	к тому	4	4
107	должен быть	2	4
108	в своей	9	4
109	сих пор	3	4
110	научной психологии	3	4
111	как в	3	4
112	приводит к	2	4
113	как раз	2	4
114	хотя бы	7	4
115	ни в	6	4
116	как на	3	4
117	до сих	3	4
118	в самых	2	3
119	я не	3	3
120	что это	3	3
121	свести к	2	3
122	в своем	2	3
123	из этих	4	3
124	на все	2	3
125	ребенка к	3	3
126	мы и	4	3
127	смысле слова	2	3
128	значение в	3	3
129	отношения к	2	3
130	вовсе не	2	3
131	в одной	2	3
132	всяком случае	3	3
133	сознания и	5	3
134	этих двух	2	3
135	что оно	2	3
136	об этом	4	3
137	учение о	2	3
138	нашего сознания	3	3
139	во всех	8	3
140	из основных	2	3
141	она не	2	3
142	человека и	6	3
143	на две	3	3
144	все же	5	3
145	не остается	3	3
146	самом деле	7	3
147	а не	2	3
148	и то	2	3
149	во всяком	4	3
150	сам по	2	3
151	могут быть	6	3
152	в каком	3	3
153	психической жизни	7	3
154	ответ на	2	3
155	в области	3	3
156	ничего не	2	3
157	в основу	2	2
158	все основные	4	2
159	современная психология	2	2
160	на всем	2	2
161	никогда не	7	2
162	в нашем	3	2
163	точку зрения	4	2
164	в зависимости	2	2
165	но все	2	2
166	и должны	3	2
167	на этом	5	2
168	же время	5	2
169	для него	5	2
170	в сновидении	2	2
171	один из	4	2
172	мы видели	5	2
173	жизни и	5	2
174	и до	3	2
175	данном случае	3	2
176	с мыслью	2	2
177	и таким	2	2
178	той же	2	2
179	и вот	6	2
180	и наконец	10	2
181	и даже	2	2
182	должно быть	2	2
183	бы и	2	2
184	а в	6	2
185	опыта и	2	2
186	одно из	3	2
187	нуждается в	2	2
188	другому человеку	2	2
189	в первом	2	2
190	в этих	2	2
191	потому и	3	2
192	человека с	2	2
193	всех этих	5	2
194	главным образом	4	2
195	в состоянии	2	2
196	он должен	2	2
197	в ее	4	2
198	зависимости от	2	2
199	чем он	2	2
200	со всеми	3	2
201	бы он	3	2
202	за пределы	2	2
203	которые мы	2	2
204	и потому	8	2
205	ее в	2	2
206	на него	4	2
207	в течение	2	2
208	если мы	5	2
209	уже не	5	2
210	и пр	9	2
211	между ними	2	2
212	к этим	2	2
213	с другими	5	2
214	в данном	3	2
215	и при	3	2
216	из важнейших	2	2
217	в детской	3	2
218	благодаря тому	2	2
219	дело в	2	2
220	из этой	2	2
221	человека к	2	2
