N	2gram	Tiupa_Hudo_1	Narrotol
1	не только	16	31
2	но и	10	27
3	и не	15	23
4	при этом	13	19
5	может быть	14	15
6	в частности	13	14
7	в качестве	24	14
8	в тексте	9	13
9	как и	2	13
10	а не	9	13
11	а в	12	13
12	только в	5	12
13	в этом	11	12
14	и в	19	11
15	в данном	4	11
16	состоит в	16	10
17	такого рода	10	10
18	своего рода	5	10
19	и его	12	10
20	тогда как	13	10
21	времени и	2	9
22	то что	4	9
23	во времени	4	9
24	то есть	18	9
25	то же	10	8
26	в том	18	8
27	со стороны	2	8
28	и т.п	4	8
29	не может	7	8
30	уже не	4	8
31	иначе говоря	4	8
32	в рассказе	3	8
33	представляет собой	10	8
34	если бы	3	7
35	том что	8	7
36	но в	7	7
37	и т.д	3	6
38	к тому	4	6
39	об этом	2	6
40	а также	5	6
41	не в	7	6
42	в самом	5	6
43	как бы	9	6
44	один из	2	6
45	как раз	3	6
46	во втором	4	6
47	или в	2	6
48	в себе	9	6
49	в его	9	6
50	в этой	2	6
51	можно сказать	5	5
52	той или	4	5
53	в своей	5	5
54	так и	11	5
55	тем самым	4	5
56	и на	2	5
57	потому что	3	5
58	между двумя	2	5
59	точки зрения	10	5
60	как правило	2	5
61	слова в	2	4
62	с его	6	4
63	о чем	2	4
64	никогда не	2	4
65	из этих	3	4
66	или иной	7	4
67	для него	4	4
68	то в	2	4
69	но не	11	4
70	же время	5	4
71	прежде всего	4	4
72	еще не	3	4
73	к нему	3	4
74	имеет место	2	4
75	и тем	2	4
76	в нем	5	4
77	в мире	21	4
78	по себе	2	4
79	как в	2	4
80	так в	4	4
81	и состоит	3	4
82	того что	4	4
83	того чтобы	2	4
84	в принципе	5	4
85	являет собой	3	4
86	хотя и	3	4
87	в то	6	4
88	о том	2	4
89	одна из	2	4
90	в одном	2	4
91	мира в	2	4
92	не менее	3	3
93	по мысли	2	3
94	что в	6	3
95	однако в	4	3
96	в нашем	2	3
97	по большей	2	3
98	в своем	2	3
99	текста в	3	3
100	это не	2	3
101	в пространстве	2	3
102	создает эффект	2	3
103	в жизни	2	3
104	большей части	2	3
105	что он	3	3
106	художественного письма	5	3
107	сводится к	7	3
108	тем не	3	3
109	начало и	2	3
110	и как	3	3
111	в целом	3	3
112	но как	2	3
113	для того	2	3
114	картины мира	3	3
115	может служить	2	3
116	и о	3	3
117	он не	4	3
118	в конечном	5	3
119	не является	4	3
120	отношению к	9	3
121	в ходе	5	3
122	по отношению	9	3
123	начиная с	2	3
124	именно в	2	3
125	лишь в	4	3
126	и конец	2	3
127	в слове	3	3
128	и то	4	3
129	их в	3	3
130	и ее	3	3
131	в финале	2	3
132	в русской	3	3
133	присутствия в	8	3
134	в состав	6	3
135	всего лишь	4	3
136	как это	5	3
137	мы имеем	6	3
138	между тем	4	3
139	художественного высказывания	2	2
140	и составляет	3	2
141	отнюдь не	2	2
142	могут служить	2	2
143	в этих	3	2
144	между собой	2	2
145	тот кто	2	2
146	а на	5	2
147	не могло	2	2
148	этих двух	2	2
149	не сводится	5	2
150	в свою	3	2
151	что может	2	2
152	к его	2	2
153	равной степени	2	2
154	кто говорит	5	2
155	было и	2	2
156	в романе	3	2
157	с ее	5	2
158	и того	2	2
159	свою очередь	2	2
160	по своему	2	2
161	между ними	4	2
162	имеем дело	2	2
163	одно и	3	2
164	в повести	2	2
165	в пределах	3	2
166	в войне	2	2
167	или иным	3	2
168	в роли	3	2
169	не вполне	2	2
170	чем это	2	2
171	к жизни	2	2
172	по сути	3	2
173	себя в	7	2
174	не будет	2	2
175	быть и	2	2
176	значения и	2	2
177	героя и	5	2
178	дело не	2	2
179	внутреннего зрения	7	2
180	в форме	4	2
181	человеческой жизни	2	2
182	другой стороны	5	2
183	жизни в	2	2
184	в отличие	7	2
185	входит в	4	2
186	текста как	3	2
187	сознания в	3	2
188	в году	2	2
189	в той	3	2
190	высказывания в	4	2
191	который в	2	2
192	и притом	3	2
193	времени в	2	2
194	жизни как	3	2
195	с другой	7	2
196	и для	2	2
197	сводятся к	2	2
198	войне и	2	2
199	отличие от	7	2
200	и мире	2	2
201	сказать что	4	2
202	участок текста	2	2
203	с языком	3	2
204	я в	11	2
205	в равной	2	2
206	жизни но	2	2
207	системы эпизодов	2	2
208	в произведении	3	2
209	в кадры	2	2
210	здесь не	2	2
211	в чем	2	2
212	с ним	2	2
213	в области	6	2
214	за пределами	3	2
