N	2gram	Voloshinov_1	Myshleni
1	с помощью	2	42
2	и в	16	25
3	в развитии	2	24
4	в том	3	23
5	на основе	2	22
6	том что	3	20
7	что в	3	17
8	так же	2	17
9	таким образом	9	17
10	ребенка и	3	17
11	в основе	3	16
12	как и	2	15
13	то что	3	15
14	в его	4	15
15	в этом	9	14
16	вместе с	3	14
17	может быть	17	13
18	между собой	2	13
19	так как	4	12
20	по своему	2	11
21	как бы	5	10
22	и не	4	10
23	было бы	2	10
24	что и	2	10
25	только в	4	10
26	мы не	2	9
27	ни в	5	9
28	как мы	4	8
29	все эти	5	7
30	что мы	2	7
31	как это	3	7
32	мы можем	9	7
33	в области	3	7
34	самого начала	4	6
35	не менее	2	6
36	с самого	4	6
37	же как	2	6
38	один из	2	6
39	не может	8	6
40	и на	4	6
41	в основном	3	6
42	что он	2	6
43	того же	2	6
44	со всеми	2	6
45	не только	7	6
46	точки зрения	8	6
47	все это	4	6
48	так и	4	5
49	что это	2	5
50	и как	3	5
51	но это	2	5
52	этой ступени	2	5
53	для него	6	5
54	при этом	6	5
55	на этой	3	5
56	и по	2	5
57	с ее	4	5
58	мы уже	2	5
59	и к	6	5
60	о том	2	5
61	могут быть	3	5
62	в этой	4	5
63	не могут	2	4
64	в частности	2	4
65	никогда не	2	4
66	из этих	2	4
67	прежде всего	9	4
68	мы знаем	3	4
69	всяком случае	3	4
70	отнюдь не	4	4
71	но и	4	4
72	а в	3	4
73	сказать что	7	4
74	с ним	2	4
75	с этим	2	4
76	и все	4	4
77	нет никаких	2	4
78	что оно	2	4
79	еще не	5	4
80	он не	2	4
81	по сравнению	3	4
82	во всяком	3	4
83	и это	6	4
84	как с	2	4
85	с этой	2	3
86	на этом	3	3
87	в самом	2	3
88	не можем	2	3
89	в него	5	3
90	и их	4	3
91	путь к	2	3
92	понятия и	2	3
93	с ними	4	3
94	их в	3	3
95	его в	4	3
96	сравнению с	3	3
97	в жизни	2	3
98	к этому	2	3
99	но как	2	3
100	мы видим	2	3
101	не есть	2	3
102	если мы	2	3
103	между ними	3	3
104	то же	2	2
105	в этих	3	2
106	для нас	2	2
107	в один	4	2
108	ни было	2	2
109	к другим	2	2
110	в нем	4	2
111	не имеющие	2	2
112	для этого	2	2
113	и только	9	2
114	и других	2	2
115	все остальные	2	2
116	в начале	2	2
117	цели и	2	2
118	с его	7	2
119	в них	2	2
120	в одном	3	2
121	с нею	2	2
122	этом смысле	3	2
123	связанные с	2	2
124	на первый	2	2
125	все что	4	2
126	есть и	2	2
127	с их	3	2
128	и может	4	2
129	и потому	3	2
130	оно не	2	2
131	не будет	2	2
132	момента в	2	2
133	в своей	2	2
134	находится в	2	2
135	едва ли	3	2
136	и для	2	2
137	и его	8	2
138	с другими	3	2
139	в каком	2	2
140	в чем	5	2
