N	2gram	Losev_Prob_1	FransuaR
1	и в	32	49
2	то есть	33	32
3	прежде всего	10	19
4	в его	6	18
5	не только	17	17
6	и его	3	17
7	и на	8	17
8	и не	31	15
9	в этом	19	15
10	в них	7	13
11	только в	7	13
12	но и	9	13
13	как и	3	11
14	как бы	14	11
15	вовсе не	35	10
16	в этой	10	10
17	все это	7	9
18	для него	2	9
19	в нем	13	9
20	в сущности	2	8
21	один из	4	7
22	не может	8	7
23	таким образом	6	7
24	то же	10	7
25	все эти	8	7
26	как мы	7	7
27	именно в	4	6
28	то что	42	6
29	в литературе	4	6
30	в истории	4	6
31	здесь в	3	6
32	мы уже	5	6
33	во всех	7	6
34	так и	12	6
35	сказать что	13	6
36	и с	2	6
37	но он	3	6
38	точки зрения	3	6
39	в то	6	6
40	так как	11	6
41	с его	2	5
42	никогда не	7	5
43	в своем	5	5
44	уже в	3	5
45	из этих	2	5
46	но не	9	5
47	при этом	6	5
48	может быть	14	5
49	и потому	2	5
50	в своей	8	5
51	с точки	3	5
52	в эту	2	5
53	с другой	3	4
54	и во	3	4
55	в жизни	3	4
56	в себе	15	4
57	том что	12	4
58	но все	3	4
59	и чисто	3	4
60	и о	8	4
61	в этих	3	4
62	и до	2	4
63	сих пор	3	4
64	до сих	3	4
65	не было	4	4
66	а в	4	4
67	мы находим	2	4
68	в области	2	4
69	тем что	7	4
70	с ним	3	4
71	но в	14	4
72	всех этих	7	3
73	о чем	6	3
74	другими словами	3	3
75	что он	7	3
76	же в	4	3
77	в ее	3	3
78	в том	9	3
79	да и	3	3
80	но именно	3	3
81	было бы	8	3
82	из них	3	3
83	несмотря на	3	3
84	в самом	6	3
85	нужно сказать	3	3
86	и особенно	2	3
87	ни в	7	3
88	другой стороны	3	3
89	что для	2	3
90	и все	7	3
91	к нему	3	3
92	можно было	3	3
93	также и	11	3
94	их в	4	3
95	и вообще	4	3
96	далеко не	5	3
97	о том	11	3
98	для которого	3	3
99	и это	9	3
100	в виду	6	3
101	образ не	2	2
102	учение о	3	2
103	содержит в	7	2
104	связи с	5	2
105	сознания и	2	2
106	что в	12	2
107	для них	2	2
108	могут быть	2	2
109	за пределы	6	2
110	нельзя сказать	2	2
111	в качестве	2	2
112	даже и	8	2
113	на то	8	2
114	вот в	2	2
115	можно сказать	5	2
116	в целях	2	2
117	в отношении	3	2
118	без всякого	2	2
119	в самой	3	2
120	по существу	2	2
121	в дальнейшем	4	2
122	но это	8	2
123	что они	3	2
124	литературы и	4	2
125	есть в	5	2
126	только то	4	2
127	ничего не	10	2
128	мы здесь	2	2
129	еще не	9	2
130	со всеми	2	2
131	по поводу	4	2
132	совершенно не	6	2
133	такого рода	7	2
134	очень много	3	2
135	хотя и	6	2
136	в него	2	2
137	на этой	2	2
138	по преимуществу	2	2
139	вместе с	2	2
140	ее в	2	2
141	в их	4	2
142	смысл и	3	2
143	в связи	4	2
144	того как	3	2
145	на самом	6	2
146	именно на	3	2
147	как именно	2	2
148	того чтобы	9	2
149	и даже	11	2
150	мы наблюдаем	2	2
151	так же	9	2
152	особенно в	2	2
153	тому как	2	2
154	во всяком	7	2
155	и следовательно	3	2
156	подобно тому	2	2
157	на его	2	2
158	и еще	3	2
159	таковы например	2	2
160	мы должны	5	2
161	и вовсе	4	2
162	в конце	6	2
163	здесь не	7	2
164	всяком случае	3	2
165	мы можем	4	2
