N	2gram	Bakhtin_Fr_7	Narrotol
1	не только	5	32
2	может быть	4	25
3	но и	9	23
4	в качестве	9	21
5	и не	7	20
6	и в	41	19
7	то есть	20	19
8	в том	11	18
9	в этом	15	17
10	том что	4	14
11	не в	9	14
12	а не	2	12
13	своего рода	2	12
14	то что	8	11
15	а в	5	11
16	не может	3	10
17	точки зрения	5	10
18	при этом	3	9
19	так и	10	9
20	в его	12	9
21	в мире	3	9
22	во времени	2	8
23	и т.п	9	8
24	в себе	11	8
25	и т.д	2	7
26	как и	14	7
27	еще не	2	7
28	к тому	2	7
29	а также	2	7
30	как в	5	7
31	по отношению	2	7
32	том числе	4	6
33	с его	2	6
34	что он	3	6
35	отношению к	2	6
36	точка зрения	2	6
37	именно в	2	6
38	в себя	2	6
39	в той	3	6
40	тем самым	3	6
41	о том	6	6
42	но в	8	6
43	и как	2	5
44	картина мира	2	5
45	картины мира	4	5
46	в форме	3	5
47	уже не	2	5
48	к нему	5	5
49	и его	9	5
50	в данном	2	5
51	в этой	13	5
52	далеко не	2	5
53	мира в	4	5
54	перед нами	2	4
55	прежде всего	11	4
56	одного из	2	4
57	в нем	7	4
58	у него	6	4
59	то же	13	4
60	же в	2	4
61	но все	4	4
62	же время	9	4
63	было бы	4	4
64	одной из	2	4
65	было как	2	4
66	как бы	7	4
67	о нем	3	4
68	все те	2	4
69	в особенности	2	4
70	из которых	2	4
71	не мог	2	4
72	числе и	2	4
73	только в	6	4
74	и с	4	4
75	ни было	2	3
76	что в	9	3
77	никогда не	2	3
78	уже в	5	3
79	в свою	3	3
80	ни в	6	3
81	одна из	4	3
82	свою очередь	3	3
83	в сущности	4	3
84	на том	2	3
85	хотя и	4	3
86	в ней	5	3
87	он не	4	3
88	и самого	2	3
89	не есть	2	3
90	с ее	3	3
91	из них	3	3
92	жизни и	3	3
93	в эпизоде	5	3
94	особенно в	2	3
95	этом отношении	2	3
96	как мы	11	3
97	и на	4	3
98	тем что	3	3
99	в то	10	3
100	что это	4	3
101	на другой	2	2
102	в своем	9	2
103	что у	3	2
104	оно не	2	2
105	здесь и	2	2
106	та же	4	2
107	в литературе	2	2
108	его как	2	2
109	по существу	8	2
110	есть в	6	2
111	более или	2	2
112	в значительной	2	2
113	для него	6	2
114	они в	2	2
115	несмотря на	3	2
116	например в	3	2
117	значительной степени	2	2
118	в область	3	2
119	и потому	3	2
120	и др	2	2
121	не имеет	3	2
122	лица и	3	2
123	во второй	2	2
124	время в	2	2
125	и до	6	2
126	или менее	2	2
127	отношение к	2	2
128	во всей	2	2
129	так же	5	2
130	к самому	2	2
131	не на	3	2
132	в связи	2	2
133	не было	3	2
134	все эти	13	2
135	человека в	2	2
136	и для	5	2
137	с точки	3	2
138	это не	6	2
139	но без	2	2
140	роль в	2	2
141	или в	2	2
142	можно было	3	2
143	в результате	2	2
144	нового времени	3	2
145	и ее	2	2
146	все то	3	2
147	и все	14	2
148	его в	3	2
149	мира и	4	2
150	ничего не	4	2
151	мы имеем	2	2
