N	2gram	Bakhtin_fo_1	FransuaR
1	и в	50	29
2	то есть	33	21
3	таким образом	11	20
4	и не	14	16
5	и все	6	13
6	как и	8	12
7	и т.п	4	12
8	но в	10	12
9	так и	12	11
10	и на	8	11
11	в этом	25	11
12	то же	11	10
13	как мы	14	10
14	в романе	32	10
15	мы уже	11	10
16	в то	9	10
17	не только	9	10
18	вовсе не	13	9
19	в конце	9	9
20	но и	8	9
21	все эти	9	9
22	и с	4	9
23	его в	3	9
24	же время	9	8
25	прежде всего	15	8
26	в его	13	8
27	и его	16	8
28	как бы	2	8
29	в них	4	7
30	еще и	2	7
31	так же	6	7
32	в том	9	7
33	так как	6	7
34	здесь в	2	6
35	в сущности	3	6
36	этот процесс	5	6
37	но он	2	6
38	поэтому и	3	5
39	у него	6	5
40	это не	6	5
41	того же	8	5
42	до конца	4	5
43	далеко не	2	5
44	в нем	24	5
45	уже говорили	3	5
46	в своей	2	5
47	и до	5	5
48	и по	2	5
49	рядом с	2	5
50	сказать что	3	5
51	но они	3	4
52	с его	9	4
53	в нашем	2	4
54	в образе	5	4
55	в литературе	16	4
56	еще не	5	4
57	и др	9	4
58	один из	3	4
59	то что	6	4
60	жизни и	8	4
61	конечно не	4	4
62	все это	4	4
63	этот образ	2	4
64	были в	2	4
65	с помощью	2	4
66	с другой	2	4
67	жизнь и	4	4
68	также и	2	4
69	в результате	6	4
70	тем что	2	4
71	точки зрения	5	4
72	в которой	2	4
73	том числе	4	3
74	всех этих	5	3
75	они были	2	3
76	в частности	6	3
77	в качестве	3	3
78	в своем	4	3
79	с ее	6	3
80	самого начала	2	3
81	в ее	6	3
82	все же	6	3
83	с самого	2	3
84	том что	4	3
85	и как	10	3
86	в дальнейшем	6	3
87	мы видим	3	3
88	того что	2	3
89	здесь и	2	3
90	той же	2	3
91	и их	8	3
92	по преимуществу	3	3
93	он не	5	3
94	здесь не	4	3
95	но конечно	2	3
96	в разных	5	3
97	при этом	3	3
98	и других	3	3
99	у них	2	3
100	того чтобы	5	3
101	для того	5	3
102	и даже	2	3
103	роль в	9	3
104	конечно и	4	3
105	в ней	4	3
106	же и	2	3
107	в себе	3	3
108	там где	2	3
109	в чем	2	3
110	место в	2	2
111	до наших	2	2
112	уже в	2	2
113	времени и	10	2
114	в основу	3	2
115	новое и	2	2
116	связи с	6	2
117	время и	4	2
118	и другие	5	2
119	к этому	3	2
120	числе и	2	2
121	в этих	3	2
122	жизни в	8	2
123	большую роль	3	2
124	формы и	3	2
125	мир и	2	2
126	исторического процесса	2	2
127	в жизни	6	2
128	в различных	2	2
129	а как	3	2
130	и были	2	2
131	к тому	3	2
132	и к	2	2
133	одной из	3	2
134	ни в	8	2
135	да и	3	2
136	соответствии с	2	2
137	связаны с	3	2
138	есть в	2	2
139	здесь дается	3	2
140	именно в	3	2
141	но не	5	2
142	о своей	2	2
143	романе не	3	2
144	то время	4	2
145	кроме того	4	2
146	на площади	4	2
147	одной стороны	2	2
148	не может	6	2
149	может быть	11	2
150	но оно	2	2
151	и дает	3	2
152	том же	2	2
153	хотя и	3	2
154	никогда не	2	2
155	уже не	2	2
156	а также	2	2
157	в виду	3	2
158	в котором	4	2
159	на них	2	2
160	раз в	4	2
161	и для	4	2
162	на этой	4	2
163	ни с	2	2
164	но она	2	2
165	его и	2	2
166	как в	6	2
167	до нас	5	2
168	в их	6	2
169	как раз	13	2
170	мир в	2	2
171	в особенности	9	2
172	в других	9	2
173	с одной	3	2
174	в той	4	2
175	всякого рода	2	2
176	они не	3	2
177	он становится	2	2
178	и у	5	2
179	и эта	2	2
180	с точки	2	2
181	между ними	3	2
182	друг друга	3	2
183	или в	3	2
184	и то	4	2
185	их в	3	2
186	в основе	5	2
187	только в	4	2
188	существенную роль	2	2
189	как он	2	2
190	и это	4	2
191	дело в	2	2
192	нет ничего	4	2
193	здесь только	2	2
194	так сказать	7	2
195	с ним	2	2
